u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,bridge,ref,access,width,junction,tunnel,service,area
2327477960,3629166665,0,"[357792888, 359163715]",2,Øster Allé,tertiary,40,False,43.864,"LINESTRING (12.5645233 55.7055485, 12.564407 55.7055929, 12.5643004 55.7056161, 12.5641938 55.7056298, 12.5641212 55.7056334, 12.5640474 55.7056336, 12.5639539 55.7056255, 12.5638624 55.7056117)",,,,,,,,
2327477960,24609833,0,419983497,2,Øster Allé,tertiary,40,False,123.97,"LINESTRING (12.5645233 55.7055485, 12.5658428 55.7048367, 12.5659601 55.7047823)",,,,,,,,
2522851854,298497229,0,"[27201308, 330748694]",,Øster Søgade,residential,50,False,531.7800000000001,"LINESTRING (12.5777172 55.6950098, 12.5775064 55.6949086, 12.5768222 55.6945663, 12.5766409 55.6944844, 12.5763691 55.6943458, 12.576288 55.6943045, 12.5761644 55.6942192, 12.5758705 55.6939322, 12.5756233 55.6936227, 12.5753243 55.6932484, 12.5750529 55.692923, 12.5748861 55.692785, 12.5746304 55.6926328, 12.5742463 55.6923919, 12.573813 55.692126, 12.5733748 55.691852, 12.5729594 55.6915902, 12.5728527 55.6915273, 12.572491 55.6913183)",,,,,,,,
3626959237,1052367665,0,"[335384249, 409319710]",,Otto Busses Vej,residential,"['50', '15']",False,170.17000000000002,"LINESTRING (12.5568836 55.6616318, 12.5566139 55.661343, 12.5565066 55.6612477, 12.556284 55.6611236, 12.5555523 55.6608585, 12.5552068 55.6607404, 12.5549043 55.6606438)",,,,,,,,
3626959237,5143313498,0,"[409319709, 392125582]",,"['Carsten Niebuhrs Gade', 'Otto Busses Vej']",residential,50,False,205.21800000000002,"LINESTRING (12.5568836 55.6616318, 12.5554781 55.6619601, 12.5553447 55.662004, 12.5553475 55.662045, 12.5555271 55.6622312, 12.5557315 55.6624091, 12.5559595 55.6625777, 12.5562203 55.6627457)",,,,,,,,
3626959237,6651812218,0,"[742670363, 392125582]",,Otto Busses Vej,residential,50,False,48.363,"LINESTRING (12.5568836 55.6616318, 12.5575082 55.661484, 12.5575946 55.6614635)",,,,,,,,
3629166665,4199695687,0,419983495,2,Øster Allé,tertiary,40,True,17.328,"LINESTRING (12.5638624 55.7056117, 12.5635911 55.7055814)",,,,,,,,
3629166665,2327477960,0,"[357792888, 359163715]",2,Øster Allé,tertiary,40,False,43.864,"LINESTRING (12.5638624 55.7056117, 12.5639539 55.7056255, 12.5640474 55.7056336, 12.5641212 55.7056334, 12.5641938 55.7056298, 12.5643004 55.7056161, 12.564407 55.7055929, 12.5645233 55.7055485)",,,,,,,,
3676767770,5680294246,0,654821499,,Gyldenløvesgade,cycleway,,True,11.804,"LINESTRING (12.5605686 55.681231, 12.5604003 55.6812786)",,,,,,,,
3676767770,5490694557,0,537400024,5,Nørre Søgade,tertiary,50,False,66.893,"LINESTRING (12.5605686 55.681231, 12.5606679 55.6813363, 12.5610711 55.6817617)",,,,,,,,
3676767770,298538850,0,"[654821500, 127496087]",5,"['Vester Søgade', 'Nørre Søgade']",tertiary,50,False,35.031,"LINESTRING (12.5605686 55.681231, 12.5604964 55.6811267, 12.5604531 55.6809251)",,,,,,,,
4288438529,4966239887,0,393218132,,,cycleway,,False,10.35,"LINESTRING (12.5928556 55.679, 12.5930045 55.6789598)",,,,,,,,
4288438529,697822,0,"[2383977, 1702965]",1,Nyhavn,residential,50,True,405.12399999999997,"LINESTRING (12.5928556 55.679, 12.5927484 55.6790338, 12.5911737 55.6794386, 12.5889584 55.6800345, 12.5880953 55.6802621, 12.5871306 55.6805161, 12.5870075 55.6805493)",,,,,,,,
4555480821,20925445,0,"[4288832, 788234436]",,Elmegade,residential,"['50', '40']",True,250.378,"LINESTRING (12.5602542 55.6906615, 12.5596403 55.6902381, 12.5595158 55.6901769, 12.5592813 55.690084, 12.5584821 55.689836, 12.5583621 55.6897876, 12.5574911 55.6890903)",,,,,,,,
4555480821,4555480819,0,"[160100577, 160100579]",,Guldbergsgade,residential,50,False,42.620999999999995,"LINESTRING (12.5602542 55.6906615, 12.5605485 55.6905328, 12.560815 55.6904463)",,,,,,,,
4555480821,1721753615,0,"[160100579, 162597629]",,Guldbergsgade,residential,50,False,59.461,"LINESTRING (12.5602542 55.6906615, 12.5602298 55.6906725, 12.5601072 55.6907277, 12.5597729 55.6908783, 12.559509 55.6909924)",,,,,,,,
4876445689,697537,0,237108784,2,Gasværksvej,tertiary,50,False,239.023,"LINESTRING (12.5556402 55.6723299, 12.5556762 55.6722781, 12.5557109 55.6722328, 12.5557909 55.6721438, 12.555832 55.6721052, 12.5567671 55.6712279, 12.5571674 55.6708523, 12.5575675 55.6704769)",,,,,,,,
4876445689,725161,0,"[497222944, 161636861]","['3', '2']",Vesterbrogade,tertiary,50,False,108.70200000000001,"LINESTRING (12.5556402 55.6723299, 12.5557935 55.6723513, 12.5559025 55.6723679, 12.556215 55.6724179, 12.5565462 55.672479, 12.5571646 55.6726068, 12.5572867 55.6726332)",,,,,,,,
4876445689,725128,0,"[161635688, 223163630, 79639376, 79639380, 161636185, 232157503]",1,Vesterbrogade,tertiary,50,True,655.456,"LINESTRING (12.5556402 55.6723299, 12.5555041 55.6723569, 12.5554128 55.6723691, 12.5546988 55.6724474, 12.553807 55.672526, 12.5527496 55.6726349, 12.5524773 55.6726538, 12.5518913 55.6726958, 12.5517109 55.6727132, 12.5516076 55.6727241, 12.551434 55.6727226, 12.5504992 55.6726742, 12.5501706 55.6726625, 12.5499205 55.6726402, 12.5497241 55.6726039, 12.5495423 55.6725634, 12.5489482 55.6724167, 12.5482254 55.6722344, 12.5467162 55.6718455, 12.5464561 55.6717785, 12.5463161 55.6717424, 12.545661 55.6715736)",,,,,,,,
5490694557,3676767770,0,537400024,5,Nørre Søgade,tertiary,50,False,66.893,"LINESTRING (12.5610711 55.6817617, 12.5606679 55.6813363, 12.5605686 55.681231)",,,,,,,,
5490694557,298518052,0,"[596202509, 1718351]",5,Nørre Søgade,tertiary,50,False,463.15999999999997,"LINESTRING (12.5610711 55.6817617, 12.5612931 55.682001, 12.5615275 55.6822171, 12.562608 55.6833774, 12.5627088 55.6834846, 12.5631428 55.6839462, 12.5641292 55.6849803, 12.5645496 55.6854359)",,,,,,,,
5490694557,5490694560,0,571263648,,,tertiary_link,50,True,54.491,"LINESTRING (12.5610711 55.6817617, 12.5607245 55.6815821, 12.5605984 55.6814778, 12.5604794 55.6814058)",,,,,,,,
6359420314,1181499859,0,244362772,5,Bernstorffsgade,tertiary,50,False,92.586,"LINESTRING (12.5670563 55.6723417, 12.5670179 55.6723776, 12.5667138 55.672662, 12.5663168 55.6730334, 12.566294 55.6730548)",,,,,,,,
6943466010,4357537642,0,"[741713872, 496986368, 741713874, 741713871]","['4', '5']",Børsgade,tertiary,50,False,90.007,"LINESTRING (12.5801493 55.6772757, 12.5804257 55.6771674, 12.5804667 55.6771514, 12.5805045 55.6771366, 12.580553 55.6771181, 12.5807827 55.6770307, 12.5810603 55.676925, 12.581179 55.6768823, 12.5812543 55.676854, 12.5813377 55.6768217)",,,,,,,,
6943466010,697797,0,"[114788529, 36072374, 1880407, 497225080, 4373502, 496986367]","['4', '3', '2']","['Vindebrogade', 'Stormgade', 'Børsgade']",tertiary,50,False,573.983,"LINESTRING (12.5801493 55.6772757, 12.5800424 55.6773175, 12.5800079 55.677331, 12.5798435 55.6773962, 12.5798119 55.6774045, 12.5797689 55.6774115, 12.5797022 55.6774147, 12.5796248 55.6774067, 12.5795263 55.67739, 12.5791799 55.6773102, 12.5790821 55.677285, 12.5790228 55.6772697, 12.5786647 55.6771393, 12.5780261 55.6769314, 12.577829 55.6768479, 12.5776834 55.6767571, 12.5768704 55.6762559, 12.5764728 55.6759058, 12.5764432 55.675882, 12.5763392 55.6758015, 12.5762962 55.6757695, 12.5762035 55.6757151, 12.5760995 55.6756722, 12.5758045 55.6755461, 12.5757667 55.6755299, 12.5756717 55.6754893, 12.5755255 55.6754306, 12.5743402 55.6749647, 12.5731548 55.6744988, 12.5730421 55.6744278)",yes,,,,,,,
7424040147,1552939204,0,590239997,,Lundtoftegade,tertiary,50,False,8.08,"LINESTRING (12.5382813 55.699784, 12.5382583 55.6997125)",,,,,,,,
7424040147,1477320632,0,590239997,,Lundtoftegade,tertiary,50,False,34.094,"LINESTRING (12.5382813 55.699784, 12.5383223 55.6998388, 12.5383968 55.6999053, 12.5385721 55.7000418)",,,,,,,,
7424040147,7878554400,0,793658933,,,cycleway,,False,110.45599999999999,"LINESTRING (12.5382813 55.699784, 12.5381738 55.699899, 12.5381309 55.7000116, 12.5382734 55.7007092, 12.5382903 55.7007542)",,,,,,,,
7726386207,1574166954,0,827602422,2,Vester Voldgade,residential,50,False,63.894999999999996,"LINESTRING (12.5701125 55.6759317, 12.5694204 55.6762766, 12.5693469 55.6763109)",,,,,,,,
7726386207,697797,0,"[827602424, 149756673, 497221832, 168171711]","['3', '2']",Vester Voldgade,unclassified,50,False,248.43500000000003,"LINESTRING (12.5701125 55.6759317, 12.5705692 55.6757041, 12.570784 55.6755918, 12.571113 55.6754272, 12.5716546 55.6751575, 12.5717677 55.6751012, 12.5724676 55.6747332, 12.5728053 55.6745557, 12.5729183 55.6744947, 12.5730421 55.6744278)",,,,,,,,
118751,6651812218,0,742670363,,Otto Busses Vej,residential,50,False,8.372,"LINESTRING (12.5577177 55.6614344, 12.5575946 55.6614635)",,,,,,,,
118763,118764,0,422789551,1,Sydhavns Plads,primary,50,True,11.727,"LINESTRING (12.5422312 55.6540026, 12.5423887 55.6539458)",,O2,,,,,,
118763,5887571943,0,630489172,2,Scandiagade,tertiary,60,True,4.357,"LINESTRING (12.5422312 55.6540026, 12.5422018 55.6539671)",,,,,,,,
118764,6651812324,0,707896965,,Vasbygade,cycleway,,True,13.528,"LINESTRING (12.5423887 55.6539458, 12.5425452 55.6540295)",,,,,,,,
118764,6651812324,1,"[2944198, 363633975]",3,Teglholmsgade,tertiary,50,True,66.393,"LINESTRING (12.5423887 55.6539458, 12.5426051 55.6538483, 12.5428136 55.6537717, 12.5427044 55.653899, 12.5426829 55.6539262, 12.5425452 55.6540295)",,,,,,,,
118779,5706462979,0,422789563,2,Sydhavnsgade,tertiary,60,True,31.555,"LINESTRING (12.539914 55.6512826, 12.5397517 55.6515512)",,,,,,,,
118779,118780,0,161633350,2,Scandiagade,tertiary,60,True,31.686,"LINESTRING (12.539914 55.6512826, 12.5398946 55.6511238, 12.5399027 55.6509981)",,,,,,,,
118780,26212051,0,"[422789568, 422789555, 422789556, 422789559, 422789562, 422789564, 422789566, 422789567]","['4', '3', '2']",Sydhavnsgade,tertiary,60,True,507.43100000000004,"LINESTRING (12.5399027 55.6509981, 12.5399892 55.6508265, 12.5402048 55.6504176, 12.5403226 55.6502056, 12.5404271 55.6500142, 12.5405907 55.6496933, 12.5405986 55.6496787, 12.5408067 55.6492945, 12.5410379 55.6488643, 12.5411034 55.6487424, 12.5411871 55.6485858, 12.5415711 55.6478768, 12.5416301 55.647736, 12.541665 55.6476354, 12.5416741 55.647609, 12.5416972 55.6475423, 12.5417409 55.6474547, 12.5417696 55.647397, 12.5419813 55.6469981, 12.5420491 55.6468462, 12.5420694 55.6468008, 12.5420835 55.6467689, 12.5421514 55.6466162)",,,,,,,,
118781,118787,0,742696144,3,Bådehavnsgade,tertiary,50,False,17.003,"LINESTRING (12.5424854 55.6460132, 12.5427315 55.6460772)",,,,,,,,
118781,265144981,0,"[502436882, 24418179]","['3', '2']",Bådehavnsgade,tertiary,50,False,300.024,"LINESTRING (12.5424854 55.6460132, 12.5422863 55.6459572, 12.54215 55.6459001, 12.5419362 55.6456929, 12.5418561 55.6456197, 12.5418144 55.64558, 12.5416231 55.6453975, 12.5415789 55.6453566, 12.5414585 55.6452453, 12.5413336 55.6451275, 12.5411531 55.6449603, 12.5410765 55.6448893, 12.5407782 55.6446131, 12.5406772 55.6445097, 12.5404932 55.6443213, 12.5402612 55.6440232, 12.5400683 55.6437264)",,,,,,,,
118781,118792,0,"[1880585, 422789542]","['3', '2']",Sjællandsbroen,tertiary,60,True,322.664,"LINESTRING (12.5424854 55.6460132, 12.5425933 55.6459106, 12.5428544 55.6456624, 12.5438395 55.6447259, 12.5443126 55.6443347, 12.5446045 55.6441084, 12.5453691 55.6436206)",,,,,,,,
118787,118781,0,742696144,3,Bådehavnsgade,tertiary,50,False,17.003,"LINESTRING (12.5427315 55.6460772, 12.5424854 55.6460132)",,,,,,,,
118787,8919786,0,422789547,4,Sjællandsbroen,tertiary,60,True,70.492,"LINESTRING (12.5427315 55.6460772, 12.5426811 55.6461245, 12.542636 55.6461718, 12.5425689 55.646252, 12.5425005 55.6463496, 12.5423316 55.646667)",,,,,,,,
118792,118806,0,496210860,,Sluseholmen,tertiary,50,False,14.053,"LINESTRING (12.5453691 55.6436206, 12.5455234 55.6437122)",,,,,,,,
118792,274068932,0,"[683462106, 237108788]",2,Sjællandsbroen,tertiary,"['60', '70']",True,272.80600000000004,"LINESTRING (12.5453691 55.6436206, 12.5454979 55.6435419, 12.5456655 55.643445, 12.5458667 55.6433345, 12.5460303 55.6432543, 12.5464171 55.6430825, 12.5468625 55.6428913, 12.5477349 55.6425216, 12.5482887 55.6423006, 12.5487823 55.6421091)",,,,,,,,
118806,118792,0,496210860,,Sluseholmen,tertiary,50,False,14.053,"LINESTRING (12.5455234 55.6437122, 12.5453691 55.6436206)",,,,,,,,
118806,5887523835,0,237108787,3,Sjællandsbroen,tertiary,60,True,7.687,"LINESTRING (12.5455234 55.6437122, 12.5454388 55.6437622)",,,,,,,,
118806,7611966874,0,"[834616389, 834616390, 834616393, 834616394, 168251834]",,Sluseholmen,tertiary,40,False,289.4879999999999,"LINESTRING (12.5455234 55.6437122, 12.5457065 55.643824, 12.5460252 55.6440891, 12.5462136 55.6442459, 12.5463813 55.6443717, 12.5464919 55.6444547, 12.5467898 55.6446783, 12.5472978 55.6450702, 12.5473286 55.6450938, 12.5474648 55.6451984, 12.547471 55.6452032, 12.5482128 55.6457577, 12.5482688 55.6458027)",yes,,,,,,,
118866,8919792,0,"[330921305, 290755558, 290755559]",3,Ørestads Boulevard,tertiary,50,False,108.973,"LINESTRING (12.5832697 55.6396224, 12.5831917 55.6394321, 12.5829511 55.6387934, 12.5828991 55.638665)",,,,,,,,
118866,3379557973,0,330921302,,Ørestads Boulevard,tertiary,50,True,74.393,"LINESTRING (12.5832697 55.6396224, 12.583354 55.6398506, 12.5835266 55.6402755)",,,,,,,,
118868,247737948,0,237099603,,Ørestads Boulevard,tertiary,50,False,193.599,"LINESTRING (12.5813305 55.6347648, 12.580644 55.6330674)",,,,,,,,
118868,697525,0,47256244,,C.F. Møllers Allé,residential,50,False,475.526,"LINESTRING (12.5813305 55.6347648, 12.579439 55.6350097, 12.5777498 55.6352428, 12.5767055 55.6353818, 12.5760364 55.6354739, 12.5759482 55.6354861, 12.5748624 55.6356369, 12.5739631 55.6357617)",,,,,,,,
118868,8919792,0,"[237099603, 671049606]",,Ørestads Boulevard,tertiary,50,False,444.717,"LINESTRING (12.5813305 55.6347648, 12.5819812 55.6363885, 12.5821959 55.6369242, 12.5825948 55.6379116, 12.5827447 55.6382784, 12.5828991 55.638665)",,,,,,,,
118869,1801254752,0,713738512,,Ørestads Boulevard,tertiary,50,False,12.924,"LINESTRING (12.5798675 55.6310571, 12.5799085 55.631171)",,,,,,,,
118869,265161861,0,"[24418496, 762841021, 129369623]",,Ørestads Boulevard,tertiary,50,False,385.33400000000006,"LINESTRING (12.5798675 55.6310571, 12.5798238 55.630955, 12.5793385 55.6298214, 12.5792658 55.6296515, 12.5791922 55.6294796, 12.579144 55.6293515, 12.579093 55.6292161, 12.5789979 55.6289829, 12.5789513 55.6288588, 12.5789282 55.6287974, 12.5788889 55.6286929, 12.5785039 55.6276786)",yes,,,,,,,
118869,1801254737,0,"[752865741, 223267359]",,Arne Jacobsens Allé,tertiary,50,True,145.89600000000002,"LINESTRING (12.5798675 55.6310571, 12.5803052 55.6309405, 12.5805136 55.6308746, 12.5811976 55.630655, 12.5813694 55.6306072, 12.5817586 55.6305517, 12.5819801 55.6305497)",,,,,,,,
118872,1619530781,0,148894329,,Ørestads Boulevard,tertiary,50,False,117.455,"LINESTRING (12.5758979 55.6211118, 12.5754878 55.6200812)",,,,,,,,
118872,1729562471,0,148894333,,Ørestads Boulevard,tertiary,50,True,93.554,"LINESTRING (12.5758979 55.6211118, 12.5760992 55.6214016, 12.5763007 55.6219193)",,,,,,,,
125427,20927555,0,"[2415209, 1715110]",,"['Strandpromenaden', 'Strandøre']",tertiary,40,False,618.201,"LINESTRING (12.5773485 55.7216643, 12.5775721 55.7216311, 12.5777882 55.7215703, 12.5781522 55.7213717, 12.5782327 55.7213362, 12.5783797 55.7212713, 12.5785845 55.7211966, 12.5787145 55.721157, 12.5787949 55.7211325, 12.579049 55.7210748, 12.5792716 55.7210334, 12.5793788 55.7210134, 12.5793999 55.7210095, 12.5795189 55.7209874, 12.5796438 55.7209642, 12.5798579 55.7209243, 12.5799097 55.7209147, 12.5800456 55.7208902, 12.5801895 55.7208626, 12.5807782 55.7207064, 12.5808437 55.7206855, 12.5809821 55.7206412, 12.5810017 55.7206349, 12.581252 55.7205409, 12.5812865 55.720525, 12.5816065 55.7203775, 12.5819099 55.7202078, 12.5821696 55.7200305, 12.582399 55.7198394, 12.5826168 55.7196409, 12.5826728 55.7195759, 12.5827002 55.7195425, 12.582752 55.7194792, 12.5828371 55.7193751, 12.582974 55.719185, 12.5830783 55.7189842, 12.5831777 55.7186618, 12.5833855 55.7178363)",,,,,,,,
125427,716767707,0,"[57775968, 809709816, 298775710]","['4', '5']",Strandvejen,tertiary,50,False,439.10999999999996,"LINESTRING (12.5773485 55.7216643, 12.5773651 55.7217657, 12.5774894 55.7221908, 12.5776212 55.7225487, 12.5776807 55.7227576, 12.5776967 55.7229018, 12.5776738 55.7230511, 12.5775955 55.7233264, 12.5775879 55.723349, 12.5775626 55.7234349, 12.5775053 55.7235972, 12.5774199 55.7238459, 12.5773689 55.7239407, 12.5771982 55.7244317, 12.5771212 55.7246607, 12.5769449 55.7251744, 12.5769075 55.7252816, 12.5768251 55.7255103, 12.5768089 55.7255482)",,,,,,,,
125427,2119637671,0,201965314,,Strandvejen,tertiary,50,True,466.96299999999997,"LINESTRING (12.5773485 55.7216643, 12.577204 55.7215159, 12.5771597 55.7210195, 12.5771489 55.7209399, 12.5771339 55.7207864, 12.5771156 55.7206006, 12.5770885 55.7203444, 12.5770677 55.7201582, 12.5769633 55.7193397, 12.5769633 55.7192804, 12.5769633 55.719171, 12.57702 55.7187149, 12.5771092 55.7179985, 12.5772442 55.7174986)",,,,,,,,
125437,4519617500,0,741986463,,Lersø Parkallé,tertiary,60,False,9.828,"LINESTRING (12.5426878 55.719964, 12.542767 55.7198877)",,,,,,,,
125437,7416620553,0,455570577,2,Tuborgvej,primary,50,True,30.219,"LINESTRING (12.5426878 55.719964, 12.5424162 55.7198402, 12.5423042 55.7197997)",,O2,,,,,,
125442,3835639402,0,743336518,4,Tagensvej,tertiary,50,False,17.55,"LINESTRING (12.5351605 55.7133872, 12.5350268 55.7135259)",,,,,,,,
125442,26489382,0,742654119,4,Tagensvej,tertiary,50,False,285.08099999999996,"LINESTRING (12.5351605 55.7133872, 12.5352789 55.7132506, 12.535732 55.712748, 12.5359013 55.7125593, 12.5360295 55.7124164, 12.5361657 55.712261, 12.5365524 55.7118195, 12.5371119 55.711189, 12.5371961 55.7110942)",,,,,,,,
125442,3835639499,0,"[455570576, 455570585, 455570571]","['3', '2']",Tuborgvej,primary,50,True,183.617,"LINESTRING (12.5351605 55.7133872, 12.5352949 55.7135708, 12.5353898 55.7137005, 12.5357704 55.7142206, 12.5358361 55.7143104, 12.5359628 55.7144592, 12.5362441 55.7147438, 12.5363111 55.7148094, 12.5363622 55.7148574, 12.5363886 55.7148838)",,O2,,,,,,
125444,4519617474,0,743336519,,Frederiksborgvej,tertiary,50,False,11.687,"LINESTRING (12.5320924 55.7119129, 12.532091 55.7118078)",,,,,,,,
125444,8091690,0,162958933,,Frederiksborgvej,tertiary,50,True,83.715,"LINESTRING (12.5320924 55.7119129, 12.532163 55.7120405, 12.5321395 55.7121971, 12.5321268 55.7122913, 12.5320208 55.712654)",,,,,,,,
125444,1704109234,0,455570565,2,Tomsgårdsvej,primary,50,True,89.34,"LINESTRING (12.5320924 55.7119129, 12.5317947 55.7118612, 12.5316332 55.7118206, 12.5313843 55.7117396, 12.5313439 55.7117226, 12.5312783 55.711695, 12.5311188 55.7116142, 12.5309587 55.7114689)",,O2,,,,,,
125457,3910340724,0,387804858,4,Jyllingevej,tertiary,50,False,19.542,"LINESTRING (12.494409 55.6939581, 12.4941236 55.6938873)",,,,,,,,
125457,3910340729,0,387801270,2,Slotsherrensvej,tertiary,50,True,92.416,"LINESTRING (12.494409 55.6939581, 12.4941094 55.6940474, 12.4938064 55.6941362, 12.4935251 55.694203, 12.4930764 55.6943125)",,,,,,,,
125457,1686070442,0,"[496964514, 496964515, 496937027, 3666050]","['4', '3', '2']",Bellahøjvej,tertiary,50,False,807.3699999999998,"LINESTRING (12.494409 55.6939581, 12.4945203 55.6939886, 12.4950689 55.6941305, 12.4963515 55.6944381, 12.4970929 55.6946208, 12.4973553 55.6946855, 12.4978228 55.6948007, 12.4985913 55.6950014, 12.4992974 55.6951858, 12.5007163 55.6955485, 12.502184 55.6959113, 12.5025286 55.6959948, 12.5028731 55.6960782, 12.5030767 55.6961279, 12.5033233 55.6961877, 12.5051806 55.6966417, 12.5054451 55.6967151, 12.5057942 55.6968336, 12.5061222 55.6969655)",,,,,,,,
375471,298530862,0,8120296,,H.C. Ørsteds Vej,tertiary,50,False,12.28,"LINESTRING (12.5518117 55.6850602, 12.5517494 55.6849555)",,,,,,,,
375473,277055380,0,237353949,2,Bülowsvej,residential,50,False,13.504,"LINESTRING (12.5472859 55.6853401, 12.5472528 55.6852201)",,,,,,,,
576722,4279694307,0,"[428851676, 108233932, 428851685, 428851679]","['4', '5', '3']",Gammel Køge Landevej,tertiary,50,True,106.916,"LINESTRING (12.5158158 55.6604027, 12.516026 55.6605357, 12.5162177 55.660709, 12.5163717 55.6608629, 12.5164665 55.6609678, 12.5165666 55.6610901, 12.5166711 55.6612279)",,,,,,,,
576722,576713,0,"[428851680, 428851681, 428851682, 428851683, 428851684, 428851673, 87502481, 87502482, 318929337, 428851674, 428851675, 428851677, 428851678]","['4', '3', '2']",Gammel Køge Landevej,tertiary,50,False,554.684,"LINESTRING (12.5158158 55.6604027, 12.5156926 55.6602551, 12.5154466 55.6599604, 12.5151022 55.6595369, 12.5148449 55.6592169, 12.5146701 55.6590034, 12.5144203 55.6586998, 12.5143201 55.6585781, 12.5142224 55.6584506, 12.5141307 55.658343, 12.5140386 55.6582319, 12.5138247 55.6579623, 12.5136841 55.6577852, 12.5134648 55.6575089, 12.5133932 55.6574155, 12.5131803 55.6571459, 12.5131277 55.6570775, 12.5130919 55.6570319, 12.5127237 55.6565648, 12.5126639 55.6564888, 12.5124255 55.656186, 12.5121679 55.6558588)",,,,,,,,
