u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,width,junction,tunnel,service,area
5887504888,5887504889,0,623415206,True,,Støberigade,cycleway,,12.518,"LINESTRING (12.5510519 55.6481188, 12.5511614 55.6482129)",,,,,,,,
5887504889,5887504891,0,623415206,True,,Støberigade,cycleway,,12.546,"LINESTRING (12.5511614 55.6482129, 12.5511856 55.6483249)",,,,,,,,
5887504891,5887504892,0,623415206,True,,Støberigade,cycleway,,62.243,"LINESTRING (12.5511856 55.6483249, 12.5512495 55.6488835)",,,,,,,,
5887504892,5887504893,0,623415206,True,,Støberigade,cycleway,,19.219,"LINESTRING (12.5512495 55.6488835, 12.5512714 55.6490559)",,,,,,,,
5887504893,5887504894,0,623415206,True,,Støberigade,cycleway,,17.698,"LINESTRING (12.5512714 55.6490559, 12.5512875 55.6492148)",,,,,,,,
5887504894,5887504895,0,623415206,True,,Støberigade,cycleway,,4.624,"LINESTRING (12.5512875 55.6492148, 12.5513116 55.6492541)",,,,,,,,
5887504895,5887504896,0,623415206,True,,Støberigade,cycleway,,7.08,"LINESTRING (12.5513116 55.6492541, 12.5513653 55.6493101)",,,,,,,,
5887504896,5887504897,0,623415206,True,,Støberigade,cycleway,,38.987,"LINESTRING (12.5513653 55.6493101, 12.5517074 55.6496028)",,,,,,,,
5887504897,5887504898,0,623415206,True,,Støberigade,cycleway,,82.715,"LINESTRING (12.5517074 55.6496028, 12.5524084 55.6502328)",,,,,,,,
5887504898,5887504899,0,623415206,True,,Støberigade,cycleway,,24.803,"LINESTRING (12.5524084 55.6502328, 12.5526206 55.650421)",,,,,,,,
5887504899,5887504900,0,623415206,True,,Støberigade,cycleway,,7.844,"LINESTRING (12.5526206 55.650421, 12.5526849 55.6504815)",,,,,,,,
5887504900,5887504901,0,623415206,True,,Støberigade,cycleway,,8.067,"LINESTRING (12.5526849 55.6504815, 12.5527359 55.6505481)",,,,,,,,
5887504901,5887504902,0,623415206,True,,Støberigade,cycleway,,9.063,"LINESTRING (12.5527359 55.6505481, 12.5527735 55.6506268)",,,,,,,,
5887504902,5887504903,0,623415206,True,,Støberigade,cycleway,,10.516,"LINESTRING (12.5527735 55.6506268, 12.5527949 55.6507206)",,,,,,,,
5887504903,5887504904,0,623415206,True,,Støberigade,cycleway,,9.135,"LINESTRING (12.5527949 55.6507206, 12.5528083 55.6508024)",,,,,,,,
5887504904,5887504905,0,623415206,True,,Støberigade,cycleway,,11.62,"LINESTRING (12.5528083 55.6508024, 12.5528003 55.6509068)",,,,,,,,
5887504905,5887504906,0,623415206,True,,Støberigade,cycleway,,9.141,"LINESTRING (12.5528003 55.6509068, 12.5527842 55.6509885)",,,,,,,,
5887504906,5887504907,0,623415206,True,,Støberigade,cycleway,,17.515,"LINESTRING (12.5527842 55.6509885, 12.5527171 55.6511414)",,,,,,,,
5887504907,5887504929,0,623415206,True,,Støberigade,cycleway,,12.486,"LINESTRING (12.5527171 55.6511414, 12.552673 55.6512509)",,,,,,,,
5887504909,5887504910,0,623415205,True,,Teglholmsgade,cycleway,,11.572,"LINESTRING (12.5525455 55.651435, 12.5524462 55.6515227)",,,,,,,,
5887504910,5887504912,0,623415205,True,,Teglholmsgade,cycleway,,9.534,"LINESTRING (12.5524462 55.6515227, 12.5523577 55.6515924)",,,,,,,,
5887504911,5887504914,0,623415205,True,,Teglholmsgade,cycleway,,10.779,"LINESTRING (12.5522414 55.6516763, 12.5521083 55.6517376)",,,,,,,,
5887504912,5887504913,0,623415205,True,,Teglholmsgade,cycleway,,5.882,"LINESTRING (12.5523577 55.6515924, 12.5523014 55.6516347)",,,,,,,,
5887504913,5887504911,0,623415205,True,,Teglholmsgade,cycleway,,5.964,"LINESTRING (12.5523014 55.6516347, 12.5522414 55.6516763)",,,,,,,,
5887504914,5887504915,0,623415205,True,,Teglholmsgade,cycleway,,25.12,"LINESTRING (12.5521083 55.6517376, 12.5517703 55.6518587)",,,,,,,,
5887504915,2252817591,0,623415205,True,,Teglholmsgade,cycleway,,26.741,"LINESTRING (12.5517703 55.6518587, 12.5514116 55.6519886)",,,,,,,,
5887504916,5887504917,0,623415205,True,,Teglholmsgade,cycleway,,17.79,"LINESTRING (12.5512982 55.6520297, 12.5510607 55.6521171)",,,,,,,,
5887504917,6168935730,0,623415205,True,,Teglholmsgade,cycleway,,7.161,"LINESTRING (12.5510607 55.6521171, 12.5509525 55.6520966)",,,,,,,,
5887504918,5887504919,0,623415201,True,,Teglholmsgade,cycleway,,18.731,"LINESTRING (12.5534976 55.6512352, 12.5532428 55.651323)",,,,,,,,
5887504919,5887504920,0,623415201,True,,Teglholmsgade,cycleway,,17.548,"LINESTRING (12.5532428 55.651323, 12.5530068 55.6514077)",,,,,,,,
5887504920,4726329552,0,623415201,True,,Teglholmsgade,cycleway,,7.95,"LINESTRING (12.5530068 55.6514077, 12.5529006 55.6514467)",,,,,,,,
5887504920,5887504921,0,623415203,True,,,cycleway,,5.676,"LINESTRING (12.5530068 55.6514077, 12.5529183 55.6514183)",,,,,,,,
5887504921,5887504922,0,623415203,True,,,cycleway,,7.59,"LINESTRING (12.5529183 55.6514183, 12.5527976 55.6514229)",,,,,,,,
5887504922,5887504923,0,623415203,True,,,cycleway,,7.956,"LINESTRING (12.5527976 55.6514229, 12.5526715 55.6514153)",,,,,,,,
5887504923,5887504924,0,623415203,True,,,cycleway,,6.241,"LINESTRING (12.5526715 55.6514153, 12.5525753 55.651401)",,,,,,,,
5887504924,5887504925,0,623415203,True,,,cycleway,,8.354,"LINESTRING (12.5525753 55.651401, 12.5524505 55.6513748)",,,,,,,,
5887504924,5887504909,0,623415205,True,,Teglholmsgade,cycleway,,4.218,"LINESTRING (12.5525753 55.651401, 12.5525455 55.651435)",,,,,,,,
5887504925,5887504926,0,623415203,True,,,cycleway,,7.792,"LINESTRING (12.5524505 55.6513748, 12.5523416 55.6513411)",,,,,,,,
5887504926,5887523797,0,623416490,True,,Teglholmsgade,cycleway,,6.583,"LINESTRING (12.5523416 55.6513411, 12.5523887 55.6512882)",,,,,,,,
5887504927,5887504928,0,623415204,True,,Teglholmsgade,cycleway,,7.377,"LINESTRING (12.5524435 55.6512034, 12.5525551 55.6512243)",,,,,,,,
5887504927,5887523798,0,623416494,True,,Støberigade,cycleway,,12.586,"LINESTRING (12.5524435 55.6512034, 12.5525089 55.6510964)",,,,,,,,
5887504928,5887504929,0,623415204,True,,Teglholmsgade,cycleway,,7.966,"LINESTRING (12.5525551 55.6512243, 12.552673 55.6512509)",,,,,,,,
5887504929,5887504930,0,623415204,True,,Teglholmsgade,cycleway,,14.747,"LINESTRING (12.552673 55.6512509, 12.5527882 55.6511353)",,,,,,,,
5887504929,5887504908,0,623415206,True,,Støberigade,cycleway,,9.36,"LINESTRING (12.552673 55.6512509, 12.5526357 55.6513324)",,,,,,,,
5887504930,5887504931,0,623415204,True,,Teglholmsgade,cycleway,,3.278,"LINESTRING (12.5527882 55.6511353, 12.5528379 55.6511262)",,,,,,,,
5887504931,5887504932,0,623415204,True,,Teglholmsgade,cycleway,,4.922,"LINESTRING (12.5528379 55.6511262, 12.5529156 55.6511201)",,,,,,,,
5887504932,5887504933,0,623415204,True,,Teglholmsgade,cycleway,,3.325,"LINESTRING (12.5529156 55.6511201, 12.5529424 55.6511459)",,,,,,,,
5887504933,6145003763,0,623415204,True,,Teglholmsgade,cycleway,,45.778,"LINESTRING (12.5529424 55.6511459, 12.5535589 55.6509257)",,,,,,,,
5887504935,5887504888,0,623415206,True,,Støberigade,cycleway,,2.911,"LINESTRING (12.5510291 55.648096, 12.5510519 55.6481188)",,,,,,,,
5887523793,5887523794,0,623416490,True,,Teglholmsgade,cycleway,,74.564,"LINESTRING (12.5509685 55.6519941, 12.5519515 55.6516172)",,,,,,,,
5887523794,5887523795,0,623416490,True,,Teglholmsgade,cycleway,,12.861,"LINESTRING (12.5519515 55.6516172, 12.5520987 55.6515367)",,,,,,,,
5887523795,5887523796,0,623416490,True,,Teglholmsgade,cycleway,,15.163,"LINESTRING (12.5520987 55.6515367, 12.5522458 55.6514285)",,,,,,,,
5887523796,5887504926,0,623416490,True,,Teglholmsgade,cycleway,,11.427,"LINESTRING (12.5522458 55.6514285, 12.5523416 55.6513411)",,,,,,,,
5887523797,5887504927,0,623416494,True,,Støberigade,cycleway,,10.037,"LINESTRING (12.5523887 55.6512882, 12.5524435 55.6512034)",,,,,,,,
5887523798,5887523799,0,623416494,True,,Støberigade,cycleway,,11.587,"LINESTRING (12.5525089 55.6510964, 12.5525357 55.6509933)",,,,,,,,
5887523799,5887523800,0,623416494,True,,Støberigade,cycleway,,12.36,"LINESTRING (12.5525357 55.6509933, 12.5525535 55.6508826)",,,,,,,,
5887523800,5887523801,0,623416494,True,,Støberigade,cycleway,,12.925,"LINESTRING (12.5525535 55.6508826, 12.5525714 55.6507668)",,,,,,,,
5887523801,5887523802,0,623416494,True,,Støberigade,cycleway,,13.25,"LINESTRING (12.5525714 55.6507668, 12.5525446 55.6506486)",,,,,,,,
5887523802,5887523803,0,623416494,True,,Støberigade,cycleway,,11.533,"LINESTRING (12.5525446 55.6506486, 12.5524733 55.650553)",,,,,,,,
5887523803,6060923187,0,623416494,True,,Støberigade,cycleway,,32.896,"LINESTRING (12.5524733 55.650553, 12.5521924 55.6503032)",,,,,,,,
5887523805,5887523806,0,623416494,True,,Støberigade,cycleway,,7.511,"LINESTRING (12.5512149 55.6494341, 12.5511477 55.6493782)",,,,,,,,
5887523806,5887523807,0,623416494,True,,Støberigade,cycleway,,8.562,"LINESTRING (12.5511477 55.6493782, 12.551083 55.6493104)",,,,,,,,
5887523807,5887523808,0,623416494,True,,Støberigade,cycleway,,5.723,"LINESTRING (12.551083 55.6493104, 12.5510645 55.64926)",,,,,,,,
5887523808,5887523809,0,623416494,True,,Støberigade,cycleway,,9.956,"LINESTRING (12.5510645 55.64926, 12.5510429 55.6491713)",,,,,,,,
5887523809,5887523810,0,623416494,True,,Støberigade,cycleway,,7.716,"LINESTRING (12.5510429 55.6491713, 12.5510365 55.649102)",,,,,,,,
5887523810,5887523811,0,623416494,True,,Støberigade,cycleway,,85.354,"LINESTRING (12.5510365 55.649102, 12.5509782 55.6483351)",,,,,,,,
5887523811,5887523812,0,623416494,True,,Støberigade,cycleway,,8.326,"LINESTRING (12.5509782 55.6483351, 12.550969 55.6482604)",,,,,,,,
5887523812,5887523813,0,623416494,True,,Støberigade,cycleway,,4.713,"LINESTRING (12.550969 55.6482604, 12.5509566 55.6482186)",,,,,,,,
5887523813,5887523814,0,623416494,True,,Støberigade,cycleway,,6.104,"LINESTRING (12.5509566 55.6482186, 12.5509131 55.6481695)",,,,,,,,
5887523814,5887523815,0,623416494,True,,Støberigade,cycleway,,2.756,"LINESTRING (12.5509131 55.6481695, 12.5508879 55.6481492)",,,,,,,,
5887523815,5887523816,0,623416493,True,,Teglværksbroen,cycleway,,84.806,"LINESTRING (12.5508879 55.6481492, 12.5501525 55.6475093)",,,,,,,,
5887523816,5887523817,0,623416493,True,,Teglværksbroen,cycleway,,19.835,"LINESTRING (12.5501525 55.6475093, 12.5499471 55.6473737)",,,,,,,,
5887523817,5887523818,0,623416493,True,,Teglværksbroen,cycleway,,6.529,"LINESTRING (12.5499471 55.6473737, 12.5498838 55.6473271)",,,,,,,,
5887523818,5887523819,0,623416492,True,,Sluseholmen,cycleway,,31.094,"LINESTRING (12.5498838 55.6473271, 12.5496352 55.6470852)",,,,,,,,
5887523819,5887523820,0,623416492,True,,Sluseholmen,cycleway,,46.324,"LINESTRING (12.5496352 55.6470852, 12.5492406 55.6467331)",,,,,,,,
5887523820,5887523821,0,623416492,True,,Sluseholmen,cycleway,,19.485,"LINESTRING (12.5492406 55.6467331, 12.5490678 55.6465875)",,,,,,,,
5887523821,5887523822,0,623416492,True,,Sluseholmen,cycleway,,9.474,"LINESTRING (12.5490678 55.6465875, 12.5489857 55.646516)",,,,,,,,
5887523822,5887523823,0,623416492,True,,Sluseholmen,cycleway,,6.857,"LINESTRING (12.5489857 55.646516, 12.5489539 55.646457)",,,,,,,,
5887523823,5887523824,0,623416492,True,,Sluseholmen,cycleway,,12.024,"LINESTRING (12.5489539 55.646457, 12.548876 55.6463582)",,,,,,,,
5887523824,5887523825,0,623416492,True,,Sluseholmen,cycleway,,0.308,"LINESTRING (12.548876 55.6463582, 12.5488728 55.6463561)",,,,,,,,
5887523825,5965762517,0,623416492,True,,Sluseholmen,cycleway,,11.776,"LINESTRING (12.5488728 55.6463561, 12.5487663 55.6462689)",,,,,,,,
5887523826,7611966875,0,623416492,True,,Sluseholmen,cycleway,,34.549,"LINESTRING (12.5486761 55.6461844, 12.548355 55.645932)",,,,,,,,
5887523827,7611966876,0,814908412,True,,Sluseholmen,cycleway,,3.893,"LINESTRING (12.5482478 55.6458479, 12.5482108 55.6458198)",,yes,,,,,,
5887523829,7791030644,0,834616392,True,,Sluseholmen,cycleway,,35.02,"LINESTRING (12.5467791 55.6447315, 12.5464427 55.6444802)",,,,,,,,
5887523830,5887523831,0,814908411,True,,Sluseholmen,cycleway,,2.614,"LINESTRING (12.5464074 55.6444538, 12.5463738 55.6444399)",,yes,,,,,,
5887523831,5887523832,0,814908411,True,,Sluseholmen,cycleway,,3.733,"LINESTRING (12.5463738 55.6444399, 12.5463225 55.6444229)",,yes,,,,,,
5887523832,7791030645,0,814908411,True,,Sluseholmen,cycleway,,1.83,"LINESTRING (12.5463225 55.6444229, 12.5463005 55.6444121)",,yes,,,,,,
5887523833,5887523834,0,834616391,True,,Sluseholmen,cycleway,,14.854,"LINESTRING (12.5462676 55.6443959, 12.5461254 55.6442891)",,,,,,,,
5887523834,5887523837,0,834616391,True,,Sluseholmen,cycleway,,53.361,"LINESTRING (12.5461254 55.6442891, 12.5456216 55.6439025)",,,,,,,,
5887523835,4225314155,0,237108787,True,3,Sjællandsbroen,tertiary,60,12.543,"LINESTRING (12.5454388 55.6437622, 12.5453008 55.6438438)",,,,,,,,
5887523837,5887523836,0,623416491,True,,,cycleway,,14.879,"LINESTRING (12.5456216 55.6439025, 12.5454 55.6438549)",,,,,,,,
5887523837,5887523835,0,834616391,True,,Sluseholmen,cycleway,,19.364,"LINESTRING (12.5456216 55.6439025, 12.5454388 55.6437622)",,,,,,,,
5887571896,4225167464,0,623419628,True,,Sydhavns Plads,cycleway,,8.125,"LINESTRING (12.5394054 55.6536934, 12.539358 55.6536254)",,,,,,,,
5887571897,6328331001,0,623419628,True,,Sydhavns Plads,cycleway,,9.759,"LINESTRING (12.5396114 55.6537582, 12.5394755 55.6537155)",,,,,,,,
5887571898,5887571897,0,623419628,True,,Sydhavns Plads,cycleway,,16.398,"LINESTRING (12.5398497 55.6538188, 12.5396114 55.6537582)",,,,,,,,
5887571899,5887571898,0,623419628,True,,Sydhavns Plads,cycleway,,41.146,"LINESTRING (12.5404535 55.6539633, 12.5398497 55.6538188)",,,,,,,,
5887571900,5887571899,0,623419628,True,,Sydhavns Plads,cycleway,,41.82,"LINESTRING (12.5410691 55.6541076, 12.5404535 55.6539633)",,,,,,,,
5887571901,5887571900,0,623419628,True,,Sydhavns Plads,cycleway,,30.38,"LINESTRING (12.5415177 55.6542105, 12.5410691 55.6541076)",,,,,,,,
5887571902,5887571901,0,623419628,True,,Sydhavns Plads,cycleway,,13.512,"LINESTRING (12.5417207 55.6542511, 12.5415177 55.6542105)",,,,,,,,
5887571903,5887571902,0,623419628,True,,Sydhavns Plads,cycleway,,7.635,"LINESTRING (12.5418413 55.6542603, 12.5417207 55.6542511)",,,,,,,,
5887571904,5887571903,0,623419628,True,,Sydhavns Plads,cycleway,,9.33,"LINESTRING (12.5419899 55.6542636, 12.5418413 55.6542603)",,,,,,,,
5887571905,5887571904,0,623419628,True,,Sydhavns Plads,cycleway,,13.076,"LINESTRING (12.5421958 55.6542453, 12.5419899 55.6542636)",,,,,,,,
5887571906,5887571905,0,623419628,True,,Sydhavns Plads,cycleway,,4.794,"LINESTRING (12.5422694 55.6542337, 12.5421958 55.6542453)",,,,,,,,
5887571907,6651812323,0,623419628,True,,Sydhavns Plads,cycleway,,7.202,"LINESTRING (12.5424181 55.6541872, 12.5423177 55.6542186)",,,,,,,,
5887571908,5887571907,0,623419628,True,,Sydhavns Plads,cycleway,,11.13,"LINESTRING (12.5425571 55.654125, 12.5424181 55.6541872)",,,,,,,,
5887571909,6651812325,0,623419627,True,,Teglholmsgade,cycleway,,2.448,"LINESTRING (12.5426548 55.6540578, 12.54263 55.6540748)",,,,,,,,
5887571910,5887571909,0,623419627,True,,Teglholmsgade,cycleway,,12.618,"LINESTRING (12.542768 55.653964, 12.5426548 55.6540578)",,,,,,,,
5887571911,5887571910,0,623419627,True,,Teglholmsgade,cycleway,,23.105,"LINESTRING (12.5429857 55.6537964, 12.542768 55.653964)",,,,,,,,
5887571912,5887571911,0,623419627,True,,Teglholmsgade,cycleway,,24.117,"LINESTRING (12.5432123 55.6536212, 12.5429857 55.6537964)",,,,,,,,
5887571913,5887571912,0,623419627,True,,Teglholmsgade,cycleway,,14.888,"LINESTRING (12.5433711 55.6535217, 12.5432123 55.6536212)",,,,,,,,
5887571914,5887571913,0,623419627,True,,Teglholmsgade,cycleway,,9.896,"LINESTRING (12.5434918 55.6534644, 12.5433711 55.6535217)",,,,,,,,
5887571915,5887571914,0,623419627,True,,Teglholmsgade,cycleway,,14.575,"LINESTRING (12.5436903 55.6533963, 12.5434918 55.6534644)",,,,,,,,
5887571916,5887571915,0,623419627,True,,Teglholmsgade,cycleway,,10.192,"LINESTRING (12.5438286 55.6533482, 12.5436903 55.6533963)",,,,,,,,
5887571917,5887571916,0,623419627,True,,Teglholmsgade,cycleway,,9.329,"LINESTRING (12.5439625 55.6533117, 12.5438286 55.6533482)",,,,,,,,
5887571918,5887571917,0,623419627,True,,Teglholmsgade,cycleway,,11.23,"LINESTRING (12.5441199 55.6532636, 12.5439625 55.6533117)",,,,,,,,
5887571919,5887571918,0,623419627,True,,Teglholmsgade,cycleway,,13.544,"LINESTRING (12.5443037 55.6531997, 12.5441199 55.6532636)",,,,,,,,
5887571920,5887571919,0,623419627,True,,Teglholmsgade,cycleway,,8.579,"LINESTRING (12.544417 55.6531565, 12.5443037 55.6531997)",,,,,,,,
5887571921,6239349411,0,623419627,True,,Teglholmsgade,cycleway,,18.604,"LINESTRING (12.5447891 55.6530229, 12.5445389 55.6531127)",,,,,,,,
5887571922,5887571921,0,623419627,True,,Teglholmsgade,cycleway,,30.672,"LINESTRING (12.545201 55.6528743, 12.5447891 55.6530229)",,,,,,,,
5887571923,5887571922,0,623419627,True,,Teglholmsgade,cycleway,,24.608,"LINESTRING (12.5455393 55.6527623, 12.545201 55.6528743)",,,,,,,,
5887571924,5887571923,0,623419627,True,,Teglholmsgade,cycleway,,15.241,"LINESTRING (12.5457526 55.6526967, 12.5455393 55.6527623)",,,,,,,,
5887571925,5887571924,0,623419627,True,,Teglholmsgade,cycleway,,12.602,"LINESTRING (12.5459365 55.6526511, 12.5457526 55.6526967)",,,,,,,,
5887571926,5887571925,0,623419627,True,,Teglholmsgade,cycleway,,23.908,"LINESTRING (12.546291 55.6525722, 12.5459365 55.6526511)",,,,,,,,
5887571927,5887571926,0,623419627,True,,Teglholmsgade,cycleway,,24.518,"LINESTRING (12.5466646 55.6525075, 12.546291 55.6525722)",,,,,,,,
5887571928,5887571927,0,623419627,True,,Teglholmsgade,cycleway,,17.659,"LINESTRING (12.5469382 55.6524702, 12.5466646 55.6525075)",,,,,,,,
5887571929,5887571928,0,623419627,True,,Teglholmsgade,cycleway,,21.256,"LINESTRING (12.5472721 55.6524378, 12.5469382 55.6524702)",,,,,,,,
5887571930,5887571929,0,623419627,True,,Teglholmsgade,cycleway,,20.995,"LINESTRING (12.5476043 55.652415, 12.5472721 55.6524378)",,,,,,,,
5887571931,5887571932,0,623419629,True,,Sydhavns Plads,cycleway,,9.87,"LINESTRING (12.5389149 55.6533249, 12.539067 55.6533476)",,,,,,,,
5887571931,1050213873,0,184021717,True,4,Sydhavnsgade,tertiary,60,3.8,"LINESTRING (12.5389149 55.6533249, 12.5388985 55.6533578)",,,,,,,,
5887571932,5887571933,0,623419629,True,,Sydhavns Plads,cycleway,,10.482,"LINESTRING (12.539067 55.6533476, 12.5392192 55.6533865)",,,,,,,,
5887571933,5887571934,0,623419629,True,,Sydhavns Plads,cycleway,,18.041,"LINESTRING (12.5392192 55.6533865, 12.5394728 55.653463)",,,,,,,,
5887571934,5887571935,0,623419629,True,,Sydhavns Plads,cycleway,,34.242,"LINESTRING (12.5394728 55.653463, 12.5399545 55.6536078)",,,,,,,,
5887571935,3822941272,0,378934280,False,,,cycleway,,7.221,"LINESTRING (12.5399545 55.6536078, 12.539928 55.653671)",,,,,,,,
5887571935,3822941270,0,378934280,False,,,cycleway,,3.953,"LINESTRING (12.5399545 55.6536078, 12.539969 55.6535732)",,,,,,,,
5887571935,5887571936,0,623419629,True,,Sydhavns Plads,cycleway,,10.848,"LINESTRING (12.5399545 55.6536078, 12.5401114 55.6536488)",,,,,,,,
5887571936,5887571937,0,623419629,True,,Sydhavns Plads,cycleway,,26.26,"LINESTRING (12.5401114 55.6536488, 12.5404906 55.6537488)",,,,,,,,
5887571937,5887571938,0,623419629,True,,Sydhavns Plads,cycleway,,65.712,"LINESTRING (12.5404906 55.6537488, 12.5414664 55.6539636)",,,,,,,,
5887571938,5887571939,0,623419629,True,,Sydhavns Plads,cycleway,,12.77,"LINESTRING (12.5414664 55.6539636, 12.5416562 55.6540051)",,,,,,,,
5887571939,5887571940,0,623419629,True,,Sydhavns Plads,cycleway,,6.34,"LINESTRING (12.5416562 55.6540051, 12.5417548 55.6540176)",,,,,,,,
5887571940,5887571941,0,623419629,True,,Sydhavns Plads,cycleway,,6.941,"LINESTRING (12.5417548 55.6540176, 12.5418651 55.6540225)",,,,,,,,
5887571941,5887571942,0,623419629,True,,Sydhavns Plads,cycleway,,7.131,"LINESTRING (12.5418651 55.6540225, 12.5419783 55.6540167)",,,,,,,,
5887571942,5887571943,0,623419629,True,,Sydhavns Plads,cycleway,,15.067,"LINESTRING (12.5419783 55.6540167, 12.5422018 55.6539671)",,,,,,,,
5887571943,5887571944,0,623419629,True,,Sydhavns Plads,cycleway,,11.664,"LINESTRING (12.5422018 55.6539671, 12.5423589 55.653911)",,,,,,,,
5887571943,1050213926,0,630489172,True,2,Scandiagade,tertiary,60,10.565,"LINESTRING (12.5422018 55.6539671, 12.5421306 55.653881)",,,,,,,,
5887571944,5887571945,0,623419630,True,,Teglholmsgade,cycleway,,9.594,"LINESTRING (12.5423589 55.653911, 12.5424726 55.6538533)",,,,,,,,
5887571944,118764,0,422789539,True,2,Scandiagade,tertiary,60,4.298,"LINESTRING (12.5423589 55.653911, 12.5423887 55.6539458)",,,,,,,,
5887571945,5887571946,0,623419630,True,,Teglholmsgade,cycleway,,10.319,"LINESTRING (12.5424726 55.6538533, 12.5425932 55.6537902)",,,,,,,,
5887571946,5887571947,0,623419630,True,,Teglholmsgade,cycleway,,10.614,"LINESTRING (12.5425932 55.6537902, 12.542702 55.6537171)",,,,,,,,
5887571947,5887571948,0,623419630,True,,Teglholmsgade,cycleway,,5.435,"LINESTRING (12.542702 55.6537171, 12.5427556 55.6536787)",,,,,,,,
5887571948,5887571949,0,623419630,True,,Teglholmsgade,cycleway,,14.628,"LINESTRING (12.5427556 55.6536787, 12.5428977 55.6535744)",,,,,,,,
5887571949,5887571950,0,623419630,True,,Teglholmsgade,cycleway,,4.522,"LINESTRING (12.5428977 55.6535744, 12.5429433 55.6535429)",,,,,,,,
