u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,geometry,bridge,access,tunnel,service
1185557876,61384854,0,"[215743568, 8842497, 215743565]",False,,,Boston HarborWalk,cycleway,,,2254.2750000000005,"LINESTRING (-71.0381915 42.3179309, -71.03800440000001 42.3178833, -71.03794000000001 42.3178681, -71.0378766 42.3178514, -71.0378106 42.3178393, -71.0377187 42.3178307, -71.037672 42.3178286, -71.03764320000001 42.3178279, -71.03762860000001 42.3177793, -71.0376026 42.3177332, -71.0375616 42.317687, -71.03754910000001 42.3176775, -71.03752609999999 42.3176618, -71.0374869 42.3176402, -71.0374699 42.3176312, -71.0374467 42.3176198, -71.0374202 42.3176093, -71.0373948 42.3176004, -71.03737769999999 42.3175953, -71.0373562 42.3175922, -71.0373232 42.317587, -71.0372903 42.3175839, -71.0372486 42.3175796, -71.0372101 42.3175745, -71.0371724 42.3175688, -71.0371413 42.3175624, -71.037094 42.3175462, -71.0370444 42.3175277, -71.0369475 42.3174921, -71.03684730000001 42.317456, -71.0367687 42.3174288, -71.0366891 42.3173996, -71.0365587 42.3173587, -71.036435 42.3173161, -71.035909 42.3171318, -71.03585289999999 42.3171175, -71.0357918 42.3171037, -71.03565949999999 42.3170901, -71.0355868 42.3170825, -71.0355587 42.3170789, -71.0355306 42.3170724, -71.0354774 42.3170566, -71.0354092 42.3170365, -71.0353556 42.3170168, -71.0353147 42.3169976, -71.03525930000001 42.316969, -71.035194 42.3169299, -71.03514149999999 42.316898, -71.0350935 42.3168664, -71.03506109999999 42.3168471, -71.0350277 42.3168315, -71.0349985 42.3168238, -71.03495909999999 42.3168167, -71.0349305 42.3168184, -71.03491409999999 42.316822, -71.03489690000001 42.3168287, -71.03488369999999 42.3168369, -71.0348673 42.3168513, -71.0348566 42.3168605, -71.0348451 42.3168657, -71.03482870000001 42.316873, -71.0348037 42.3168763, -71.0347826 42.3168723, -71.0347168 42.3168551, -71.0345646 42.3168118, -71.0343374 42.3167475, -71.0337116 42.3165709, -71.0334038 42.3164865, -71.0332695 42.3164475, -71.0331346 42.3164045, -71.0331314 42.3163749, -71.0331264 42.316322, -71.03312339999999 42.3162696, -71.0331087 42.3161099, -71.03310329999999 42.3159876, -71.0330948 42.3158738, -71.0330714 42.3155595, -71.0329448 42.3138583, -71.03294289999999 42.3138341, -71.03293119999999 42.3138006, -71.0329229 42.3137733, -71.0329148 42.3137464, -71.0328902 42.3136839, -71.0328547 42.3136145, -71.0327982 42.3135242, -71.03276200000001 42.3134732, -71.0327487 42.313443, -71.0327429 42.3134227, -71.0327399 42.313402, -71.0327396 42.3133812, -71.0327422 42.3133605, -71.03274759999999 42.3133401, -71.0327557 42.3133202, -71.03276649999999 42.3133009, -71.0327798 42.3132826, -71.0327956 42.3132654, -71.0328136 42.3132494, -71.0328336 42.3132348, -71.0328556 42.3132218, -71.0328792 42.3132105, -71.0329042 42.3132009, -71.0329303 42.3131933, -71.0329574 42.3131876, -71.0329851 42.313184, -71.0330132 42.3131825, -71.03304129999999 42.313183, -71.0332583 42.3132134, -71.03327470000001 42.3132144, -71.0332918 42.3132117, -71.03330819999999 42.3132059, -71.0333212 42.3131977, -71.0344882 42.3123138, -71.034584 42.3122452, -71.03675440000001 42.310608, -71.03685900000001 42.3105337, -71.0369402 42.3104815, -71.0370229 42.310442, -71.03709310000001 42.3104147, -71.03712 42.3104054, -71.0371557 42.3103981, -71.0371975 42.310387, -71.0372873 42.3103728, -71.0374103 42.3103609, -71.0374968 42.3103624, -71.03759789999999 42.3103699, -71.03769699999999 42.3103878, -71.0378023 42.31042, -71.0379037 42.3104681, -71.03801470000001 42.3105248, -71.0404614 42.3120312, -71.0415041 42.3126635, -71.0417848 42.3128459, -71.0431349 42.3136657, -71.04415179999999 42.3143032, -71.04426669999999 42.3143358, -71.04437470000001 42.3143519, -71.04440870000001 42.3143549, -71.04443499999999 42.3143537, -71.0444595 42.3143524, -71.04447860000001 42.3143502, -71.0444952 42.314346, -71.04451349999999 42.3143419, -71.04454079999999 42.3143353, -71.0445727 42.3143229, -71.04460779999999 42.3143057, -71.0447951 42.3142079, -71.0460001 42.3135791, -71.04606080000001 42.3135632, -71.04614189999999 42.3135168, -71.046362 42.3135973)",,,,
1185559025,1185557876,0,8842560,False,,,,cycleway,,,758.217,"LINESTRING (-71.0437191 42.3217038, -71.04371740000001 42.3216235, -71.0437142 42.3215857, -71.0437015 42.3215555, -71.0436886 42.3215328, -71.0436686 42.3215169, -71.0436459 42.3215012, -71.0436143 42.32149, -71.0435748 42.3214833, -71.04352919999999 42.321478, -71.04343609999999 42.3214728, -71.0433421 42.321458, -71.0432881 42.3214403, -71.0432376 42.3214188, -71.0431908 42.321385, -71.0431365 42.3213407, -71.043099 42.321301, -71.04306750000001 42.3213082, -71.0430346 42.3213123, -71.0430004 42.3213137, -71.0429472 42.3213109, -71.0429197 42.321308, -71.0428809 42.3213002, -71.0428531 42.3212912, -71.0428187 42.321279, -71.0427984 42.3212689, -71.0414768 42.3207457, -71.0413662 42.3207021, -71.0400813 42.3201971, -71.04003400000001 42.320161, -71.0400075 42.3201263, -71.03999330000001 42.3200916, -71.0399839 42.3200562, -71.03999039999999 42.3200213, -71.04000069999999 42.3199746, -71.0400174 42.3199485, -71.04001390000001 42.319928, -71.0400106 42.3199087, -71.03999659999999 42.3198594, -71.0399694 42.3198198, -71.03995879999999 42.3198101, -71.0399359 42.3197891, -71.03989129999999 42.3197688, -71.0398191 42.3197511, -71.0396798 42.3197265, -71.0395767 42.3196896, -71.0377933 42.3189411, -71.03774799999999 42.3189209, -71.03771690000001 42.3189048, -71.0377005 42.318893, -71.0376917 42.318885, -71.0376842 42.3188769, -71.0376756 42.3188588, -71.03765970000001 42.3188284, -71.0376316 42.3187708, -71.0374699 42.3184418, -71.0374597 42.31842, -71.0374556 42.3183987, -71.0374533 42.3183787, -71.0374556 42.318359, -71.03745859999999 42.3183401, -71.03746270000001 42.3183291, -71.0374709 42.3183181, -71.0374813 42.3183048, -71.0374894 42.3182962, -71.0375094 42.3182787, -71.037594 42.3182091, -71.0376057 42.3181993, -71.0376677 42.3181498, -71.0376874 42.3181333, -71.0377087 42.3181153, -71.0377343 42.3181003, -71.03775280000001 42.3180909, -71.03777909999999 42.3180795, -71.0378185 42.3180655, -71.037869 42.3180485, -71.03796079999999 42.3180197, -71.0380024 42.3180054, -71.0380864 42.317975, -71.0381646 42.3179422, -71.0381915 42.3179309)",,,,
1220714238,1220714259,0,8842426,False,,,Community Path over Gilmore Bridge,cycleway,,,142.32,"LINESTRING (-71.0701005 42.3730105, -71.06989400000001 42.3733028, -71.06974630000001 42.3734725, -71.0695084 42.373679, -71.0692557 42.3738296, -71.06898750000001 42.3739604)",yes,,,
1220714259,1220714238,0,8842426,False,,,Community Path over Gilmore Bridge,cycleway,,,142.32,"LINESTRING (-71.06898750000001 42.3739604, -71.0692557 42.3738296, -71.0695084 42.373679, -71.06974630000001 42.3734725, -71.06989400000001 42.3733028, -71.0701005 42.3730105)",yes,,,
1292110547,61340762,0,"[831546284, 831546289, 114011283, 822623319, 68310073]",False,,,,"['path', 'footway']",,"['3', '2']",118.87799999999999,"LINESTRING (-71.10087009999999 42.3511939, -71.1008448 42.3511472, -71.10083280000001 42.3511266, -71.1008149 42.3511115, -71.10078059999999 42.3511055, -71.10071000000001 42.3511006, -71.10046610000001 42.3510826, -71.1004697 42.3510578, -71.1006491 42.3510726, -71.1006769 42.3508368, -71.1003606 42.3508166, -71.10036289999999 42.3508048, -71.100273 42.3507698)",yes,,,
1292110547,322650093,0,150052469,False,2,,Dr. Paul Dudley White Path,cycleway,,4,1027.7279999999998,"LINESTRING (-71.10087009999999 42.3511939, -71.1006761 42.3511813, -71.1002216 42.3511521, -71.1000871 42.3511427, -71.09950069999999 42.3511028, -71.0990288 42.3510717, -71.0985629 42.3510396, -71.0981601 42.3510123, -71.0980304 42.3510035, -71.09789019999999 42.3509948, -71.0975651 42.3509726, -71.0969807 42.3509343, -71.09627 42.3508853, -71.0956092 42.3508387, -71.0953231 42.3508199, -71.0952468 42.3508184, -71.09520550000001 42.350818, -71.0951551 42.3508236, -71.0951159 42.3508308, -71.09507069999999 42.3508426, -71.0950004 42.3508648, -71.09491509999999 42.3508939, -71.09482010000001 42.3509216, -71.0947175 42.3509554, -71.0946632 42.3509752, -71.09459819999999 42.3509875, -71.09455440000001 42.3509973, -71.0945052 42.3510066, -71.0944543 42.3510152, -71.09440859999999 42.3510225, -71.0943577 42.351035, -71.0943204 42.3510475, -71.09427959999999 42.3510637, -71.0941438 42.3511256, -71.0940293 42.3511778, -71.0939977 42.3511859, -71.0939595 42.3511896, -71.0939242 42.3511887, -71.0938536 42.3511863, -71.0938173 42.3511851, -71.09377929999999 42.3511851, -71.0937405 42.3511926, -71.093694 42.3512084, -71.0936361 42.3512328, -71.0935649 42.3512677, -71.0935168 42.3512965, -71.093487 42.3513163, -71.09346429999999 42.3513316, -71.0934386 42.3513514, -71.09340880000001 42.3513768, -71.093377 42.3514037, -71.0933471 42.3514204, -71.0932949 42.3514401, -71.0932419 42.3514595, -71.0931898 42.351476, -71.0930977 42.3514999, -71.0930233 42.351519, -71.0929725 42.351536, -71.09284649999999 42.3515787, -71.0927113 42.3516222, -71.0925762 42.3516657, -71.0924263 42.3517106, -71.0923265 42.3517385, -71.0922209 42.3517645, -71.0921556 42.3517784, -71.0920869 42.3517942, -71.0919956 42.3518137, -71.09191970000001 42.3518306, -71.0918595 42.3518433, -71.091774 42.3518574, -71.091689 42.3518699, -71.09152899999999 42.3518887, -71.09138400000001 42.3519049, -71.09125040000001 42.3519201, -71.0908883 42.3519611, -71.0907109 42.3519812, -71.0905405 42.3520013, -71.0904164 42.3520182, -71.09033599999999 42.3520271, -71.09026950000001 42.3520367, -71.09022469999999 42.3520436, -71.09017780000001 42.3520529, -71.0901169 42.3520665, -71.09001050000001 42.3520918, -71.08996449999999 42.3520992, -71.0899211 42.3521039, -71.08986609999999 42.3521082, -71.08982109999999 42.3521116, -71.08978449999999 42.3521151, -71.089685 42.3521238, -71.0896134 42.3521322, -71.0895338 42.3521409, -71.0894665 42.3521464, -71.0893659 42.3521522, -71.08925309999999 42.3521613, -71.08915 42.3521717, -71.088961 42.3521932, -71.08876069999999 42.3522159)",,,,
1292110547,2415024594,0,"[844952129, 150052469, 844952135]",False,2,,Dr. Paul Dudley White Path,cycleway,,4,2583.9259999999995,"LINESTRING (-71.10087009999999 42.3511939, -71.1022226 42.3512862, -71.1024657 42.3513008, -71.1029779 42.3513388, -71.1031686 42.3513529, -71.1032551 42.3513597, -71.1033716 42.3513688, -71.1035633 42.3513799, -71.1039664 42.3514083, -71.10455140000001 42.351446, -71.1048778 42.3514674, -71.10518690000001 42.3514912, -71.1055095 42.351515, -71.1058226 42.3515333, -71.10628509999999 42.351563, -71.1064296 42.3515716, -71.1066124 42.3515846, -71.106737 42.3515963, -71.1070067 42.3516267, -71.1071221 42.3516426, -71.10724260000001 42.3516612, -71.1073734 42.351687, -71.10746159999999 42.3517067, -71.1075495 42.351729, -71.107662 42.3517567, -71.1077915 42.3517847, -71.1078839 42.3517841, -71.1079697 42.3517841, -71.1080805 42.3517819, -71.1082772 42.3517741, -71.1083414 42.3517727, -71.1084108 42.3517723, -71.10850379999999 42.3517782, -71.1086263 42.3517923, -71.10871299999999 42.3518037, -71.108796 42.3518182, -71.1089297 42.3518479, -71.1090762 42.3518901, -71.10920400000001 42.3519294, -71.1092664 42.3519434, -71.1093604 42.3519526, -71.1094409 42.3519608, -71.1096596 42.3519785, -71.10972150000001 42.351982, -71.1097779 42.3519789, -71.1098391 42.3519722, -71.1099842 42.3519519, -71.1100474 42.3519443, -71.1100711 42.3519431, -71.1100998 42.3519416, -71.1101575 42.3519414, -71.1102382 42.3519459, -71.11031699999999 42.3519532, -71.1103758 42.3519613, -71.11042089999999 42.3519686, -71.11046640000001 42.3519769, -71.1104826 42.35198, -71.1105002 42.3519847, -71.1105163 42.351991, -71.1105274 42.3519972, -71.1105347 42.3520026, -71.1105412 42.3520101, -71.11054729999999 42.3520185, -71.11054900000001 42.3520285, -71.1105474 42.3520402, -71.1105436 42.3520551, -71.11053250000001 42.3520828, -71.11052429999999 42.3521027, -71.1105092 42.3521332, -71.11050590000001 42.352149, -71.1105056 42.3521577, -71.1105089 42.3521683, -71.1105148 42.3521747, -71.1105264 42.3521839, -71.1105416 42.3521918, -71.1105587 42.3521972, -71.1105713 42.352199, -71.1105858 42.3521999, -71.1111247 42.3522444, -71.11114019999999 42.3522433, -71.1111537 42.3522389, -71.11120630000001 42.3521902, -71.1112447 42.3521638, -71.1112581 42.3521592, -71.11127500000001 42.3521551, -71.1114154 42.3521277, -71.1115602 42.3521055, -71.1116454 42.3520948, -71.1117577 42.3520895, -71.11187270000001 42.3520907, -71.1120272 42.3520985, -71.11221430000001 42.3521053, -71.112431 42.3521121, -71.1125187 42.352113, -71.112602 42.3521166, -71.1127072 42.3521298, -71.1129136 42.3521639, -71.11302550000001 42.3521858, -71.1131302 42.3522109, -71.1132853 42.3522479, -71.1134484 42.3522948, -71.1135972 42.352345, -71.11370429999999 42.3523814, -71.11380680000001 42.3524186, -71.11402440000001 42.3525071, -71.1142631 42.3526186, -71.1144425 42.3527132, -71.11476260000001 42.3528907, -71.1150277 42.3530459, -71.1152836 42.3531847, -71.11578040000001 42.3534585, -71.11603909999999 42.3536185, -71.1161977 42.3537077, -71.11635630000001 42.3537918, -71.1165719 42.3538999, -71.1168194 42.3540316, -71.1169451 42.3541054, -71.1170312 42.3541663, -71.1171234 42.3542296, -71.1172093 42.3542946, -71.1172875 42.3543557, -71.11735880000001 42.3544168, -71.11758210000001 42.3546389, -71.1176701 42.3547371, -71.11775400000001 42.3548436, -71.1178089 42.3549246, -71.1178953 42.355054, -71.1179617 42.3551784, -71.11801579999999 42.3553153, -71.1180631 42.3554295, -71.118083 42.3554884, -71.1181153 42.3555972, -71.11814630000001 42.3557146, -71.1181869 42.3558644, -71.11820400000001 42.3559434, -71.1182158 42.3560466, -71.118216 42.3561727, -71.1182165 42.356393, -71.1182053 42.3565145, -71.1181704 42.3567135, -71.1181667 42.3567343, -71.1181321 42.3569145, -71.1180801 42.3571403, -71.1180313 42.3573409, -71.11796099999999 42.3575466, -71.1179034 42.3577035, -71.11784059999999 42.3578718, -71.11747250000001 42.3587657, -71.117357 42.3590516, -71.1173233 42.3591378, -71.1172936 42.3592322, -71.11727329999999 42.3593361, -71.1172519 42.3595049, -71.1172389 42.3596437, -71.1172352 42.3597351, -71.11723360000001 42.3598263, -71.1172373 42.3599209, -71.1172488 42.3600479, -71.1173107 42.3604874, -71.1173837 42.360929, -71.1173383 42.3609757, -71.1173651 42.3610581, -71.11738389999999 42.3611337, -71.11769030000001 42.3629366, -71.11774509999999 42.3634435, -71.11777170000001 42.3637834, -71.1177701 42.3640962, -71.11774370000001 42.3641161)",,,,
1410174520,1499455155,0,220595104,False,,,Pierre Lallement Bike Path,cycleway,,,102.304,"LINESTRING (-71.1104732 42.3065308, -71.1103863 42.3067418, -71.1102479 42.3069473, -71.1101357 42.3070329, -71.1100763 42.3070782, -71.1098284 42.3071663, -71.1097157 42.3071781)",,,,
1410174520,1818056288,0,"[220595104, 402081506, 170646335]",False,,,Pierre Lallement Bike Path,cycleway,,,566.223,"LINESTRING (-71.1104732 42.3065308, -71.1106853 42.3062225, -71.1107265 42.3061388, -71.1107373 42.3060897, -71.1107513 42.3060167, -71.11076989999999 42.3059272, -71.11080750000001 42.3058009, -71.11084630000001 42.3056971, -71.11089339999999 42.3056055, -71.1109735 42.3054619, -71.11115270000001 42.3051925, -71.11137239999999 42.3048633, -71.1115302 42.3046495, -71.1116062 42.3045683, -71.1116797 42.3044791, -71.1117912 42.3043465, -71.1118539 42.3042573, -71.1119084 42.3041651, -71.111982 42.3040344, -71.11204309999999 42.3039134, -71.11210250000001 42.3037949, -71.1121521 42.3037124, -71.1122306 42.3036031, -71.112295 42.3035341, -71.1123925 42.3034247, -71.11253979999999 42.3032516, -71.1126309 42.303129, -71.1126975 42.3030219, -71.11273250000001 42.3029476, -71.1127851 42.3028387, -71.112847 42.3027445, -71.11295560000001 42.3026063, -71.11307239999999 42.3024914, -71.11314830000001 42.3024189, -71.1132259 42.3023544, -71.1132858 42.3023048, -71.11337140000001 42.3022348, -71.113473 42.3021764, -71.1135436 42.302131, -71.1136075 42.3020579)",,,,
1410174520,3185543440,0,312687942,False,,,,cycleway,,,68.062,"LINESTRING (-71.1104732 42.3065308, -71.1104126 42.306445, -71.1103458 42.3063342, -71.1102096 42.3062747, -71.1100023 42.3062715, -71.109866 42.3063431)",,,,
1499455155,1499455249,0,"[220595104, 507645403]",False,,,Pierre Lallement Bike Path,cycleway,,,1786.6840000000002,"LINESTRING (-71.1097157 42.3071781, -71.1094362 42.3072226, -71.1093625 42.3072528, -71.1092903 42.3072992, -71.1091704 42.3074437, -71.1089788 42.3077402, -71.10878339999999 42.3080224, -71.10763439999999 42.3097251, -71.10743669999999 42.3100292, -71.1073871 42.3101133, -71.10719810000001 42.3103999, -71.107128 42.3105226, -71.1068952 42.3108827, -71.10652260000001 42.3115172, -71.1060744 42.3122116, -71.10585450000001 42.3125845, -71.1058434 42.3126336, -71.10579009999999 42.3128702, -71.1057139 42.3131129, -71.10561199999999 42.3133271, -71.10541360000001 42.3137375, -71.10530730000001 42.3139571, -71.1052921 42.3140293, -71.1052687 42.3141403, -71.10528309999999 42.314245, -71.10531690000001 42.3143188, -71.10536310000001 42.3143765, -71.10542150000001 42.3144312, -71.1055101 42.3144973, -71.10553419999999 42.3145202, -71.1055508 42.3145512, -71.1055617 42.3145869, -71.10552060000001 42.3146842, -71.1054936 42.314757, -71.1053545 42.315132, -71.1052365 42.3154375, -71.1051303 42.3157976, -71.10500690000001 42.316111, -71.1049891 42.3161525, -71.1049517 42.3162399, -71.1049062 42.3163464, -71.1048728 42.3164244, -71.10485559999999 42.3164974, -71.1048299 42.3166068, -71.1048127 42.3168575, -71.1047957 42.316967, -71.1047859 42.3170304, -71.1047461 42.3170913, -71.10473260000001 42.3171119, -71.1047179 42.3171344, -71.1045831 42.3173407, -71.1044849 42.3174665, -71.1042387 42.3177818, -71.10367650000001 42.3185395, -71.10330639999999 42.3190383, -71.10314099999999 42.3192863, -71.1030726 42.3193887, -71.1029362 42.3195219, -71.10121839999999 42.3215132)",,,,
1499455155,1410174520,0,220595104,False,,,Pierre Lallement Bike Path,cycleway,,,102.30399999999999,"LINESTRING (-71.1097157 42.3071781, -71.1098284 42.3071663, -71.1100763 42.3070782, -71.1101357 42.3070329, -71.1102479 42.3069473, -71.1103863 42.3067418, -71.1104732 42.3065308)",,,,
1499455155,3185543440,0,312687941,False,,,,cycleway,,,105.548,"LINESTRING (-71.1097157 42.3071781, -71.1096233 42.3071163, -71.1095191 42.3069465, -71.1095598 42.3067261, -71.1096608 42.3065587, -71.10975689999999 42.3064359, -71.109866 42.3063431)",,,,
1499455155,3185543450,0,312687943,False,,,,cycleway,,,46.907,"LINESTRING (-71.1097157 42.3071781, -71.10988639999999 42.307265, -71.1099981 42.3073578, -71.1100752 42.3074904)",,,,
1499455249,1499455250,0,136680789,False,,,,cycleway,,,16.9,"LINESTRING (-71.10121839999999 42.3215132, -71.1013919 42.3215947)",,,,
1499455249,6821229838,0,"[727902008, 507645403, 727902006, 727902007]",False,,,Pierre Lallement Bike Path,"['cycleway', 'path', 'footway']",,,457.36099999999993,"LINESTRING (-71.10121839999999 42.3215132, -71.1010565 42.3217008, -71.1007129 42.3221488, -71.100567 42.3223735, -71.1004621 42.3225375, -71.100432 42.3227313, -71.10043 42.3228034, -71.1004279 42.3228862, -71.1002218 42.3228818, -71.0997983 42.3235326, -71.0996746 42.3237226, -71.09958349999999 42.3238495, -71.0993635 42.3239645, -71.09932310000001 42.3239852, -71.099047 42.3241272, -71.09885389999999 42.3242937, -71.0987774 42.3243994, -71.098693 42.3245158, -71.0986071 42.324734, -71.098563 42.3249015, -71.0985522 42.3249109)",,,,
1499455249,1499455155,0,"[220595104, 507645403]",False,,,Pierre Lallement Bike Path,cycleway,,,1786.684,"LINESTRING (-71.10121839999999 42.3215132, -71.1029362 42.3195219, -71.1030726 42.3193887, -71.10314099999999 42.3192863, -71.10330639999999 42.3190383, -71.10367650000001 42.3185395, -71.1042387 42.3177818, -71.1044849 42.3174665, -71.1045831 42.3173407, -71.1047179 42.3171344, -71.10473260000001 42.3171119, -71.1047461 42.3170913, -71.1047859 42.3170304, -71.1047957 42.316967, -71.1048127 42.3168575, -71.1048299 42.3166068, -71.10485559999999 42.3164974, -71.1048728 42.3164244, -71.1049062 42.3163464, -71.1049517 42.3162399, -71.1049891 42.3161525, -71.10500690000001 42.316111, -71.1051303 42.3157976, -71.1052365 42.3154375, -71.1053545 42.315132, -71.1054936 42.314757, -71.10552060000001 42.3146842, -71.1055617 42.3145869, -71.1055508 42.3145512, -71.10553419999999 42.3145202, -71.1055101 42.3144973, -71.10542150000001 42.3144312, -71.10536310000001 42.3143765, -71.10531690000001 42.3143188, -71.10528309999999 42.314245, -71.1052687 42.3141403, -71.1052921 42.3140293, -71.10530730000001 42.3139571, -71.10541360000001 42.3137375, -71.10561199999999 42.3133271, -71.1057139 42.3131129, -71.10579009999999 42.3128702, -71.1058434 42.3126336, -71.10585450000001 42.3125845, -71.1060744 42.3122116, -71.10652260000001 42.3115172, -71.1068952 42.3108827, -71.107128 42.3105226, -71.10719810000001 42.3103999, -71.1073871 42.3101133, -71.10743669999999 42.3100292, -71.10763439999999 42.3097251, -71.10878339999999 42.3080224, -71.1089788 42.3077402, -71.1091704 42.3074437, -71.1092903 42.3072992, -71.1093625 42.3072528, -71.1094362 42.3072226, -71.1097157 42.3071781)",,,,
