u,v,key,osmid,lanes,name,highway,maxspeed,width,oneway,length,geometry,service,access,ref,tunnel,bridge
61357560,61357561,0,148495801,1,Williams Street,residential,20 mph,11.6,True,20.518,"LINESTRING (-71.104775 42.303971, -71.104626 42.303823)",,,,,
61357561,61357570,0,148495801,1,Williams Street,residential,20 mph,11.6,True,17.184,"LINESTRING (-71.104626 42.303823, -71.1044795 42.3037128)",,,,,
61357565,61357560,0,148495801,1,Williams Street,residential,20 mph,11.6,True,26.853,"LINESTRING (-71.10496000000001 42.30417, -71.104775 42.303971)",,,,,
61357567,7016252953,0,148495801,1,Williams Street,residential,20 mph,11.6,True,20.604,"LINESTRING (-71.1043348 42.3036201, -71.1041403 42.3035033)",,,,,
61357570,61357572,0,148495801,1,Williams Street,residential,20 mph,11.6,True,7.906,"LINESTRING (-71.1044795 42.3037128, -71.10440869999999 42.3036647)",,,,,
61357572,61357567,0,148495801,1,Williams Street,residential,20 mph,11.6,True,7.844,"LINESTRING (-71.10440869999999 42.3036647, -71.1043348 42.3036201)",,,,,
61357769,61505858,0,8646153,1,Rossmore Road,residential,20 mph,12.8,True,26.377,"LINESTRING (-71.106899 42.304645, -71.107117 42.304819)",,,,,
61357769,61508083,0,8651333,1,Stedman Street,residential,20 mph,12.2,False,46.975,"LINESTRING (-71.106899 42.304645, -71.107247 42.30431)",,,,,
61357779,61357782,0,8646727,1,Plainfield Street,residential,20 mph,10.7,False,45.077,"LINESTRING (-71.10563399999999 42.304772, -71.10596700000001 42.30445)",,,,,
61357779,61357565,0,148495801,1,Williams Street,residential,20 mph,11.6,True,86.909,"LINESTRING (-71.10563399999999 42.304772, -71.10496000000001 42.30417)",,,,,
61357782,61357779,0,8646727,1,Plainfield Street,residential,20 mph,10.7,False,45.077,"LINESTRING (-71.10596700000001 42.30445, -71.10563399999999 42.304772)",,,,,
61357782,61357783,0,8646727,1,Plainfield Street,residential,20 mph,10.7,False,38.934,"LINESTRING (-71.10596700000001 42.30445, -71.106278 42.304186)",,,,,
61357783,61357769,0,8646153,1,Rossmore Road,residential,20 mph,12.8,True,72.201,"LINESTRING (-71.106278 42.304186, -71.106899 42.304645)",,,,,
61357783,61357782,0,8646727,1,Plainfield Street,residential,20 mph,10.7,False,38.934,"LINESTRING (-71.106278 42.304186, -71.10596700000001 42.30445)",,,,,
61357783,61506616,0,8646727,1,Plainfield Street,residential,20 mph,10.7,False,65.594,"LINESTRING (-71.106278 42.304186, -71.10675999999999 42.303716)",,,,,
61357894,1534887040,0,8648170,1,Lovejoy Wharf,residential,20 mph,6.8,False,10.682,"LINESTRING (-71.06016750000001 42.3665693, -71.06025169999999 42.3666425)",,,,,
61357894,1534887061,0,8648170,1,Lovejoy Wharf,residential,20 mph,6.8,False,7.704,"LINESTRING (-71.06016750000001 42.3665693, -71.0601138 42.3665125)",,,,,
61357906,7636722179,0,46703300,2,Red Auerbach Way,service,5 mph,7.5,False,12.894,"LINESTRING (-71.0641444 42.3653154, -71.06401630000001 42.3653824)",driveway,yes,,,
61357906,7636722180,0,46703300,2,Red Auerbach Way,service,5 mph,7.5,False,9.616,"LINESTRING (-71.0641444 42.3653154, -71.0642399 42.3652654)",driveway,yes,,,
61358324,61358326,0,8641110,2,Cemetery Road,tertiary,20 mph,13.4,False,9.145,"LINESTRING (-71.1047141 42.3001762, -71.1046827 42.3002551)",,,,,
61358326,61358324,0,8641110,2,Cemetery Road,tertiary,20 mph,13.4,False,9.145,"LINESTRING (-71.1046827 42.3002551, -71.1047141 42.3001762)",,,,,
61358326,6955654837,0,8641110,2,Cemetery Road,tertiary,20 mph,13.4,False,14.2,"LINESTRING (-71.1046827 42.3002551, -71.1046431 42.3003794)",,,,,
61358342,6540728532,0,8646596,1,Public Alley 432,service,15 mph,2.7,True,7.976,"LINESTRING (-71.0823814 42.3500862, -71.08247110000001 42.3500588)",alley,,,,
61358607,61493305,0,8639753,2,Amory Street,tertiary,20 mph,13.4,False,39.24,"LINESTRING (-71.099343 42.32009, -71.09930900000001 42.320442)",,,,,
61358607,61517287,0,8639753,2,Amory Street,tertiary,20 mph,13.4,False,12.451,"LINESTRING (-71.099343 42.32009, -71.099383 42.319982)",,,,,
61358825,61349947,0,8641042,2,Cerdan Avenue,residential,20 mph,12.2,False,59.611,"LINESTRING (-71.14136499999999 42.292345, -71.140884 42.292746)",,,,,
61358825,61358827,0,8641042,2,Cerdan Avenue,residential,20 mph,12.2,False,68.512,"LINESTRING (-71.14136499999999 42.292345, -71.141902 42.291874)",,,,,
61358827,61358825,0,8641042,2,Cerdan Avenue,residential,20 mph,12.2,False,68.512,"LINESTRING (-71.141902 42.291874, -71.14136499999999 42.292345)",,,,,
61358827,61518874,0,8641042,2,Cerdan Avenue,residential,20 mph,12.2,False,63.935,"LINESTRING (-71.141902 42.291874, -71.142427 42.29145)",,,,,
61359294,7637468390,0,8648025,2,Province Court,service,10 mph,9.1,False,5.295,"LINESTRING (-71.05986540000001 42.3571427, -71.05980769999999 42.3571215)",,,,,
61359356,61575845,0,485271434,1,Commonwealth Avenue,primary_link,15 mph,3.5,True,41.165,"LINESTRING (-71.086934 42.3497273, -71.087357 42.349529)",,,MA 2,,
61359451,61387414,0,8647058,,,residential,20 mph,,False,22.872,"LINESTRING (-71.107833 42.303708, -71.10803799999999 42.303569)",,,,,
61359451,61359454,0,8651333,1,Stedman Street,residential,20 mph,12.2,False,32.38,"LINESTRING (-71.107833 42.303708, -71.107614 42.30395)",,,,,
61359454,61506634,0,8647920,1,Brookley Road,residential,20 mph,11.6,True,5.134,"LINESTRING (-71.107614 42.30395, -71.107569 42.303918)",,,,,
61359454,61508083,0,8651333,1,Stedman Street,residential,20 mph,12.2,False,50.133,"LINESTRING (-71.107614 42.30395, -71.107247 42.30431)",,,,,
61359454,61359451,0,8651333,1,Stedman Street,residential,20 mph,12.2,False,32.38,"LINESTRING (-71.107614 42.30395, -71.107833 42.303708)",,,,,
61361402,61361639,0,8648528,2,Wedgewood Road,residential,20 mph,12.2,False,97.194,"LINESTRING (-71.136852 42.29426, -71.137286 42.295073)",,,,,
61361639,61361402,0,8648528,2,Wedgewood Road,residential,20 mph,12.2,False,97.194,"LINESTRING (-71.137286 42.295073, -71.136852 42.29426)",,,,,
61363125,3511106449,0,8651096,2,,motorway_link,20 mph,7.3,True,14.203,"LINESTRING (-71.0719308 42.3603645, -71.0719271 42.3604922)",,,,,
61363610,6540357026,0,8644320,1,Public Alley 429,service,15 mph,2.7,True,7.304,"LINESTRING (-71.0864342 42.3503473, -71.0865173 42.350324)",alley,,,,
61363616,6540357022,0,8650644,1,Public Alley 414,service,15 mph,2.7,True,7.238,"LINESTRING (-71.0868079 42.3511219, -71.0868907 42.3510997)",alley,,,,
61363627,6540357040,0,8649423,1,Public Alley 421,service,15 mph,2.7,True,9.818,"LINESTRING (-71.07225699999999 42.3550475, -71.0723698 42.3550184)",alley,,,,
61364193,2063699186,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,72.727,"LINESTRING (-71.027012 42.3791068, -71.0264347 42.3796027)",,,,,
61364193,5456769415,0,8640999,2,Bremen Street,tertiary,20 mph,12.2,False,101.87,"LINESTRING (-71.027012 42.3791068, -71.0278205 42.3784121)",,,,,
61364897,6540357024,0,8648352,1,Public Alley 908,service,15 mph,2.7,False,12.268,"LINESTRING (-71.0892724 42.3504514, -71.089412 42.3504123)",alley,,,,
61365456,61365458,0,8641042,2,Cerdan Avenue,residential,20 mph,12.2,False,95.187,"LINESTRING (-71.14344800000001 42.2906, -71.142681 42.291241)",,,,,
61365456,61481223,0,8641042,2,Cerdan Avenue,residential,20 mph,12.2,False,64.209,"LINESTRING (-71.14344800000001 42.2906, -71.143969 42.29017)",,,,,
61365458,61518874,0,8641042,2,Cerdan Avenue,residential,20 mph,12.2,False,31.25,"LINESTRING (-71.142681 42.291241, -71.142427 42.29145)",,,,,
61365458,61365456,0,8641042,2,Cerdan Avenue,residential,20 mph,12.2,False,95.187,"LINESTRING (-71.142681 42.291241, -71.14344800000001 42.2906)",,,,,
61365705,7675865370,0,8648583,1,East Street Place,service,15 mph,6.1,False,5.022,"LINESTRING (-71.05675599999999 42.3514551, -71.05677590000001 42.3514124)",alley,private,,,
61365719,61365720,0,8652220,2,Kenton Road,residential,20 mph,10.7,False,33.747,"LINESTRING (-71.10592200000001 42.306865, -71.106213 42.307079)",,,,,
61365719,61365726,0,8652220,2,Kenton Road,residential,20 mph,10.7,False,39.449,"LINESTRING (-71.10592200000001 42.306865, -71.10554999999999 42.306641)",,,,,
61365720,61365721,0,8652220,2,Kenton Road,residential,20 mph,10.7,False,22.856,"LINESTRING (-71.106213 42.307079, -71.10641 42.307224)",,,,,
61365720,61365719,0,8652220,2,Kenton Road,residential,20 mph,10.7,False,33.747,"LINESTRING (-71.106213 42.307079, -71.10592200000001 42.306865)",,,,,
61365721,61355808,0,8652220,2,Kenton Road,residential,20 mph,10.7,False,22.231,"LINESTRING (-71.10641 42.307224, -71.10660300000001 42.307364)",,,,,
61365721,61365720,0,8652220,2,Kenton Road,residential,20 mph,10.7,False,22.856,"LINESTRING (-71.10641 42.307224, -71.106213 42.307079)",,,,,
61365726,61365719,0,8652220,2,Kenton Road,residential,20 mph,10.7,False,39.449,"LINESTRING (-71.10554999999999 42.306641, -71.10592200000001 42.306865)",,,,,
61365726,61354843,0,8652220,2,Kenton Road,residential,20 mph,10.7,False,4.198,"LINESTRING (-71.10554999999999 42.306641, -71.105519 42.306611)",,,,,
61366641,7574271751,0,8646455,1,Charles River Square,service,10 mph,3,True,9.4,"LINESTRING (-71.0720797 42.3596667, -71.0719653 42.3596673)",parking_aisle,yes,,,
61366642,7847749167,0,8646455,1,Charles River Square,service,10 mph,3,True,1.541,"LINESTRING (-71.0713327 42.3597071, -71.0713408 42.3597196)",parking_aisle,yes,,,
61366962,61366963,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,12.167,"LINESTRING (-71.14206 42.255771, -71.142073 42.25588)",,,,,
61366962,61366965,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,8.304,"LINESTRING (-71.14206 42.255771, -71.142008 42.255707)",,,,,
61366963,61366968,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,12.985,"LINESTRING (-71.142073 42.25588, -71.14201300000001 42.255988)",,,,,
61366963,61366962,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,12.167,"LINESTRING (-71.142073 42.25588, -71.14206 42.255771)",,,,,
61366964,61366965,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,24.532,"LINESTRING (-71.141757 42.255588, -71.142008 42.255707)",,,,,
61366964,61366975,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,15.929,"LINESTRING (-71.141757 42.255588, -71.1415708 42.2555489)",,,,,
61366965,61366962,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,8.304,"LINESTRING (-71.142008 42.255707, -71.14206 42.255771)",,,,,
61366965,61366964,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,24.532,"LINESTRING (-71.142008 42.255707, -71.141757 42.255588)",,,,,
61366966,61366967,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,13.621,"LINESTRING (-71.14182 42.256116, -71.141661 42.25615)",,,,,
61366966,61366969,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,10.654,"LINESTRING (-71.14182 42.256116, -71.141926 42.256061)",,,,,
61366967,61367037,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,35.021,"LINESTRING (-71.141661 42.25615, -71.14124289999999 42.2562086)",,,,,
61366967,61366966,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,13.621,"LINESTRING (-71.141661 42.25615, -71.14182 42.256116)",,,,,
61366968,61366969,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,10.824,"LINESTRING (-71.14201300000001 42.255988, -71.141926 42.256061)",,,,,
61366968,61366963,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,12.985,"LINESTRING (-71.14201300000001 42.255988, -71.142073 42.25588)",,,,,
61366969,61366966,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,10.654,"LINESTRING (-71.141926 42.256061, -71.14182 42.256116)",,,,,
61366969,61366968,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,10.824,"LINESTRING (-71.141926 42.256061, -71.14201300000001 42.255988)",,,,,
61366975,61366964,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,15.929,"LINESTRING (-71.1415708 42.2555489, -71.141757 42.255588)",,,,,
61367037,61366967,0,8647520,2,Silvia Court,residential,20 mph,12.2,False,35.021,"LINESTRING (-71.14124289999999 42.2562086, -71.141661 42.25615)",,,,,
61367240,2065472229,0,8646872,1,Blackfan Street,service,5 mph,,True,8.155,"LINESTRING (-71.10547099999999 42.337498, -71.10556990000001 42.3375039)",,,,,
61367240,2065472232,0,236586107,2,Blackfan Street,service,5 mph,,False,14.519,"LINESTRING (-71.10547099999999 42.337498, -71.1053529 42.3375951)",,,,,
61370143,7862008881,0,94670765,2,Water Street,residential,20 mph,,False,11.584,"LINESTRING (-71.0601315 42.3716994, -71.0602504 42.3716434)",,,,,
61370500,7235406512,0,94670765,2,Water Street,residential,20 mph,,False,8.104,"LINESTRING (-71.061029 42.370866, -71.0609449 42.3709041)",,,,,
61370500,1099126247,0,94670765,2,Water Street,residential,20 mph,,False,6.972,"LINESTRING (-71.061029 42.370866, -71.0611023 42.3708344)",,,,,
61370504,61370512,0,94670765,2,Water Street,residential,20 mph,,False,10.043,"LINESTRING (-71.06047100000001 42.371119, -71.060373 42.371173)",,,,,
61370504,7235406516,0,94670765,2,Water Street,residential,20 mph,,False,12.24,"LINESTRING (-71.06047100000001 42.371119, -71.0605983 42.3710618)",,,,,
61370512,1099126249,0,94670765,2,Water Street,residential,20 mph,,False,6.706,"LINESTRING (-71.060373 42.371173, -71.0603448 42.3712296)",,,,,
61370512,61370504,0,94670765,2,Water Street,residential,20 mph,,False,10.043,"LINESTRING (-71.060373 42.371173, -71.06047100000001 42.371119)",,,,,
61375120,61375125,0,8650547,1,Farquhar Street,residential,20 mph,12.8,True,91.84,"LINESTRING (-71.135525 42.289245, -71.13480300000001 42.288615)",,,,,
61375197,61375202,0,8650547,1,Farquhar Street,residential,20 mph,12.8,True,42.293,"LINESTRING (-71.136522 42.290088, -71.13614800000001 42.289827)",,,,,
61375202,61375120,0,8650547,1,Farquhar Street,residential,20 mph,12.8,True,82.549,"LINESTRING (-71.13614800000001 42.289827, -71.135525 42.289245)",,,,,
61377284,61557562,0,178910636,2,Bennington Street,secondary,20 mph,15.5,True,17.982,"LINESTRING (-71.0261509 42.3797124, -71.0259413 42.3797591)",,,,,
61377284,2063699186,0,426626096,2,Bennington Street,secondary,20 mph,15.5,False,26.31,"LINESTRING (-71.0261509 42.3797124, -71.0264347 42.3796027)",,,,,
61379991,7797607149,0,835388347,2,,service,10 mph,,False,25.918,"LINESTRING (-71.1020936 42.3455402, -71.102344 42.3456819)",parking_aisle,,,,
61380738,3005556978,0,296748400,2,,service,10 mph,8,False,57.276,"LINESTRING (-71.06051189999999 42.3418284, -71.0606525 42.3423329)",driveway,private,,,yes
61380738,3005570637,0,296748400,2,,service,10 mph,8,False,3.648,"LINESTRING (-71.06051189999999 42.3418284, -71.06050689999999 42.3417958)",driveway,private,,,yes
61387414,61359451,0,8647058,,,residential,20 mph,,False,22.872,"LINESTRING (-71.10803799999999 42.303569, -71.107833 42.303708)",,,,,
61387414,61387418,0,8647058,,,residential,20 mph,,False,26.125,"LINESTRING (-71.10803799999999 42.303569, -71.108209 42.303371)",,,,,
61387418,61387414,0,8647058,,,residential,20 mph,,False,26.125,"LINESTRING (-71.108209 42.303371, -71.10803799999999 42.303569)",,,,,
61387418,61387421,0,8647058,,,residential,20 mph,,False,33.388,"LINESTRING (-71.108209 42.303371, -71.108372 42.303096)",,,,,
61387421,61387418,0,8647058,,,residential,20 mph,,False,33.388,"LINESTRING (-71.108372 42.303096, -71.108209 42.303371)",,,,,
61395205,61521652,0,8650201,2,Munson Street,service,10 mph,9.8,False,8.191,"LINESTRING (-71.1025787 42.3473774, -71.10254380000001 42.3473084)",driveway,,,,
61395729,61509682,0,8647920,1,Brookley Road,residential,20 mph,11.6,True,29.799,"LINESTRING (-71.108366 42.304387, -71.108087 42.304216)",,,,,
61395729,61568170,0,8651792,,,residential,20 mph,,False,71.148,"LINESTRING (-71.108366 42.304387, -71.10786 42.304906)",,,,,
61395755,7699992314,0,8647920,1,Brookley Road,residential,20 mph,11.6,True,1.548,"LINESTRING (-71.108633 42.30454, -71.1086181 42.3045315)",,,,,
61395761,7699992304,0,8647920,1,Brookley Road,residential,20 mph,11.6,True,14.506,"LINESTRING (-71.108941 42.304719, -71.10880229999999 42.3046384)",,,,,
61405245,2457607689,0,237888002,,,service,5 mph,,True,7.132,"LINESTRING (-71.1065097 42.3369433, -71.1065873 42.336972)",,,,building_passage,
61406069,5459029596,0,8646364,2,,service,20 mph,10,False,98.643,"LINESTRING (-71.06764889999999 42.3727893, -71.06670080000001 42.3722449)",driveway,,,,
61412225,7732861234,0,242978205,1,,unclassified,10 mph,,False,4.436,"LINESTRING (-71.0723534 42.3488669, -71.07239749999999 42.3488899)",,,,,
61414525,7098733896,0,26404834,1,,motorway_link,15 mph,,True,43.905,"LINESTRING (-71.1192965 42.3567513, -71.1196894 42.3570189)",,,,,
61414753,7797607149,0,835388347,2,,service,10 mph,,False,62.886,"LINESTRING (-71.10306989999999 42.3458608, -71.102344 42.3456819)",parking_aisle,,,,
61414753,5493451695,0,835388347,2,,service,10 mph,,False,73.123,"LINESTRING (-71.10306989999999 42.3458608, -71.10377870000001 42.3454633)",parking_aisle,,,,
61414765,5493451695,0,835388347,2,,service,10 mph,,False,18.119,"LINESTRING (-71.1039466 42.3453577, -71.10377870000001 42.3454633)",parking_aisle,,,,
61414765,1847431344,0,835388347,2,,service,10 mph,,False,26.482,"LINESTRING (-71.1039466 42.3453577, -71.1038535 42.3451297)",parking_aisle,,,,
61420458,7613971726,0,8650206,,,service,5 mph,,False,7.294,"LINESTRING (-71.122811 42.3520455, -71.12279909999999 42.3521105)",,,,,
61420922,7597407153,0,8647136,1,,residential,10 mph,5,True,20.114,"LINESTRING (-71.0840828 42.3453096, -71.0839187 42.3454438)",,,,,
61425915,61425932,0,8650343,,,service,15 mph,,False,56.996,"LINESTRING (-71.0247694 42.3565128, -71.02535039999999 42.3567928)",,private,,,
61425915,6346137676,0,8650343,,,service,15 mph,,False,94.47,"LINESTRING (-71.0247694 42.3565128, -71.02381219999999 42.3560422)",,private,,,
61425923,6346137676,0,8650343,,,service,15 mph,,False,150.136,"LINESTRING (-71.0222833 42.3553029, -71.02381219999999 42.3560422)",,private,,,
61425932,270206535,0,8650343,,,service,15 mph,,False,16.773,"LINESTRING (-71.02535039999999 42.3567928, -71.0255195 42.3568773)",,private,,,
61425932,61425915,0,8650343,,,service,15 mph,,False,56.996,"LINESTRING (-71.02535039999999 42.3567928, -71.0247694 42.3565128)",,private,,,
61426482,7771798249,0,635014475,2,Sleeper Street,residential,10 mph,,False,44.217,"LINESTRING (-71.050208 42.3508362, -71.0498556 42.3511367)",,yes,,,
61426482,2968168427,0,635014475,2,Sleeper Street,residential,10 mph,,False,11.783,"LINESTRING (-71.050208 42.3508362, -71.0502998 42.3507548)",,yes,,,
61426482,2968168425,0,635021959,2,,service,10 mph,7,False,7.219,"LINESTRING (-71.050208 42.3508362, -71.05013409999999 42.3508011)",alley,yes,,,
61426482,2968168636,0,635021959,2,,service,10 mph,7,False,13.736,"LINESTRING (-71.050208 42.3508362, -71.05034929999999 42.3509022)",alley,yes,,,
61426496,2968168641,0,8638233,2,,service,10 mph,7,False,1.607,"LINESTRING (-71.0505359 42.3510856, -71.0505342 42.3510712)",alley,yes,,,
61426496,5991342739,0,8638233,2,,service,10 mph,7,False,1.725,"LINESTRING (-71.0505359 42.3510856, -71.05053169999999 42.3511008)",alley,yes,,,
61426798,3346955370,0,8638253,2,,service,10 mph,,False,5.448,"LINESTRING (-71.09743229999999 42.3495972, -71.0974878 42.3495704)",alley,,,,
61436324,4110536043,0,409161401,1,,service,10 mph,,False,7.437,"LINESTRING (-71.054829 42.362182, -71.0547425 42.3622017)",emergency_access,no,,,
61438281,1099126247,0,94670764,2,Water Street,residential,15 mph,,False,46.4,"LINESTRING (-71.0615969 42.3706329, -71.0611023 42.3708344)",,,,yes,
61438281,61350197,0,355564010,2,Water Street,residential,10 mph,,False,21.378,"LINESTRING (-71.0615969 42.3706329, -71.06182509999999 42.3705405)",,,,,
61438348,61422226,0,8648256,1,,motorway_link,15 mph,3.7,True,3.269,"LINESTRING (-71.0772407 42.3547725, -71.077213 42.3547514)",,,,,
61438352,61438348,0,8648256,1,,motorway_link,15 mph,3.7,True,3.324,"LINESTRING (-71.0772729 42.3547906, -71.0772407 42.3547725)",,,,,
61438365,61438381,0,8648256,1,,motorway_link,15 mph,3.7,True,3.576,"LINESTRING (-71.0773811 42.3548038, -71.07733760000001 42.3548047)",,,,,
