u,v,key,osmid,oneway,lanes,highway,length,geometry,maxspeed,name,bridge,ref,access
1289408775,1289408775,0,113740545,False,,path,35.395999999999994,"LINESTRING (-83.0657083 42.3611237, -83.06570790000001 42.3611402, -83.0657147 42.3611559, -83.06572799999999 42.3611692, -83.0657463 42.3611786, -83.06576769999999 42.3611833, -83.06579000000001 42.3611826, -83.0658109 42.3611767, -83.0658281 42.3611661, -83.06583980000001 42.3611521, -83.06584479999999 42.361136, -83.06584239999999 42.3611191, -83.06583259999999 42.3611037, -83.0658164 42.3610915, -83.0657958 42.361084, -83.0657729 42.3610819, -83.0657504 42.3610855, -83.0657307 42.3610945, -83.0657162 42.3611077, -83.0657083 42.3611237)",,,,,
1289408775,1289408775,1,113740545,False,,path,35.395999999999994,"LINESTRING (-83.0657083 42.3611237, -83.0657162 42.3611077, -83.0657307 42.3610945, -83.0657504 42.3610855, -83.0657729 42.3610819, -83.0657958 42.361084, -83.0658164 42.3610915, -83.06583259999999 42.3611037, -83.06584239999999 42.3611191, -83.06584479999999 42.361136, -83.06583980000001 42.3611521, -83.0658281 42.3611661, -83.0658109 42.3611767, -83.06579000000001 42.3611826, -83.06576769999999 42.3611833, -83.0657463 42.3611786, -83.06572799999999 42.3611692, -83.0657147 42.3611559, -83.06570790000001 42.3611402, -83.0657083 42.3611237)",,,,,
1794702113,4516271484,0,"[744211643, 598697684, 744212245]",False,,pedestrian,349.865,"LINESTRING (-83.05818069999999 42.3349721, -83.0582148 42.3349876, -83.0582423 42.3350001, -83.058273 42.3350172, -83.0583007 42.3350339, -83.0583196 42.335048, -83.0583469 42.3350732, -83.0583561 42.335087, -83.0583611 42.3351027, -83.0583632 42.3351193, -83.0583608 42.3351344, -83.0583544 42.335149, -83.05834160000001 42.3351634, -83.058324 42.3351751, -83.05830109999999 42.3351838, -83.05827410000001 42.33519, -83.05824579999999 42.3351932, -83.0581878 42.3351957, -83.058132 42.335193, -83.0580839 42.3351877, -83.05803520000001 42.3351784, -83.0579699 42.3351605, -83.0579197 42.3351446, -83.0578742 42.3351234, -83.0578387 42.3351057, -83.0578012 42.3350825, -83.0577751 42.3350586, -83.05775629999999 42.3350301, -83.05766389999999 42.3348656, -83.0575707 42.3347017, -83.0573369 42.3342907, -83.0572373 42.3341155, -83.05710019999999 42.3338745, -83.0569222 42.3335616, -83.0565031 42.3328246)",,2nd Avenue,,,destination
3310948692,6699743449,0,712590301,False,,path,36.326,"LINESTRING (-83.1258059 42.4317423, -83.1258084 42.4318241, -83.1258133 42.4319857, -83.12581590000001 42.4320689)",,,,,
3310948775,3415383198,0,71157008,False,,path,16.256,"LINESTRING (-83.0356345 42.3472461, -83.0354672 42.3471681)",,Dequindre Cut Greenway Ramp,,,
3324184385,1228076224,0,106785967,False,,footway,119.55900000000001,"LINESTRING (-83.0025967 42.3463829, -83.0025189 42.346302, -83.0023801 42.3462019, -83.002309 42.3461612, -83.00223459999999 42.346127, -83.0021541 42.3460916, -83.0020646 42.3460632, -83.0019503 42.3460358, -83.0018235 42.3460157, -83.0017076 42.3460076, -83.0015547 42.346008, -83.0014443 42.3460199, -83.001369 42.3460303, -83.0013206 42.3460412)",,,,,
3415382177,822360247,0,68304612,False,,path,25.016,"LINESTRING (-83.026594 42.3332546, -83.02672990000001 42.3334559)",,Dequindre Cut Non Motorized Path,,,
3415382178,822360163,0,740531187,False,,path,48.708999999999996,"LINESTRING (-83.0273344 42.3344668, -83.02732640000001 42.3344539, -83.02727849999999 42.3343833, -83.0272463 42.334342, -83.0272176 42.3343136, -83.02719089999999 42.3342911, -83.0271609 42.3342642, -83.0271403 42.3342372, -83.02712320000001 42.3342081, -83.02711650000001 42.3341921, -83.0271132 42.3341765, -83.0271157 42.3341429, -83.0271195 42.3341101, -83.0271217 42.3340901, -83.02711979999999 42.3340751)",,Dequindre Cut Non Motorized Path,,,
3415383198,3310948775,0,71157008,False,,path,16.256,"LINESTRING (-83.0354672 42.3471681, -83.0356345 42.3472461)",,Dequindre Cut Greenway Ramp,,,
3415383198,847216017,0,71157008,False,,path,139.353,"LINESTRING (-83.0354672 42.3471681, -83.0353928 42.3471202, -83.0353384 42.3470763, -83.0352946 42.3470329, -83.03524950000001 42.3469787, -83.0352275 42.3469445, -83.0352046 42.3469015, -83.03518529999999 42.3468517, -83.035166 42.346786, -83.03509750000001 42.3465251, -83.0349588 42.3460009)",,Dequindre Cut Greenway Ramp,,,
3415383198,6997803847,0,747956414,False,,path,23.114,"LINESTRING (-83.0354672 42.3471681, -83.0355017 42.3471976, -83.0355232 42.3472258, -83.03553789999999 42.347257, -83.0355466 42.3472912, -83.03554870000001 42.3473195, -83.0355472 42.3473598)",,Dequindre Cut Greenway Ramp,,,
4121693247,847216017,0,629760343,False,,path,607.338,"LINESTRING (-83.03831340000001 42.3508619, -83.0381708 42.3506504, -83.0379291 42.3502695, -83.0376378 42.3498345, -83.03734609999999 42.349376, -83.0372835 42.3492852, -83.0372375 42.3492279, -83.0371835 42.3491594, -83.03714220000001 42.3491037, -83.03710890000001 42.3490539, -83.0365525 42.348205, -83.036069 42.3474804, -83.03568300000001 42.3468788, -83.0355735 42.3467181, -83.0355295 42.3466616, -83.03538020000001 42.3464871, -83.0352041 42.346291, -83.0349588 42.3460009)",,Dequindre Cut Greenway,,,
4121693247,6997803793,0,747956401,False,,path,75.676,"LINESTRING (-83.03831340000001 42.3508619, -83.038712 42.3507197, -83.0391427 42.350566)",,,,,
4121693247,6126040752,0,747956410,False,,path,410.06600000000003,"LINESTRING (-83.03831340000001 42.3508619, -83.03838020000001 42.3509557, -83.0385217 42.3511544, -83.0389601 42.3518201, -83.0393966 42.3524818, -83.03980369999999 42.3531025, -83.0404808 42.3541207, -83.0405387 42.3541576)",,Dequindre Cut Greenway,,,
4516271484,1794702113,0,"[744211643, 598697684, 744212245]",False,,pedestrian,349.86500000000007,"LINESTRING (-83.0565031 42.3328246, -83.0569222 42.3335616, -83.05710019999999 42.3338745, -83.0572373 42.3341155, -83.0573369 42.3342907, -83.0575707 42.3347017, -83.05766389999999 42.3348656, -83.05775629999999 42.3350301, -83.0577751 42.3350586, -83.0578012 42.3350825, -83.0578387 42.3351057, -83.0578742 42.3351234, -83.0579197 42.3351446, -83.0579699 42.3351605, -83.05803520000001 42.3351784, -83.0580839 42.3351877, -83.058132 42.335193, -83.0581878 42.3351957, -83.05824579999999 42.3351932, -83.05827410000001 42.33519, -83.05830109999999 42.3351838, -83.058324 42.3351751, -83.05834160000001 42.3351634, -83.0583544 42.335149, -83.0583608 42.3351344, -83.0583632 42.3351193, -83.0583611 42.3351027, -83.0583561 42.335087, -83.0583469 42.3350732, -83.0583196 42.335048, -83.0583007 42.3350339, -83.058273 42.3350172, -83.0582423 42.3350001, -83.0582148 42.3349876, -83.05818069999999 42.3349721)",,2nd Avenue,,,destination
6126040752,4121693250,0,747956411,True,,path,15.769,"LINESTRING (-83.0405387 42.3541576, -83.0406213 42.3542856)",,Dequindre Cut Greenway,,,
6126040752,4121693247,0,747956410,False,,path,410.06600000000003,"LINESTRING (-83.0405387 42.3541576, -83.0404808 42.3541207, -83.03980369999999 42.3531025, -83.0393966 42.3524818, -83.0389601 42.3518201, -83.0385217 42.3511544, -83.03838020000001 42.3509557, -83.03831340000001 42.3508619)",,Dequindre Cut Greenway,,,
6136426396,549225429,0,8756047,False,,path,661.341,"LINESTRING (-83.0277901 42.3351619, -83.0278222 42.335212, -83.03111560000001 42.3401957, -83.03132069999999 42.3405063)",,Dequindre Cut Greenway,,,
6136426421,6933138822,0,654873618,False,,path,68.96099999999998,"LINESTRING (-83.02773639999999 42.3350914, -83.0277248 42.3350739, -83.0276928 42.3350255, -83.02768450000001 42.3350115, -83.0276788 42.3349956, -83.0276703 42.3349628, -83.0276475 42.3348664, -83.0276387 42.3348289, -83.027619 42.3347654, -83.0276044 42.3347368, -83.027581 42.3347052, -83.02755740000001 42.3346781, -83.0275298 42.334655, -83.0274665 42.3346124, -83.0274362 42.3345847, -83.02742259999999 42.3345708, -83.0274113 42.3345565, -83.0274065 42.3345476, -83.0274036 42.3345391)",,Dequindre Cut Non Motorized Path,,,
6699743449,3310948692,0,712590301,False,,path,36.326,"LINESTRING (-83.12581590000001 42.4320689, -83.1258133 42.4319857, -83.1258084 42.4318241, -83.1258059 42.4317423)",,,,,
6933138822,6136426421,0,654873618,False,,path,68.961,"LINESTRING (-83.0274036 42.3345391, -83.0274065 42.3345476, -83.0274113 42.3345565, -83.02742259999999 42.3345708, -83.0274362 42.3345847, -83.0274665 42.3346124, -83.0275298 42.334655, -83.02755740000001 42.3346781, -83.027581 42.3347052, -83.0276044 42.3347368, -83.027619 42.3347654, -83.0276387 42.3348289, -83.0276475 42.3348664, -83.0276703 42.3349628, -83.0276788 42.3349956, -83.02768450000001 42.3350115, -83.0276928 42.3350255, -83.0277248 42.3350739, -83.02773639999999 42.3350914)",,Dequindre Cut Non Motorized Path,,,
6997756242,549225429,0,463133153,False,,path,172.357,"LINESTRING (-83.0301874 42.3392054, -83.0310667 42.3402816, -83.03132069999999 42.3405063)",,Dequindre Cut Greenway Ramp,,,
6997803793,6126041088,0,410339375,True,,path,12.152999999999999,"LINESTRING (-83.0391427 42.350566, -83.0391953 42.3505605, -83.0392806 42.35053)",,,,,
6997803793,4121693247,0,747956401,False,,path,75.676,"LINESTRING (-83.0391427 42.350566, -83.038712 42.3507197, -83.03831340000001 42.3508619)",,,,,
6997803795,6997803793,0,410339375,True,,path,12.294,"LINESTRING (-83.0392645 42.3505053, -83.039177 42.3505369, -83.0391427 42.350566)",,,,,
6997803814,6126040752,0,747956411,True,,path,16.676000000000002,"LINESTRING (-83.0406662 42.3542659, -83.040611 42.3541866, -83.0405387 42.3541576)",,Dequindre Cut Greenway,,,
6997803847,3415383198,0,747956414,False,,path,23.113999999999997,"LINESTRING (-83.0355472 42.3473598, -83.03554870000001 42.3473195, -83.0355466 42.3472912, -83.03553789999999 42.347257, -83.0355232 42.3472258, -83.0355017 42.3471976, -83.0354672 42.3471681)",,Dequindre Cut Greenway Ramp,,,
30958779,62618836,0,"[664754482, 510184516, 421886950]",False,5,secondary,80.96199999999999,"LINESTRING (-82.9395152 42.374909, -82.9397376 42.3748198, -82.9398717 42.374766, -82.9402418 42.3746167, -82.9403788 42.3745582)",35 mph,East Jefferson Avenue,,,
62618561,62618599,0,"[453835473, 422037773, 219846871]",True,3,secondary,345.7679999999999,"LINESTRING (-83.03801679999999 42.331129, -83.036794 42.331455, -83.036551 42.331528, -83.036479 42.331555, -83.0363026 42.3316292, -83.0361398 42.3317211, -83.036012 42.3318095, -83.0359469 42.3318584, -83.0358847 42.3319165, -83.0358373 42.3319703, -83.0357728 42.3320444, -83.0357238 42.3321134, -83.0356707 42.3321878, -83.0355548 42.3323535, -83.0354844 42.332449, -83.0354032 42.3325431, -83.0353515 42.3325985, -83.03529039999999 42.3326539, -83.0352305 42.3327025, -83.03516 42.3327511, -83.035101 42.3327883, -83.0350322 42.3328273, -83.0349574 42.3328648, -83.0348511 42.332976)",35 mph,East Jefferson Avenue,,,
62618825,62618821,0,"[510958834, 510958831]",True,2,secondary,108.31700000000001,"LINESTRING (-82.94341660000001 42.3733287, -82.943552 42.3732768, -82.9438384 42.3731651, -82.9440828 42.3730671, -82.9441868 42.3730255, -82.9443466 42.3729575, -82.9445652 42.3728516)",35 mph,East Jefferson Avenue,,,
62789657,62789668,0,"[506712000, 506712001, 333697808, 25966589, 8748863]",True,"['3', '2']",secondary,562.5540000000001,"LINESTRING (-82.9901876 42.3971179, -82.990177 42.397015, -82.990038 42.396759, -82.98989400000001 42.396533, -82.98964599999999 42.396081, -82.9893668 42.3957365, -82.9892275 42.3955796, -82.9890518 42.3954442, -82.9888936 42.3953688, -82.988669 42.395271, -82.98857099999999 42.395245, -82.988356 42.395188, -82.98815759999999 42.3951643, -82.98791199999999 42.395135, -82.987306 42.395069, -82.98678200000001 42.39499, -82.986541 42.394948, -82.98582399999999 42.39469, -82.98513199999999 42.394309)",35 mph,"['Conner Street', 'Conner Avenue']",yes,,
62833515,62618619,0,69706030,False,2,residential,504.131,"LINESTRING (-83.0170088 42.3354367, -83.0170313 42.3354471, -83.0170493 42.3354614, -83.0170789 42.3354968, -83.0171342 42.335574, -83.0173028 42.3358096, -83.0173041 42.3358311, -83.0173582 42.3359137, -83.0174083 42.3359591, -83.01741680000001 42.3359705, -83.01766000000001 42.3363636, -83.01772149999999 42.3364629, -83.0177827 42.3365551, -83.0180963 42.3370186, -83.0181285 42.3370662, -83.01817200000001 42.3371308, -83.0184146 42.3375017, -83.01844389999999 42.3375465, -83.01847890000001 42.3375982, -83.0188191 42.338115, -83.0188526 42.338166, -83.01888460000001 42.3382144, -83.019047 42.3384603, -83.0192673 42.3387855, -83.0196444 42.3393592, -83.0197309 42.3394909)",25 mph,Joseph Campau Street,,,
