u,v,key,osmid,highway,oneway,length,geometry,name,area,width,lanes,bridge,tunnel,service
7869057652,3828151085,0,379511721,cycleway,False,644.6610000000002,"LINESTRING (37.6214212 55.7592392, 37.6215166 55.7592454, 37.6215478 55.7592601, 37.6215333 55.7592927, 37.6214891 55.7593692, 37.6210028 55.7602113, 37.6209541 55.7603018, 37.6206804 55.7608154, 37.6206093 55.7609488, 37.6205657 55.7610298, 37.6202556 55.7616061, 37.6202191 55.7617224, 37.6201781 55.7618803, 37.6201249 55.762689, 37.6200908 55.7632062, 37.6200601 55.7637592, 37.620041 55.7646836, 37.6200401 55.7647445, 37.620051 55.7647769, 37.6200843 55.7648391, 37.6200963 55.7648614)",,,,,,,
7869871958,7869915117,0,843682728,cycleway,True,1183.0519999999997,"LINESTRING (37.624318 55.7456306, 37.6243315 55.7456134, 37.6243503 55.7455777, 37.6245114 55.7452438, 37.624577 55.7449897, 37.624707 55.7445078, 37.624796 55.7442162, 37.6248015 55.7441827, 37.6248238 55.7440478, 37.6248316 55.7439802, 37.6248415 55.7438951, 37.624837 55.7438695, 37.6248294 55.7438251, 37.624854 55.7435773, 37.6248824 55.7432909, 37.6249082 55.7430513, 37.6249228 55.7429159, 37.6249446 55.742714, 37.6249749 55.7424674, 37.6249734 55.7423944, 37.6249713 55.7422934, 37.6249666 55.7420668, 37.6249645 55.7419641, 37.6249516 55.7416696, 37.6249477 55.7415825, 37.6249324 55.7414702, 37.6249036 55.7413359, 37.624885 55.7412487, 37.624831 55.7410089, 37.6248177 55.7409496, 37.6248054 55.7408953, 37.6247217 55.7405411, 37.6247139 55.7405282, 37.6246727 55.7404609, 37.6246325 55.740395, 37.6245348 55.7399882, 37.6245139 55.7399089, 37.6244664 55.7395092, 37.6244517 55.7393493, 37.6244475 55.7393036, 37.6244376 55.7391952, 37.6244246 55.7390545, 37.6243897 55.738628, 37.6243493 55.7381222, 37.6243158 55.7375968, 37.6243088 55.737489, 37.6242683 55.7368585, 37.6242392 55.7365578, 37.6242392 55.7365321, 37.6242392 55.7364628, 37.6242392 55.7363904, 37.6242482 55.7359437, 37.6242526 55.7352943, 37.6242551 55.7350809, 37.6242555 55.7350475)",,,1,,,,
7869915117,5041989500,0,516496772,cycleway,False,3.357,"LINESTRING (37.6242555 55.7350475, 37.6242019 55.7350466)",,,,2,,,
7869915117,5041989502,0,516496772,cycleway,False,10.518999999999998,"LINESTRING (37.6242555 55.7350475, 37.6243298 55.7350487, 37.6244235 55.7350489)",,,,2,,,
7869915117,7869915098,0,843682728,cycleway,True,540.101,"LINESTRING (37.6242555 55.7350475, 37.6242561 55.7349985, 37.6242571 55.734908, 37.6242556 55.7346501, 37.6242543 55.7344244, 37.624253 55.7342068, 37.6242526 55.7341353, 37.6242401 55.733745, 37.6242312 55.7334669, 37.6242258 55.7332972, 37.6242237 55.7332242, 37.6242137 55.732885, 37.6242133 55.73287, 37.6242099 55.7327539, 37.6242068 55.7326491, 37.6242012 55.7324578, 37.6241982 55.7323988, 37.6241716 55.7318758, 37.6241699 55.7318423, 37.6241543 55.7317077, 37.6240916 55.7313771, 37.6240386 55.7310972, 37.6240336 55.7310709, 37.6240055 55.7309204, 37.6239901 55.7308381, 37.6239196 55.7304605, 37.6238657 55.7301998)",,,1,,,,
262996836,648510639,0,54254874,path,False,98.483,"LINESTRING (37.5978966 55.8335809, 37.5977811 55.8335212, 37.5967497 55.832973)",,,,,,,
262996836,262996840,0,"[62333890, 686457916]",path,False,372.092,"LINESTRING (37.5978966 55.8335809, 37.6001346 55.8322222, 37.6010066 55.8316642, 37.601314 55.8313445, 37.6013606 55.831287, 37.6014498 55.8309644)",,,,,,,
262996836,262998747,0,"[62334338, 844687418, 303792094, 686457910, 844687415, 844687416, 844687417, 686457914, 844687419, 844687420, 844687421, 62333886]",path,False,2575.132,"LINESTRING (37.5978966 55.8335809, 37.5979913 55.8336328, 37.5985878 55.8339249, 37.5990369 55.8341747, 37.5989399 55.8342204, 37.5987696 55.8343181, 37.5986811 55.8343725, 37.5986241 55.8344075, 37.598424 55.8345305, 37.5983031 55.834596, 37.5979767 55.834773, 37.5976473 55.8349692, 37.5976145 55.8349887, 37.5966521 55.8355617, 37.5961387 55.8358853, 37.595872 55.8360534, 37.5952695 55.8364331, 37.594754 55.8369396, 37.5941563 55.8373743, 37.593971 55.8375374, 37.5939061 55.8376894, 37.5939347 55.8379123, 37.5938438 55.8381094, 37.5938201 55.8381617, 37.5937784 55.8382534, 37.5935645 55.8387949, 37.5935223 55.8389845, 37.5935163 55.8390115, 37.5935128 55.8391531, 37.5935108 55.8392343, 37.5935172 55.8392854, 37.5933462 55.839875, 37.5931663 55.840217, 37.593098 55.8402825, 37.5927087 55.8404804, 37.5906428 55.8411547, 37.5902668 55.8412739, 37.590063 55.8413947, 37.5900256 55.8414717, 37.589999 55.8416162, 37.589983 55.8427342, 37.5899682 55.8428282, 37.5899353 55.8429191, 37.5902116 55.8429415, 37.5903668 55.8429741, 37.5904696 55.8430232, 37.5906313 55.8431629, 37.5906993 55.8433416, 37.590961 55.8433331, 37.5922875 55.8432904, 37.5925531 55.8432818, 37.5926866 55.8432775, 37.5942384 55.8432275, 37.5943914 55.8432225, 37.595958 55.8431733, 37.5975362 55.8431211, 37.5998465 55.8430466, 37.6010354 55.8430082, 37.6025225 55.8429603, 37.6034726 55.8429297, 37.6047244 55.8428893, 37.605076 55.8428779, 37.6053058 55.8428705, 37.6078322 55.8427891, 37.6090809 55.8427488, 37.6099093 55.8427221)",,,"['3', '6']",,,,
262996840,262996836,0,"[62333890, 686457916]",path,False,372.092,"LINESTRING (37.6014498 55.8309644, 37.6013606 55.831287, 37.601314 55.8313445, 37.6010066 55.8316642, 37.6001346 55.8322222, 37.5978966 55.8335809)",,,,,,,
262998119,262998747,0,"[27622874, 65422650]",path,False,810.067,"LINESTRING (37.6084412 55.8363076, 37.6091847 55.8364257, 37.6095444 55.8365289, 37.6100967 55.8366873, 37.6107283 55.8368579, 37.6106541 55.837425, 37.6106189 55.8376935, 37.6105647 55.8381078, 37.6105369 55.8383202, 37.6104691 55.8388385, 37.6104231 55.8391077, 37.6103518 55.8395654, 37.6102894 55.840038, 37.6101934 55.8408818, 37.6101844 55.8409504, 37.6101571 55.8411578, 37.6100836 55.8416979, 37.6100551 55.8418673, 37.6099093 55.8427221)",,,,,,,
262998747,684327137,0,"[303792096, 65422650]",path,False,285.93000000000006,"LINESTRING (37.6099093 55.8427221, 37.6098154 55.8438728, 37.6095032 55.8440613, 37.6093664 55.8441949, 37.6093295 55.844231, 37.6093087 55.8442994, 37.6092868 55.8443717, 37.6092996 55.8446205, 37.6093773 55.8448119, 37.6093654 55.8449966, 37.6092889 55.8451854)",,,,,,,
262998747,684327137,1,"[50844369, 844687420, 303792095]",path,False,1074.2059999999997,"LINESTRING (37.6099093 55.8427221, 37.611099 55.8426837, 37.6127265 55.8426312, 37.6132537 55.8426142, 37.6138643 55.8425945, 37.6140706 55.8425879, 37.6154932 55.842542, 37.6156111 55.8427005, 37.6157764 55.842912, 37.6159751 55.8430122, 37.6160814 55.8430635, 37.6161867 55.8431165, 37.6162434 55.8432187, 37.6162342 55.8432883, 37.6162403 55.8433301, 37.6162755 55.843419, 37.6163352 55.8434685, 37.6164355 55.8435345, 37.6167151 55.8436724, 37.6167798 55.8437202, 37.6168112 55.8437787, 37.616755 55.8438333, 37.6164524 55.8440102, 37.6163431 55.844062, 37.6163199 55.8440687, 37.6159584 55.8441754, 37.6159347 55.844182, 37.615874 55.84426, 37.6158267 55.8443462, 37.6157893 55.8444145, 37.6157607 55.8446368, 37.6156271 55.8447519, 37.6155973 55.8447691, 37.6153811 55.8448934, 37.6152311 55.8449796, 37.6150069 55.8451323, 37.6147255 55.8452019, 37.6143486 55.8452126, 37.6139527 55.8451751, 37.6136949 55.8451257, 37.613588 55.8451169, 37.6134638 55.8451334, 37.6129965 55.8452036, 37.6126113 55.8452211, 37.612097 55.845227, 37.6118767 55.8452227, 37.6114292 55.8452139, 37.6109176 55.845186, 37.610406 55.8451702, 37.6100513 55.8451592, 37.6095728 55.8451712, 37.6092889 55.8451854)",,,"['4', '6']",,,,
262998747,262998119,0,"[27622874, 65422650]",path,False,810.0670000000002,"LINESTRING (37.6099093 55.8427221, 37.6100551 55.8418673, 37.6100836 55.8416979, 37.6101571 55.8411578, 37.6101844 55.8409504, 37.6101934 55.8408818, 37.6102894 55.840038, 37.6103518 55.8395654, 37.6104231 55.8391077, 37.6104691 55.8388385, 37.6105369 55.8383202, 37.6105647 55.8381078, 37.6106189 55.8376935, 37.6106541 55.837425, 37.6107283 55.8368579, 37.6100967 55.8366873, 37.6095444 55.8365289, 37.6091847 55.8364257, 37.6084412 55.8363076)",,,,,,,
262998747,262996836,0,"[62334338, 686457914, 303792094, 686457910, 844687415, 844687416, 844687417, 844687418, 844687419, 844687420, 844687421, 62333886]",path,False,2575.1319999999996,"LINESTRING (37.6099093 55.8427221, 37.6090809 55.8427488, 37.6078322 55.8427891, 37.6053058 55.8428705, 37.605076 55.8428779, 37.6047244 55.8428893, 37.6034726 55.8429297, 37.6025225 55.8429603, 37.6010354 55.8430082, 37.5998465 55.8430466, 37.5975362 55.8431211, 37.595958 55.8431733, 37.5943914 55.8432225, 37.5942384 55.8432275, 37.5926866 55.8432775, 37.5925531 55.8432818, 37.5922875 55.8432904, 37.590961 55.8433331, 37.5906993 55.8433416, 37.5906313 55.8431629, 37.5904696 55.8430232, 37.5903668 55.8429741, 37.5902116 55.8429415, 37.5899353 55.8429191, 37.5899682 55.8428282, 37.589983 55.8427342, 37.589999 55.8416162, 37.5900256 55.8414717, 37.590063 55.8413947, 37.5902668 55.8412739, 37.5906428 55.8411547, 37.5927087 55.8404804, 37.593098 55.8402825, 37.5931663 55.840217, 37.5933462 55.839875, 37.5935172 55.8392854, 37.5935108 55.8392343, 37.5935128 55.8391531, 37.5935163 55.8390115, 37.5935223 55.8389845, 37.5935645 55.8387949, 37.5937784 55.8382534, 37.5938201 55.8381617, 37.5938438 55.8381094, 37.5939347 55.8379123, 37.5939061 55.8376894, 37.593971 55.8375374, 37.5941563 55.8373743, 37.594754 55.8369396, 37.5952695 55.8364331, 37.595872 55.8360534, 37.5961387 55.8358853, 37.5966521 55.8355617, 37.5976145 55.8349887, 37.5976473 55.8349692, 37.5979767 55.834773, 37.5983031 55.834596, 37.598424 55.8345305, 37.5986241 55.8344075, 37.5986811 55.8343725, 37.5987696 55.8343181, 37.5989399 55.8342204, 37.5990369 55.8341747, 37.5985878 55.8339249, 37.5979913 55.8336328, 37.5978966 55.8335809)",,,"['3', '6']",,,,
269574306,328978519,0,29854278,pedestrian,False,1279.1440000000002,"LINESTRING (37.6814722 55.8070279, 37.6814597 55.8069905, 37.6814551 55.8069766, 37.6814011 55.8068403, 37.6807962 55.8053337, 37.6799714 55.8032947, 37.6797379 55.8026918, 37.6795681 55.8022839, 37.678957 55.800816, 37.6789312 55.800754, 37.6788644 55.8005905, 37.6788204 55.8004864, 37.6787261 55.800261, 37.6786988 55.8001959, 37.6786763 55.8001392, 37.6784361 55.7995338, 37.6781848 55.7989004, 37.6781069 55.7987041, 37.6780647 55.7985924, 37.6779459 55.798301, 37.6776503 55.7975535, 37.677601 55.7974293, 37.6775667 55.7973428, 37.677351 55.7967991, 37.6772747 55.7966, 37.6770703 55.7960665, 37.677005 55.7958956, 37.6769706 55.7958062)",6-й Лучевой просек,,,,,,
271803246,274250690,0,25008098,path,False,83.24,"LINESTRING (37.7883865 55.7836743, 37.7880052 55.7837057, 37.787539 55.7837942, 37.7871038 55.7838666)",,,,,,,
271803246,1221549271,0,25008098,path,False,473.049,"LINESTRING (37.7883865 55.7836743, 37.7887906 55.7836545, 37.7891789 55.7836641, 37.7895275 55.7836911, 37.7898289 55.7837325, 37.7900901 55.7838167, 37.7902508 55.7838988, 37.7904433 55.7840646, 37.7905687 55.7842152, 37.7907068 55.78434, 37.7908878 55.7844213, 37.7911172 55.7844592, 37.791415 55.7845107, 37.7918295 55.78451, 37.7924968 55.7844193, 37.7929185 55.784362, 37.7933137 55.784256, 37.7936916 55.7841655, 37.7939825 55.7841015, 37.7942082 55.784076, 37.7943343 55.7841041, 37.7944152 55.7841583, 37.7944515 55.7842333, 37.7944614 55.7845558)",,,,,,,
271803246,3727341535,0,59151029,path,False,460.9789999999999,"LINESTRING (37.7883865 55.7836743, 37.7883716 55.7839168, 37.7883122 55.7849903, 37.7882693 55.7857651, 37.7882163 55.7867225, 37.7881859 55.7872726, 37.7881663 55.7875002, 37.7881513 55.7876742, 37.7881457 55.7877397, 37.788141 55.7878176)",,,,,,,
271867202,271868000,0,292470867,path,False,29.926,"LINESTRING (37.7831393 55.7736448, 37.7836147 55.7736753)",Пасечная аллея,,,,,,
271867202,271867362,0,25007818,path,False,571.59,"LINESTRING (37.7831393 55.7736448, 37.7817284 55.7735774, 37.7813022 55.7735887, 37.781041 55.7736697, 37.7804613 55.7738494, 37.7799577 55.7739875, 37.7776334 55.7745539, 37.7770948 55.7747552, 37.7763731 55.7750508, 37.7758826 55.7751983, 37.775666 55.7752765, 37.775053 55.7754879, 37.7749114 55.7755418)",,,,,,,
271867202,1221549402,0,613852265,path,False,797.257,"LINESTRING (37.7831393 55.7736448, 37.7831869 55.7726101, 37.7834434 55.7675601, 37.783477 55.7668976, 37.7835383 55.766479)",,,,,,,
271867362,271867202,0,25007818,path,False,571.59,"LINESTRING (37.7749114 55.7755418, 37.775053 55.7754879, 37.775666 55.7752765, 37.7758826 55.7751983, 37.7763731 55.7750508, 37.7770948 55.7747552, 37.7776334 55.7745539, 37.7799577 55.7739875, 37.7804613 55.7738494, 37.781041 55.7736697, 37.7813022 55.7735887, 37.7817284 55.7735774, 37.7831393 55.7736448)",,,,,,,
271867362,271868954,0,25007878,path,False,787.516,"LINESTRING (37.7749114 55.7755418, 37.7746192 55.7757536, 37.7745557 55.7758706, 37.7744767 55.7760323, 37.7744762 55.7761785, 37.7746659 55.7766203, 37.7749321 55.7769018, 37.7754749 55.7780073, 37.7757598 55.778581, 37.7758432 55.778783, 37.7759021 55.7788406, 37.7759956 55.7788866, 37.7761368 55.778956, 37.7762348 55.7790648, 37.7762803 55.7791521, 37.7763657 55.7795306, 37.776438 55.7799398, 37.7765453 55.7801568, 37.7768638 55.7805663, 37.7770372 55.7808311, 37.7772761 55.7813266, 37.7774186 55.7815469, 37.7776443 55.7818516, 37.7780583 55.7821456)",,,,,,,
271867362,672529734,0,25007907,path,False,250.494,"LINESTRING (37.7749114 55.7755418, 37.7745182 55.7755483, 37.7730141 55.7756421, 37.7709472 55.7758467)",,,,,,,
271867684,7868757206,0,25007914,path,False,22.571,"LINESTRING (37.8048545 55.7741261, 37.8052123 55.7741526)",,,,,,,
271867684,6595752412,0,25007823,path,False,19.397,"LINESTRING (37.8048545 55.7741261, 37.8049741 55.7741484, 37.8050456 55.7741758, 37.805079 55.7742274)",,,,,,,
271867684,672529972,0,680654375,path,False,242.137,"LINESTRING (37.8048545 55.7741261, 37.8042517 55.7741034, 37.8009851 55.7740624)",Пасечная аллея,,,,,,
271868000,271867202,0,292470867,path,False,29.926,"LINESTRING (37.7836147 55.7736753, 37.7831393 55.7736448)",Пасечная аллея,,,,,,
271868000,271868954,0,"[680654184, 680654185, 59151028, 110259638, 25007832, 410205915]",path,False,1137.5230000000001,"LINESTRING (37.7836147 55.7736753, 37.7837614 55.7738517, 37.7837851 55.7738802, 37.7838011 55.7738994, 37.7838769 55.7739961, 37.7839317 55.7741245, 37.7839086 55.7741997, 37.7838908 55.7742574, 37.7838023 55.7743221, 37.7837283 55.7743684, 37.78362 55.7744123, 37.7833841 55.7745079, 37.7832137 55.7745964, 37.7830485 55.7748291, 37.7829752 55.7763102, 37.7829017 55.7772217, 37.7828977 55.7773374, 37.7828588 55.7778735, 37.7828128 55.778495, 37.782825 55.7786804, 37.7828771 55.7789683, 37.7828807 55.7791382, 37.7829016 55.7792928, 37.7829763 55.7794091, 37.7831315 55.7795648, 37.7831634 55.7797033, 37.7830987 55.7797884, 37.7828883 55.7799612, 37.7827341 55.7801344, 37.7826332 55.7802643, 37.7824508 55.7803884, 37.7819956 55.7807436, 37.7816393 55.7810816, 37.781235 55.7812938, 37.7810824 55.7813352, 37.7806473 55.7814218, 37.7802754 55.7815172, 37.7800543 55.7816085, 37.7799089 55.7816739, 37.7795602 55.7817978, 37.7790516 55.7819565, 37.7788644 55.7820185, 37.7786557 55.7820574, 37.7782005 55.7821184, 37.7780583 55.7821456)",,,,,,,
271868000,672529972,0,"[292470867, 843559471]",path,False,1087.4470000000001,"LINESTRING (37.7836147 55.7736753, 37.784299 55.7737142, 37.7844335 55.7737207, 37.7849058 55.7737435, 37.7866716 55.7737745, 37.7889543 55.7738145, 37.7890522 55.7738195, 37.7929036 55.773893, 37.7932902 55.7739034, 37.7950447 55.7739279, 37.7985186 55.7739805, 37.8009851 55.7740624)",Пасечная аллея,,,,,,
271868954,271869693,0,"[682227681, 680653956, 25007878, 25007978, 173791951, 59135608, 680654110]","['cycleway', 'path']",False,546.889,"LINESTRING (37.7780583 55.7821456, 37.7790137 55.7826027, 37.7791664 55.7827131, 37.7793504 55.7828576, 37.7793848 55.7828958, 37.77945 55.7829595, 37.7794821 55.7829889, 37.7796239 55.783119, 37.7798023 55.7832194, 37.7800707 55.7833158, 37.7803331 55.7833806, 37.7809551 55.7835338, 37.7829591 55.7840273, 37.7824113 55.7848317, 37.7824186 55.7848862, 37.7824722 55.7850325, 37.7824563 55.7851682, 37.7824703 55.7852777, 37.7824547 55.785464)",,,,,yes,,
271868954,271867362,0,25007878,path,False,787.516,"LINESTRING (37.7780583 55.7821456, 37.7776443 55.7818516, 37.7774186 55.7815469, 37.7772761 55.7813266, 37.7770372 55.7808311, 37.7768638 55.7805663, 37.7765453 55.7801568, 37.776438 55.7799398, 37.7763657 55.7795306, 37.7762803 55.7791521, 37.7762348 55.7790648, 37.7761368 55.778956, 37.7759956 55.7788866, 37.7759021 55.7788406, 37.7758432 55.778783, 37.7757598 55.778581, 37.7754749 55.7780073, 37.7749321 55.7769018, 37.7746659 55.7766203, 37.7744762 55.7761785, 37.7744767 55.7760323, 37.7745557 55.7758706, 37.7746192 55.7757536, 37.7749114 55.7755418)",,,,,,,
271868954,271871607,0,110259640,path,False,966.6840000000001,"LINESTRING (37.7780583 55.7821456, 37.7779147 55.7821742, 37.7777765 55.7822157, 37.7772987 55.7826187, 37.7770469 55.7828228, 37.7764439 55.7831995, 37.7761565 55.7834836, 37.7757146 55.7839801, 37.7755712 55.7842599, 37.7754618 55.7845379, 37.7752404 55.7848617, 37.7749407 55.7851741, 37.7746392 55.7854413, 37.7741986 55.785766, 37.7736898 55.7860368, 37.7730853 55.7863613, 37.7725207 55.7866869, 37.77226 55.7868585, 37.7719295 55.7870239, 37.7716046 55.7870433, 37.770816 55.786984, 37.7703369 55.7869563, 37.7698406 55.7869213, 37.7677307 55.7866245, 37.7673823 55.78661)",,,,,,,
271868954,271868000,0,"[680654184, 680654185, 59151028, 110259638, 25007832, 410205915]",path,False,1137.523,"LINESTRING (37.7780583 55.7821456, 37.7782005 55.7821184, 37.7786557 55.7820574, 37.7788644 55.7820185, 37.7790516 55.7819565, 37.7795602 55.7817978, 37.7799089 55.7816739, 37.7800543 55.7816085, 37.7802754 55.7815172, 37.7806473 55.7814218, 37.7810824 55.7813352, 37.781235 55.7812938, 37.7816393 55.7810816, 37.7819956 55.7807436, 37.7824508 55.7803884, 37.7826332 55.7802643, 37.7827341 55.7801344, 37.7828883 55.7799612, 37.7830987 55.7797884, 37.7831634 55.7797033, 37.7831315 55.7795648, 37.7829763 55.7794091, 37.7829016 55.7792928, 37.7828807 55.7791382, 37.7828771 55.7789683, 37.782825 55.7786804, 37.7828128 55.778495, 37.7828588 55.7778735, 37.7828977 55.7773374, 37.7829017 55.7772217, 37.7829752 55.7763102, 37.7830485 55.7748291, 37.7832137 55.7745964, 37.7833841 55.7745079, 37.78362 55.7744123, 37.7837283 55.7743684, 37.7838023 55.7743221, 37.7838908 55.7742574, 37.7839086 55.7741997, 37.7839317 55.7741245, 37.7838769 55.7739961, 37.7838011 55.7738994, 37.7837851 55.7738802, 37.7837614 55.7738517, 37.7836147 55.7736753)",,,,,,,
271869693,274250690,0,"[691417632, 276810050, 25008094]",path,False,768.4370000000001,"LINESTRING (37.7824547 55.785464, 37.7823905 55.7864666, 37.7823036 55.7876108, 37.7827277 55.787564, 37.7832019 55.7872883, 37.7835015 55.7871761, 37.7837063 55.7870319, 37.7840198 55.7866436, 37.7843929 55.7863279, 37.784919 55.7860682, 37.7853275 55.7857116, 37.7856772 55.7852981, 37.7859256 55.7849687, 37.7863764 55.7846466, 37.7869575 55.7842183, 37.7871038 55.7838666)",,,,,,,
271869693,274250690,1,25008098,path,False,359.631,"LINESTRING (37.7824547 55.785464, 37.7827344 55.7853788, 37.7830108 55.7852317, 37.7833838 55.7848808, 37.7837138 55.7846413, 37.7842045 55.784336, 37.7844755 55.7842036, 37.7854978 55.784056, 37.7871038 55.7838666)",,,,,,,
271869693,271868954,0,"[682227681, 680653956, 25007878, 25007978, 173791951, 59135608, 680654110]","['cycleway', 'path']",False,546.889,"LINESTRING (37.7824547 55.785464, 37.7824703 55.7852777, 37.7824563 55.7851682, 37.7824722 55.7850325, 37.7824186 55.7848862, 37.7824113 55.7848317, 37.7829591 55.7840273, 37.7809551 55.7835338, 37.7803331 55.7833806, 37.7800707 55.7833158, 37.7798023 55.7832194, 37.7796239 55.783119, 37.7794821 55.7829889, 37.77945 55.7829595, 37.7793848 55.7828958, 37.7793504 55.7828576, 37.7791664 55.7827131, 37.7790137 55.7826027, 37.7780583 55.7821456)",,,,,yes,,
271871607,672529734,0,"[292473856, 59049273, 84736381, 292473479]",path,False,1293.279,"LINESTRING (37.7673823 55.78661, 37.7676841 55.7864515, 37.7679069 55.7864011, 37.7682558 55.7862937, 37.7686919 55.7862428, 37.769036 55.7861128, 37.7692926 55.7857613, 37.7694214 55.7856436, 37.7697195 55.7854693, 37.7699371 55.7853415, 37.7702907 55.7851367, 37.770558 55.7848661, 37.7705947 55.7846009, 37.7705558 55.7840318, 37.7706305 55.7832794, 37.7706818 55.7820621, 37.7707019 55.7817353, 37.7707699 55.7806338, 37.7707711 55.7798094, 37.7707738 55.7797175, 37.7707919 55.7794318, 37.7708207 55.7789472, 37.7708914 55.7778583, 37.7709472 55.7758467)",,,3,,,,
271871607,430436224,0,110259640,path,False,131.113,"LINESTRING (37.7673823 55.78661, 37.7671625 55.786696, 37.7667958 55.7869413, 37.7666487 55.7870344, 37.7663689 55.7872561, 37.7662118 55.7874102, 37.7661705 55.787459, 37.7660995 55.7875284)",,,,,,,
271871607,271868954,0,110259640,path,False,966.684,"LINESTRING (37.7673823 55.78661, 37.7677307 55.7866245, 37.7698406 55.7869213, 37.7703369 55.7869563, 37.770816 55.786984, 37.7716046 55.7870433, 37.7719295 55.7870239, 37.77226 55.7868585, 37.7725207 55.7866869, 37.7730853 55.7863613, 37.7736898 55.7860368, 37.7741986 55.785766, 37.7746392 55.7854413, 37.7749407 55.7851741, 37.7752404 55.7848617, 37.7754618 55.7845379, 37.7755712 55.7842599, 37.7757146 55.7839801, 37.7761565 55.7834836, 37.7764439 55.7831995, 37.7770469 55.7828228, 37.7772987 55.7826187, 37.7777765 55.7822157, 37.7779147 55.7821742, 37.7780583 55.7821456)",,,,,,,
272613220,272613234,0,"[160194454, 759352839]",pedestrian,False,314.954,"LINESTRING (37.6135895 55.7413776, 37.6134048 55.7413509, 37.6133044 55.7412597, 37.6131072 55.741083, 37.6122527 55.7403174, 37.6118548 55.7399616, 37.6117985 55.7399113, 37.6117419 55.7398621, 37.6108011 55.7390537)",Якиманская набережная,,,,,,
272613234,272613220,0,"[160194454, 759352839]",pedestrian,False,314.954,"LINESTRING (37.6108011 55.7390537, 37.6117419 55.7398621, 37.6117985 55.7399113, 37.6118548 55.7399616, 37.6122527 55.7403174, 37.6131072 55.741083, 37.6133044 55.7412597, 37.6134048 55.7413509, 37.6135895 55.7413776)",Якиманская набережная,,,,,,
274250690,271869693,0,25008098,path,False,359.63100000000003,"LINESTRING (37.7871038 55.7838666, 37.7854978 55.784056, 37.7844755 55.7842036, 37.7842045 55.784336, 37.7837138 55.7846413, 37.7833838 55.7848808, 37.7830108 55.7852317, 37.7827344 55.7853788, 37.7824547 55.785464)",,,,,,,
274250690,271869693,1,"[691417632, 276810050, 25008094]",path,False,768.4370000000001,"LINESTRING (37.7871038 55.7838666, 37.7869575 55.7842183, 37.7863764 55.7846466, 37.7859256 55.7849687, 37.7856772 55.7852981, 37.7853275 55.7857116, 37.784919 55.7860682, 37.7843929 55.7863279, 37.7840198 55.7866436, 37.7837063 55.7870319, 37.7835015 55.7871761, 37.7832019 55.7872883, 37.7827277 55.787564, 37.7823036 55.7876108, 37.7823905 55.7864666, 37.7824547 55.785464)",,,,,,,
274250690,271803246,0,25008098,path,False,83.24,"LINESTRING (37.7871038 55.7838666, 37.787539 55.7837942, 37.7880052 55.7837057, 37.7883865 55.7836743)",,,,,,,
276440458,429658171,0,25364187,path,False,294.539,"LINESTRING (37.8060647 55.7882063, 37.806575 55.7876779, 37.8073066 55.7868961, 37.8084233 55.7859158)",,,,,,,
304145757,3451741095,0,"[553864317, 570154959]","['cycleway', 'service']",False,153.346,"LINESTRING (37.4321875 55.7581751, 37.4320092 55.757481, 37.4319905 55.7574082, 37.4319219 55.7570476, 37.4317092 55.7568378)",Велотрасса на Крылатских холмах,,,,,,
307368228,429672834,0,"[44151537, 36950479]",footway,False,882.569,"LINESTRING (37.6517194 55.8714153, 37.6514975 55.8711941, 37.6513373 55.870983, 37.6510154 55.8705707, 37.6505052 55.8702298, 37.6499291 55.8701356, 37.6493229 55.8700202, 37.6490468 55.8699642, 37.6488698 55.8698679, 37.6488105 55.8697268, 37.6485522 55.8696522, 37.648344 55.8695594, 37.6481059 55.8694501, 37.6474563 55.8691521, 37.6472166 55.8690255, 37.6471115 55.8689309, 37.6468844 55.8685851, 37.6466166 55.8682681, 37.6459585 55.8677743, 37.6452159 55.8673953, 37.6451136 55.8673467, 37.6448152 55.8672412, 37.644524 55.8671652, 37.6439157 55.8670455, 37.6435944 55.8669979, 37.6432692 55.8669497, 37.6420354 55.8668595, 37.6413748 55.8668003)",,,,,,,
328978519,269574306,0,29854278,pedestrian,False,1279.144,"LINESTRING (37.6769706 55.7958062, 37.677005 55.7958956, 37.6770703 55.7960665, 37.6772747 55.7966, 37.677351 55.7967991, 37.6775667 55.7973428, 37.677601 55.7974293, 37.6776503 55.7975535, 37.6779459 55.798301, 37.6780647 55.7985924, 37.6781069 55.7987041, 37.6781848 55.7989004, 37.6784361 55.7995338, 37.6786763 55.8001392, 37.6786988 55.8001959, 37.6787261 55.800261, 37.6788204 55.8004864, 37.6788644 55.8005905, 37.6789312 55.800754, 37.678957 55.800816, 37.6795681 55.8022839, 37.6797379 55.8026918, 37.6799714 55.8032947, 37.6807962 55.8053337, 37.6814011 55.8068403, 37.6814551 55.8069766, 37.6814597 55.8069905, 37.6814722 55.8070279)",6-й Лучевой просек,,,,,,
333542136,2392566761,0,61650492,path,False,2237.639,"LINESTRING (37.7268996 55.8424204, 37.7359051 55.8425363, 37.7360054 55.842539, 37.738153 55.8425609, 37.7389011 55.8425698, 37.7395165 55.8425793, 37.7443163 55.8426455, 37.7460301 55.8426802, 37.7474622 55.8427279, 37.748349 55.8427271, 37.7549459 55.8428565, 37.7624993 55.8429381, 37.7625656 55.8429345, 37.7626257 55.8429272, 37.7626698 55.8429182, 37.7627144 55.8429026)",,,5,2,,,
