u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,service,width,access,est_width,bridge,junction,tunnel,ref,area
368141,5334674566,0,19877754,,Rue du Fauconnier,residential,30,False,9.144,"LINESTRING (2.3589713 48.8529093, 2.35903 48.8529819)",,,,,,,,,
368142,178803742,0,17249298,,Pont Marie,residential,30,False,13.988,"LINESTRING (2.3578164 48.8533327, 2.3577171 48.8532252)",,,,,,,,,
368143,7047107732,0,159230381,,Parc Rives de Seine - Georges Pompidou,service,30,False,13.611,"LINESTRING (2.3549397 48.8543789, 2.3549475 48.8542566)",,,no,3,,,,,
368143,392897790,0,754316773,,Rue du Pont Louis-Philippe,unclassified,30,True,9.009,"LINESTRING (2.3549397 48.8543789, 2.3550134 48.8544438)",,,,,,,,,
368145,6220939814,0,286550,,Pont de la Tournelle,residential,30,False,5.334,"LINESTRING (2.354875 48.849976, 2.3549126 48.8500171)",,,,,,,,,
368145,6279073011,0,4221414,,Rue du Cardinal Lemoine,residential,30,True,6.655,"LINESTRING (2.354875 48.849976, 2.3548305 48.8499238)",,,,,,,,,
368146,7019643770,0,286554,2,Pont de Sully,primary,30,True,5.816,"LINESTRING (2.3567895 48.8494029, 2.3568639 48.8494213)",,,,,,,,,
368179,6282960273,0,32863155,,Rue de la Monnaie,service,30,True,3.163,"LINESTRING (2.3434071 48.8600609, 2.3433922 48.8600342)",,,,,,,,,
368273,5508278443,0,305159668,,Rue Saint-Dominique,residential,30,True,13.051,"LINESTRING (2.3034962 48.858808, 2.3036594 48.8588554)",,,,,,,,,
368341,5996498068,0,679041684,,Rue Pierre Charron,residential,30,False,13.648,"LINESTRING (2.3052845 48.8705205, 2.3051398 48.870443)",,,,,,,,,
382015,335614493,0,3630964,,Rue Marcel Duchamp,residential,30,True,78.065,"LINESTRING (2.3678476 48.8244736, 2.3687666 48.8248297)",,,,,,,,,
382015,1497533920,0,41361998,,Rue Nationale,tertiary,30,True,101.419,"LINESTRING (2.3678476 48.8244736, 2.367384 48.8253331)",,,,,,,,,
382016,2372355514,0,23951296,,Rue Regnault,residential,30,False,8.519,"LINESTRING (2.3687123 48.8229124, 2.3688239 48.8229341)",,,,,,,,,
382016,2372355516,0,23951296,,Rue Regnault,residential,30,False,5.722,"LINESTRING (2.3687123 48.8229124, 2.3686368 48.8228991)",,,,,,,,,
382016,2372355517,0,41361998,,Rue Nationale,tertiary,30,True,7.574,"LINESTRING (2.3687123 48.8229124, 2.3686773 48.8229765)",,,,,,,,,
382019,3745435273,0,23951296,,Rue Regnault,residential,30,False,11.042,"LINESTRING (2.3670455 48.8226444, 2.3671911 48.8226703)",,,,,,,,,
382019,6428809643,0,625914983,2,Avenue d'Ivry,secondary,30,True,4.142,"LINESTRING (2.3670455 48.8226444, 2.3670003 48.8226668)",,,,,,,,,
382026,3375712093,0,434076754,,Rue du Dessous des Berges,residential,30,True,7.671,"LINESTRING (2.3729284 48.8284812, 2.3728746 48.8285404)",,,,,,,,,
382027,2066029702,0,77666668,,Avenue de France,tertiary,30,True,9.715,"LINESTRING (2.3767523 48.8306416, 2.3766796 48.8307147)",,,,,,,,,
382029,2268057904,0,77652437,,Avenue de France,tertiary,30,False,12.604,"LINESTRING (2.3747816 48.8327329, 2.3746964 48.8328314)",,,,,,,,,
382029,2268057902,0,241210783,,Avenue de France,tertiary,30,False,16.88,"LINESTRING (2.3747816 48.8327329, 2.3749077 48.8326058)",,,,,,,,,
382039,432807840,0,4039729,,Rue Émile Durkheim,residential,30,True,5.018,"LINESTRING (2.3787507 48.8329679, 2.378696 48.8329407)",,,,,,,,,
382045,2268057916,0,4039608,,Rue Raymond Aron,residential,30,False,10.513,"LINESTRING (2.3731375 48.8344579, 2.373248 48.8345183)",,,,,,,,,
382045,2268057917,0,27585929,,Avenue de France,tertiary,30,False,8.611,"LINESTRING (2.3731375 48.8344579, 2.3730762 48.834524)",,,,,,,,,
382045,2268057914,0,77652437,,Avenue de France,tertiary,30,False,11.672,"LINESTRING (2.3731375 48.8344579, 2.3732298 48.8343723)",,,,,,,,,
382046,6293982147,0,583872427,,Avenue de France,tertiary,30,False,54.422,"LINESTRING (2.3721269 48.8355419, 2.3725179 48.8351256)",,,,,,,,,
382046,2268057927,0,583872427,,Avenue de France,tertiary,30,False,12.009,"LINESTRING (2.3721269 48.8355419, 2.3720417 48.8356342)",,,,,,,,,
382049,1914164530,0,583872427,,Avenue de France,tertiary,30,False,13.891,"LINESTRING (2.3714895 48.8362129, 2.3715872 48.8361058)",,,,,,,,,
382051,2722028049,0,4039440,,Rue Clisson,residential,30,True,4.96,"LINESTRING (2.367637 48.8321657, 2.3675877 48.8321351)",,,,,,,,,
382051,2722028075,0,4039918,,Rue Clisson,residential,30,True,7.477,"LINESTRING (2.367637 48.8321657, 2.3677154 48.8322088)",,,,,,,,,
382051,2722028081,0,154070461,,Rue Dunois,residential,30,True,7.556,"LINESTRING (2.367637 48.8321657, 2.3675647 48.8322142)",,,,,,,,,
382052,2650782902,0,515648015,,Boulevard Vincent Auriol,secondary,30,True,11.453,"LINESTRING (2.3647847 48.8339797, 2.3646438 48.8339349)",,,,,,,,,
382062,2734148961,0,286549,,Rue des Deux Ponts,residential,30,True,5.863,"LINESTRING (2.357066 48.8524438, 2.3570291 48.852397)",,,,,,,,,
382071,5596102049,0,22972850,,Pont de la Tournelle,residential,30,False,6.828,"LINESTRING (2.3559179 48.8511377, 2.3558685 48.8510856)",,,,,,,,,
382074,2734148896,0,41466668,2,Boulevard Henri IV,primary,30,True,4.035,"LINESTRING (2.3590296 48.850081, 2.3590796 48.8500963)",,,,,,,,,
382077,2734148944,0,390298292,,Rue des Deux Ponts,residential,30,True,4.493,"LINESTRING (2.3565473 48.8518338, 2.3565146 48.8517996)",,,,,,,,,
390027,1784416577,0,19725534,,Rue de Montreuil,unclassified,30,True,22.352,"LINESTRING (2.3964579 48.8509679, 2.3961621 48.8509177)",,,,,,,,,
390027,6360609344,0,526161789,,Rue de Montreuil,residential,30,False,6.366,"LINESTRING (2.3964579 48.8509679, 2.3965417 48.8509833)",,,,,,,,,
390030,6282793831,0,173315999,,Rue de Montreuil,unclassified,30,True,9.909,"LINESTRING (2.3925211 48.8504119, 2.3923876 48.8503969)",,,,,,,,,
390033,1333943473,0,30782971,,Rue des Boulets,residential,30,True,22.94,"LINESTRING (2.3920084 48.8489668, 2.3918299 48.8491364)",,,,,,,,,
390033,1784413190,0,34491643,,Rue du Faubourg Saint-Antoine,primary,30,False,22.322,"LINESTRING (2.3920084 48.8489668, 2.3917111 48.8490118)",,,,,,,,,
390033,1784413170,0,34491643,,Rue du Faubourg Saint-Antoine,primary,30,False,19.515,"LINESTRING (2.3920084 48.8489668, 2.3922683 48.8489274)",,,,,,,,,
390033,1784413164,0,304003330,,Rue de Picpus,residential,30,False,20.446,"LINESTRING (2.3920084 48.8489668, 2.3921503 48.8488084)",,,,,,,,,
390034,1784416564,0,3127185,,Boulevard Diderot,secondary,30,False,12.74,"LINESTRING (2.3928506 48.8480382, 2.3926788 48.8480196)",,,,,,,,,
390034,1784413153,0,3127185,,Boulevard Diderot,secondary,30,False,9.942,"LINESTRING (2.3928506 48.8480382, 2.3929839 48.8480555)",,,,,,,,,
390034,1775183418,0,304003330,,Rue de Picpus,residential,30,False,10.45,"LINESTRING (2.3928506 48.8480382, 2.3927774 48.8481189)",,,,,,,,,
390035,1784413099,0,4193984,,Rue Dorian,residential,30,True,6.274,"LINESTRING (2.3936696 48.8471496, 2.3936058 48.8471119)",,,,,,,,,
390035,1784413101,0,34683401,,Avenue Dorian,residential,30,False,7.839,"LINESTRING (2.3936696 48.8471496, 2.3937489 48.847197)",,,,,,,,,
390035,1784413116,0,34683487,,Rue de Picpus,residential,30,True,11.435,"LINESTRING (2.3936696 48.8471496, 2.3935885 48.8472375)",,,,,,,,,
390041,6814277844,0,4039061,,Avenue Philippe Auguste,secondary,30,False,11.248,"LINESTRING (2.3955684 48.8489439, 2.3955083 48.849037)",,,,,,,,,
390043,6814290575,0,707097184,,Rue du Faubourg Saint-Antoine,primary,30,False,10.258,"LINESTRING (2.3950215 48.8485175, 2.3948838 48.8485348)",,,,,,,,,
390044,6814245172,0,654248638,,Boulevard Diderot,secondary,30,False,11.264,"LINESTRING (2.3950103 48.8482871, 2.3948589 48.8482688)",,,,,,,,,
390056,1784413159,0,654248637,,Boulevard Diderot,secondary,30,False,9.667,"LINESTRING (2.3943442 48.8482123, 2.3942141 48.8481972)",,,,,,,,,
390056,2881900494,0,654248638,,Boulevard Diderot,secondary,30,False,22.661,"LINESTRING (2.3943442 48.8482123, 2.3946497 48.8482457)",,,,,,,,,
390153,691418865,0,668208930,,Place des Antilles,residential,30,True,4.579,"LINESTRING (2.3985446 48.8489264, 2.3985029 48.8488957)",,,,,,,,,
390158,123526241,0,37189672,,Boulevard de Picpus,primary,30,True,9.01,"LINESTRING (2.3989257 48.8472878, 2.3989568 48.8472094)",,,,,,,,,
390202,2013674174,0,4039496,,Rue Raoul,residential,30,True,84.261,"LINESTRING (2.3974499 48.8388965, 2.3963514 48.8386696)",,,,,,,,,
390202,15378826,0,438204230,,Avenue Daumesnil,secondary,30,False,106.039,"LINESTRING (2.3974499 48.8388965, 2.3987163 48.8384332)",,,,,,,,,
390202,6539279030,0,438204230,,Avenue Daumesnil,secondary,30,False,27.697,"LINESTRING (2.3974499 48.8388965, 2.3971197 48.8390182)",,,,,,,,,
390213,1784413091,0,43954022,,Rue de Picpus,residential,30,True,17.312,"LINESTRING (2.395096 48.8455716, 2.3949684 48.8457027)",,,,,,,,,
390313,2105491772,0,674240278,2,Rue Chaligny,residential,30,False,14.201,"LINESTRING (2.3837717 48.847004, 2.3837485 48.8468772)",,,,,,,,,
390313,1775183415,0,745380747,2,Rue Chaligny,residential,30,False,9.683,"LINESTRING (2.3837717 48.847004, 2.3837894 48.8470903)",,,,,,,,,
390316,2105491763,0,377152984,2,Rue Crozatier,residential,30,False,14.716,"LINESTRING (2.3817132 48.846772, 2.3818072 48.846655)",,,,,,,,,
390316,6464023265,0,377152984,2,Rue Crozatier,residential,30,False,6.502,"LINESTRING (2.3817132 48.846772, 2.3816717 48.8468237)",,,,,,,,,
398708,6369010747,0,54756953,2,Rue de Turbigo,tertiary,30,True,9.921,"LINESTRING (2.3515281 48.8644209, 2.3513986 48.8643944)",,,,,,,,,
398709,5816086594,0,23981905,,Rue Saint-Martin,residential,30,True,6.626,"LINESTRING (2.3533193 48.864829, 2.3532924 48.8647721)",,,,,,,,,
398745,25581394,0,66767132,4,Rue Étienne Marcel,tertiary,30,True,8.422,"LINESTRING (2.3490334 48.8638647, 2.3491416 48.8638388)",,,,,,,,,
398745,5951390664,0,344381026,1,Rue de Turbigo,residential,30,True,13.202,"LINESTRING (2.3490334 48.8638647, 2.3488545 48.863849)",,,,,,,,,
398745,3511317171,0,344381027,,Rue Étienne Marcel,tertiary,30,False,12.625,"LINESTRING (2.3490334 48.8638647, 2.3488712 48.8639035)",,,,,,,,,
398747,1542715878,0,4039097,,Rue Étienne Marcel,tertiary,30,False,11.292,"LINESTRING (2.343086 48.8652925, 2.3429407 48.8653268)",,,,,,,,,
398747,1542715881,0,41662304,,Rue du Louvre,tertiary,30,False,10.248,"LINESTRING (2.343086 48.8652925, 2.34313 48.86538)",,,,,,,,,
398747,1542715852,0,71221835,,Rue Étienne Marcel,tertiary,30,False,9.122,"LINESTRING (2.343086 48.8652925, 2.343203 48.8652641)",,,,,,,,,
398747,1542715847,0,190590916,,Rue du Louvre,tertiary,30,False,9.643,"LINESTRING (2.343086 48.8652925, 2.3430431 48.8652105)",,,,,,,,,
398767,2180084770,0,70994511,,Rue Le Peletier,tertiary,30,True,10.149,"LINESTRING (2.3393461 48.8746674, 2.3393082 48.8745796)",,,,,,,,,
398769,7038038261,0,531191273,,Rue de la Michodière,residential,30,True,10.765,"LINESTRING (2.3347858 48.8710801, 2.334806 48.8709842)",,,,,,,,,
398800,2200326998,0,4251036,,Rue d'Antin,residential,30,False,17.784,"LINESTRING (2.3331307 48.8687213, 2.3330055 48.8685842)",,,,,,,,,
430777,34910256,0,4209522,2,Rue Émile Deutsch de la Meurthe,tertiary,30,False,6.473,"LINESTRING (2.3343654 48.8213586, 2.3343418 48.8213025)",,,,,,,,,
430777,3083390775,0,83239654,2,Rue Émile Deutsch de la Meurthe,tertiary,30,False,10.399,"LINESTRING (2.3343654 48.8213586, 2.3344194 48.8214451)",,,,,,,,,
430788,5749702243,0,51042848,,Rue du Chemin Vert,tertiary,30,True,6.574,"LINESTRING (2.3768492 48.8597514, 2.3767685 48.8597254)",,,,,,,,,
430789,5749702242,0,15276201,,Rue Sedaine,residential,30,True,6.781,"LINESTRING (2.378584 48.8587156, 2.3785094 48.8586794)",,,,,,,,,
430794,6808475086,0,8059184,,Rue Trousseau,residential,30,True,7.24,"LINESTRING (2.3794021 48.8533915, 2.3793809 48.8533279)",,,,,,,,,
430795,6190538594,0,13862275,,Rue de Charonne,unclassified,30,False,4.888,"LINESTRING (2.3770122 48.8532717, 2.377079 48.853272)",,,,,,,,,
430795,207278117,0,165517644,,Rue de Charonne,residential,30,True,23.516,"LINESTRING (2.3770122 48.8532717, 2.3766908 48.8532729)",,,,,,,,,
430796,6808428599,0,4039928,,Passage Thiéré,residential,30,True,5.002,"LINESTRING (2.375077 48.8532065, 2.3750404 48.8532445)",,,,,,,,,
430796,6873473300,0,165517644,,Rue de Charonne,residential,30,True,6.137,"LINESTRING (2.375077 48.8532065, 2.3750064 48.8531767)",,,,,,,,,
430798,5918899102,0,49417434,,Quai de Valmy,tertiary,30,True,24.714,"LINESTRING (2.367034 48.8795788, 2.3668758 48.8793824)",,,,,,,,,
430802,439881536,0,35835712,,Quai de Valmy,tertiary,30,True,7.105,"LINESTRING (2.3645298 48.8718957, 2.3645709 48.8718378)",,,,,,,,,
430803,416495231,0,23235941,,Quai de Valmy,tertiary,30,True,6.547,"LINESTRING (2.3661837 48.8697616, 2.3662248 48.8697093)",,,,,,,,,
442138,558435574,0,23782694,,Rue Paulin Enfert,residential,30,True,7.263,"LINESTRING (2.3619725 48.8193334, 2.3620204 48.8192762)",,,,,,,,,
442150,3745435293,0,58072919,,Rue Baudricourt,residential,30,True,3.106,"LINESTRING (2.3619875 48.8237521, 2.3619641 48.8237288)",,,,,,,,,
442252,2531890516,0,723058913,,Boulevard Lannes,primary,30,False,9.531,"LINESTRING (2.271815 48.8668753, 2.2718797 48.8669497)",,,,,,,,,
442296,6873140581,0,162280842,,Rue de la Brèche aux Loups,residential,30,True,10.045,"LINESTRING (2.3921752 48.8360773, 2.3922935 48.8361231)",,,,,,,,,
442296,6873134532,0,536749338,2,Rue de Charenton,secondary,30,False,8.288,"LINESTRING (2.3921752 48.8360773, 2.3921259 48.8361444)",,,,,,,,,
442296,6873188420,0,536749338,2,Rue de Charenton,secondary,30,False,6.052,"LINESTRING (2.3921752 48.8360773, 2.3922118 48.8360285)",,,,,,,,,
442301,6225535196,0,4039443,,Rue des Jardiniers,residential,30,True,11.006,"LINESTRING (2.3948808 48.8336313, 2.3949985 48.8336929)",,,,,,,,,
442301,6225535197,0,120689568,,Rue de Charenton,secondary,30,False,7.013,"LINESTRING (2.3948808 48.8336313, 2.3949496 48.8335874)",,,,,,,,,
442301,6225535195,0,536749338,2,Rue de Charenton,secondary,30,False,5.418,"LINESTRING (2.3948808 48.8336313, 2.3948272 48.8336649)",,,,,,,,,
442317,6937734136,0,516982089,2,Rue d'Avron,tertiary,30,False,9.559,"LINESTRING (2.4105158 48.8534855, 2.4103897 48.853463)",,,,,,,,,
442320,27323288,0,27600826,,Avenue Brunetière,residential,30,True,44.579,"LINESTRING (2.2991349 48.8894508, 2.2996301 48.8896847)",,,,,,,,,
442335,2282593009,0,219051969,,Rue du Capitaine Ferber,residential,30,False,5.708,"LINESTRING (2.4088776 48.8679431, 2.4087999 48.8679479)",,,,,,,,,
442372,2829333396,0,64842509,4,Boulevard Macdonald,primary,30,False,13.589,"LINESTRING (2.3829277 48.8989357, 2.3827418 48.8989367)",,,,,,,,,
442373,1088638712,0,24720716,,Avenue de la Porte Brunet,residential,30,True,9.888,"LINESTRING (2.3969899 48.8836491, 2.3971216 48.8836693)",,,,,,,,,
470125,6914757279,0,738453187,,Rue Jean Zay,secondary,30,True,16.935,"LINESTRING (2.3229322 48.8375487, 2.3227374 48.8376309)",,,,,,,,,
470129,6625082619,0,705282786,,Boulevard Saint-Michel,cycleway,30,True,19.836,"LINESTRING (2.3408464 48.8473362, 2.3410064 48.8474802)",,,,,,,,,
470130,1765824640,0,683979636,,Boulevard Saint-Michel,primary,30,True,2.491,"LINESTRING (2.341758 48.8488413, 2.341771 48.848862)",,,,,,,,,
470132,5057167521,0,670949799,,Rue Dante,tertiary,30,True,22.53,"LINESTRING (2.345541 48.8508383, 2.345821 48.8509226)",,,,,,,,,
470133,2458001040,0,589489442,3,Rue Saint-Jacques,secondary,30,True,9.832,"LINESTRING (2.3448714 48.8495911, 2.3448272 48.8495076)",,,,,,,,,
470133,2458001036,0,639667209,,Rue des Écoles,tertiary,30,False,10.301,"LINESTRING (2.3448714 48.8495911, 2.3447402 48.8496247)",,,,,,,,,
470134,2458000917,0,632575499,1,Rue Cujas,residential,30,True,9.109,"LINESTRING (2.3436601 48.8473646, 2.3435463 48.8473978)",,,,,,,,,
470136,5526475310,0,37106047,,Rue Saint-Jacques,living_street,30,True,25.736,"LINESTRING (2.3420496 48.8443318, 2.3419399 48.8441119)",,,,,,,,,
470136,4886258773,0,68907088,,Rue Gay-Lussac,tertiary,30,False,18.085,"LINESTRING (2.3420496 48.8443318, 2.3421235 48.8441766)",,,,,,,,,
470136,5526475309,0,197591095,,Rue Gay-Lussac,tertiary,30,False,27.316,"LINESTRING (2.3420496 48.8443318, 2.3419313 48.8445648)",,,,,,,,,
470137,5526475270,0,4039439,,Rue Lagrange,secondary,30,True,25.633,"LINESTRING (2.3490081 48.8499835, 2.3488421 48.8501865)",,,,,,,,,
470138,5905028288,0,4221410,,Rue de Poissy,residential,30,True,7.736,"LINESTRING (2.3528726 48.8495209, 2.3528161 48.8494621)",,,,,,,,,
470138,5526475248,0,4221413,,Rue de Poissy,residential,30,True,9.812,"LINESTRING (2.3528726 48.8495209, 2.352941 48.8495968)",,,,,,,,,
470139,2366444352,0,4527591,,Rue de Sully,residential,30,True,8.04,"LINESTRING (2.3626942 48.851188, 2.3627639 48.8511321)",,,,,,,,,
470153,2734029779,0,19516506,,Rue Saint-Placide,residential,30,False,11.506,"LINESTRING (2.32414 48.8502335, 2.3242279 48.8501477)",,,,,,,,,
470154,2734029739,0,4262865,,Rue Saint-Romain,residential,30,True,9.091,"LINESTRING (2.3201774 48.8482314, 2.3202438 48.8481623)",,,,,,,,,
470156,2712549879,0,59848726,,Rue de Verneuil,residential,30,True,6.853,"LINESTRING (2.3283353 48.8582212, 2.3282487 48.8582447)",,,,,,,,,
470157,2712549891,0,4226887,,Rue de Lille,residential,30,True,8.0,"LINESTRING (2.3287489 48.8588006, 2.3288485 48.8587709)",,,,,,,,,
470161,2712549899,0,4262835,,Rue Casimir Périer,residential,30,True,5.565,"LINESTRING (2.3202091 48.85914, 2.3201758 48.859095)",,,,,,,,,
470173,2705349508,0,51260154,,Avenue de la Motte-Picquet,secondary,30,False,23.137,"LINESTRING (2.3009132 48.8511847, 2.3007315 48.8510144)",,,,,,,,,
470175,2705349737,0,60214016,,Rue Desaix,residential,30,False,10.35,"LINESTRING (2.2953648 48.8547095, 2.2952746 48.8546378)",,,,,,,,,
470180,2705350081,0,573577568,,Avenue de la Bourdonnais,secondary,30,False,13.065,"LINESTRING (2.2956191 48.8605421, 2.295747 48.8604601)",,,,,,,,,
470184,2705349884,0,84867920,,Rue Saint-Dominique,residential,30,True,20.818,"LINESTRING (2.3001512 48.8576473, 2.3003973 48.8577413)",,,,,,,,,
470185,2705350022,0,4633488,,Rue Cler,residential,30,True,4.866,"LINESTRING (2.3051352 48.8592274, 2.3051576 48.8591862)",,,,,,,,,
470185,6288915882,0,305159668,,Rue Saint-Dominique,residential,30,True,6.098,"LINESTRING (2.3051352 48.8592274, 2.3052145 48.8592443)",,,,,,,,,
470192,2705350060,0,4226855,,Rue Jean Nicot,residential,30,True,4.992,"LINESTRING (2.3078041 48.859719, 2.3077792 48.8597608)",,,,,,,,,
470192,2705350057,0,305159668,,Rue Saint-Dominique,residential,30,True,5.988,"LINESTRING (2.3078041 48.859719, 2.3078845 48.8597291)",,,,,,,,,
470195,414997568,0,10660818,,Rue Pierre Semard,residential,30,True,14.413,"LINESTRING (2.3485666 48.879398, 2.3485527 48.8792687)",,,,,,,,,
470195,414997472,0,756271541,,Rue de Maubeuge,tertiary,30,True,14.033,"LINESTRING (2.3485666 48.879398, 2.3483914 48.8793465)",,,,,,,,,
470197,2140279523,0,4251062,,Rue de la Michodière,residential,30,True,8.912,"LINESTRING (2.3348127 48.8699143, 2.3348085 48.8698342)",,,,,,,,,
470198,6208261661,0,194608796,,Rue de Richelieu,tertiary,30,True,8.848,"LINESTRING (2.338689 48.8691782, 2.3386499 48.8691029)",,,,,,,,,
470200,2200326858,0,4574495,,Rue des Petits Carreaux,residential,30,True,9.146,"LINESTRING (2.3473075 48.8673701, 2.3473172 48.8674521)",,,,,,,,,
470203,2822151472,0,24689274,2,Rue Saint-Martin,secondary,30,True,9.236,"LINESTRING (2.353766 48.865977, 2.3537337 48.8658967)",,,,,,,,,
471728,5773555635,0,5209956,,Rue Henri Barbusse,residential,30,True,21.886,"LINESTRING (2.3366476 48.8386737, 2.3368825 48.8387955)",,,,,,,,,
471728,6143281477,0,58507545,,Avenue Denfert-Rochereau,primary,30,False,39.237,"LINESTRING (2.3366476 48.8386737, 2.3363457 48.8383821)",,,,,,,,,
644092,1668389052,0,10661303,,Rue Riquet,residential,30,True,17.695,"LINESTRING (2.3599122 48.8902642, 2.3601294 48.890194)",,,,,,,,,
644100,2537179638,0,24614597,,Rue de l'Évangile,residential,30,False,64.647,"LINESTRING (2.3694438 48.8952353, 2.3702708 48.8954412)",,,,,,,,,
644100,2527993142,0,24614597,,Rue de l'Évangile,residential,30,False,27.353,"LINESTRING (2.3694438 48.8952353, 2.3690951 48.8951461)",,,,,,,,,
644102,5922426587,0,24614597,,Rue de l'Évangile,residential,30,False,6.195,"LINESTRING (2.3713598 48.8958144, 2.3712984 48.895776)",,,,,,,,,
644119,7075803827,0,520391112,,Passage du Mont Cenis,service,30,False,14.656,"LINESTRING (2.3448325 48.8973872, 2.3450287 48.8973601)",alley,,,,,,,,
644122,3423763793,0,7331290,,Rue Championnet,residential,30,False,11.742,"LINESTRING (2.3395439 48.8957519, 2.3397045 48.8957538)",,,,,,,,,
644122,3423762992,0,24014881,,Rue Championnet,residential,30,False,8.393,"LINESTRING (2.3395439 48.8957519, 2.339435 48.895728)",,,,,,,,,
644122,3423763794,0,43185519,,Rue du Poteau,residential,30,True,11.495,"LINESTRING (2.3395439 48.8957519, 2.3394531 48.8958363)",,,,,,,,,
644123,3423762985,0,24014881,,Rue Championnet,residential,30,False,11.473,"LINESTRING (2.3375759 48.8953189, 2.3377247 48.8953517)",,,,,,,,,
644129,2580430889,0,4039225,,Rue Guy Môquet,secondary,30,False,9.665,"LINESTRING (2.3190875 48.8912377, 2.3192128 48.8912654)",,,,,,,,,
644129,6122005888,0,564197437,,Avenue de Clichy,unclassified,30,True,23.882,"LINESTRING (2.3190875 48.8912377, 2.319336 48.8910983)",,,,,,,,,
644129,2580430894,0,564197753,,Avenue de Clichy,secondary,30,False,46.348,"LINESTRING (2.3190875 48.8912377, 2.3186017 48.8915055)",,,,,,,,,
644130,2580430897,0,17244047,,Rue Pouchet,tertiary,30,False,9.967,"LINESTRING (2.3184911 48.8915685, 2.3185569 48.891647)",,,,,,,,,
