u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,access,tunnel,bridge,junction,service
5523544241,6066759124,0,37775878,,Boulevard Malesherbes,secondary,50,False,106.311,"LINESTRING (2.3166506 48.8774996, 2.3175564 48.8767518)",,,,,,
5526234771,6126468695,0,37775878,,Boulevard Malesherbes,secondary,50,False,10.435,"LINESTRING (2.3165758 48.8775613, 2.3164869 48.8776347)",,,,,,
5526234771,5523544241,0,37775878,,Boulevard Malesherbes,secondary,50,False,8.774,"LINESTRING (2.3165758 48.8775613, 2.3166506 48.8774996)",,,,,,
5526234772,5523544240,0,37775878,,Boulevard Malesherbes,secondary,50,False,20.469,"LINESTRING (2.3129604 48.8805075, 2.3127845 48.8806507)",,,,,,
5526234772,310037949,0,37775878,,Boulevard Malesherbes,secondary,50,False,2.214,"LINESTRING (2.3129604 48.8805075, 2.3129794 48.880492)",,,,,,
5527535092,5496123432,0,559550104,1,Avenue du Président Wilson,residential,20,True,4.178,"LINESTRING (2.4409533 48.8604473, 2.4409662 48.8604839)",,,,,,
5528847164,6864227035,0,27619127,,Boulevard Malesherbes,secondary,50,False,25.175,"LINESTRING (2.3067032 48.8856394, 2.3064912 48.8858178)",,,,,,
5528847164,2124630313,0,27619127,,Boulevard Malesherbes,secondary,50,False,38.476,"LINESTRING (2.3067032 48.8856394, 2.3070302 48.8853683)",,,,,,
5529008555,2124630301,0,27619127,,Boulevard Malesherbes,secondary,50,False,44.562,"LINESTRING (2.3077365 48.8847955, 2.3073613 48.8851113)",,,,,,
5529008555,27362231,0,27619127,,Boulevard Malesherbes,secondary,50,False,10.153,"LINESTRING (2.3077365 48.8847955, 2.3078193 48.8847222)",,,,,,
5537311494,2722937413,0,27619127,,Boulevard Malesherbes,secondary,50,False,27.741,"LINESTRING (2.3053192 48.8867705, 2.3050833 48.8869659)",,,,,,
5537311494,27234261,0,27619127,,Boulevard Malesherbes,secondary,50,False,9.995,"LINESTRING (2.3053192 48.8867705, 2.3054042 48.8867001)",,,,,,
5538275204,848726334,0,62230121,,Quai Fernand Saguet,residential,30,False,35.592,"LINESTRING (2.424609 48.815712, 2.4250948 48.8157232)",,,,,,
5538275204,301141846,0,62230121,,Quai Fernand Saguet,residential,30,False,17.546,"LINESTRING (2.424609 48.815712, 2.424372 48.8156887)",,,,,,
5583956875,5005261003,0,156857316,,Rue Sigmund Freud,residential,,False,41.772,"LINESTRING (2.3980913 48.8855055, 2.3983428 48.8851682)",,,,,,
5583956875,268670084,0,156857316,,Rue Sigmund Freud,residential,,False,18.562,"LINESTRING (2.3980913 48.8855055, 2.3980154 48.8856648)",,,,,,
5583956876,320901154,0,23041344,,Rue Sigmund Freud,residential,,False,5.747,"LINESTRING (2.3981203 48.8860271, 2.3980967 48.8859778)",,,,,,
5583956876,203318837,0,23041344,,Rue Sigmund Freud,residential,,False,5.632,"LINESTRING (2.3981203 48.8860271, 2.3981398 48.8860761)",,,,,,
5584723175,5584723176,0,137000080,2,Avenue Joffre,secondary,30,False,39.215,"LINESTRING (2.417638 48.8475462, 2.4176277 48.8471936)",D 158,,,,,
5584723175,268227638,0,137000080,2,Avenue Joffre,secondary,30,False,6.684,"LINESTRING (2.417638 48.8475462, 2.4176398 48.8476063)",D 158,,,,,
5584723176,267104802,0,137000080,2,Avenue Joffre,secondary,30,False,7.229,"LINESTRING (2.4176277 48.8471936, 2.4176257 48.8471286)",D 158,,,,,
5584723176,5584723175,0,137000080,2,Avenue Joffre,secondary,30,False,39.215,"LINESTRING (2.4176277 48.8471936, 2.417638 48.8475462)",D 158,,,,,
5609829180,1157476543,0,27792633,4,Avenue de la Porte Molitor,secondary,50,False,14.561,"LINESTRING (2.2547757 48.8451994, 2.2545843 48.8451636)",,,,,,
5609829185,1157476556,0,27792633,4,Avenue de la Porte Molitor,secondary,50,False,81.692,"LINESTRING (2.253447 48.8449303, 2.2545128 48.8451489)",,,,,,
5609829185,1157476547,0,27792633,4,Avenue de la Porte Molitor,secondary,50,False,78.237,"LINESTRING (2.253447 48.8449303, 2.2524263 48.8447209)",,,,,,
5647775594,367316714,0,52511947,2,Boulevard Victor,primary,50,True,12.678,"LINESTRING (2.2783463 48.8361634, 2.2781823 48.8362001)",,,,,,
5667610787,5667610788,0,25694383,1,Rue Michelet,residential,30,True,5.122,"LINESTRING (2.4278891 48.8531547, 2.4279591 48.8531542)",,,,,,
5667610788,280142690,0,25694383,1,Rue Michelet,residential,30,True,26.559,"LINESTRING (2.4279591 48.8531542, 2.4283177 48.8531171)",,,,,,
5667610792,247275478,0,25694383,1,Rue Michelet,residential,30,True,6.503,"LINESTRING (2.4298714 48.8529489, 2.4299591 48.8529394)",,,,,,
5667610793,280142697,0,23373838,1,Rue Gambetta,residential,30,True,36.511,"LINESTRING (2.429969 48.8529904, 2.4300323 48.8533161)",,,,,,
5667610794,247275478,0,23373838,1,Rue Gambetta,residential,30,True,5.773,"LINESTRING (2.429948 48.852888, 2.4299591 48.8529394)",,,,,,
5667610795,393763547,0,25694383,1,Rue Michelet,residential,30,True,19.295,"LINESTRING (2.4300405 48.8529299, 2.4303016 48.8529055)",,,,,,
5667610798,247275479,0,25694383,1,Rue Michelet,residential,30,True,4.823,"LINESTRING (2.4314156 48.8527895, 2.4314807 48.8527827)",,,,,,
5667610800,5667610801,0,25694383,1,Rue Michelet,residential,30,True,83.888,"LINESTRING (2.431557 48.8527744, 2.4326879 48.8526502)",,,,,,
5667610801,247275480,0,25694383,1,Rue Michelet,residential,30,True,5.436,"LINESTRING (2.4326879 48.8526502, 2.4327613 48.8526426)",,,,,,
5667610804,5667610805,0,25694383,1,Rue Michelet,residential,30,True,78.459,"LINESTRING (2.432815 48.8526378, 2.4338735 48.8525248)",,,,,,
5667610805,247274993,0,25694383,1,Rue Michelet,residential,30,True,5.542,"LINESTRING (2.4338735 48.8525248, 2.4339484 48.8525174)",,,,,,
5667610808,5667610817,0,25694383,1,Rue Michelet,residential,30,True,56.148,"LINESTRING (2.4340111 48.8525101, 2.4347704 48.8524369)",,,,,,
5667610814,247274286,0,23373671,,Rue de Vincennes,residential,30,True,5.614,"LINESTRING (2.43521 48.8533162, 2.4352291 48.8533651)",,,,,,
5667610816,247274285,0,22949826,,Rue de Vincennes,residential,,True,58.406,"LINESTRING (2.4352486 48.8534069, 2.435483 48.853909)",,,,,,
5667610817,247275481,0,25694383,1,Rue Michelet,residential,30,True,6.278,"LINESTRING (2.4347704 48.8524369, 2.4348553 48.8524287)",,,,,,
5667610818,247275481,0,23373671,,Rue de Vincennes,residential,30,True,5.987,"LINESTRING (2.4348378 48.8523761, 2.4348553 48.8524287)",,,,,,
5667610819,5667610818,0,23373671,,Rue de Vincennes,residential,30,True,8.826,"LINESTRING (2.4348171 48.8522979, 2.4348378 48.8523761)",,,,,,
5667610820,411638274,0,23373671,,Rue de Vincennes,residential,30,True,37.297,"LINESTRING (2.4345655 48.8509026, 2.4345793 48.8512379)",,,,,,
5667611622,247275559,0,23373745,,Rue de Montreuil,residential,30,True,6.41,"LINESTRING (2.4345735 48.8507624, 2.43457 48.85082)",,,,,,
5667611623,5667611622,0,23373745,,Rue de Montreuil,residential,30,True,8.829,"LINESTRING (2.4345749 48.850683, 2.4345735 48.8507624)",,,,,,
5667611624,1725196249,0,594331403,,Rue de Montreuil,residential,30,True,3.303,"LINESTRING (2.4345787 48.8497573, 2.4345778 48.849787)",,,,,,
5728444664,2455234359,0,241210783,,Avenue de France,tertiary,30,False,42.458,"LINESTRING (2.3759122 48.831542, 2.3756097 48.8318678)",,,,,,
5728444664,14956516,0,241210783,,Avenue de France,tertiary,30,False,10.073,"LINESTRING (2.3759122 48.831542, 2.3759776 48.8314623)",,,,,,
5735032583,2379046392,0,24412529,1,Cours Marigny,tertiary,30,True,53.201,"LINESTRING (2.4391052 48.8464067, 2.4390108 48.8459323)",,,,,,
5754289286,778955924,0,23041542,,Avenue Joffre,residential,30,False,70.34,"LINESTRING (2.4498677 48.8155773, 2.4489103 48.8156294)",,,,,,
5754289287,778955924,0,23041542,,Avenue Joffre,residential,30,False,7.791,"LINESTRING (2.4488041 48.8156337, 2.4489103 48.8156294)",,,,,,
5754289287,248585300,0,23041542,,Avenue Joffre,residential,30,False,132.422,"LINESTRING (2.4488041 48.8156337, 2.4469989 48.8157061)",,,,,,
5754289288,248585300,0,23041542,,Avenue Joffre,residential,30,False,28.234,"LINESTRING (2.4466136 48.8157161, 2.4469989 48.8157061)",,,,,,
5754289288,1271987600,0,23041542,,Avenue Joffre,residential,30,False,13.058,"LINESTRING (2.4466136 48.8157161, 2.4464354 48.8157207)",,,,,,
5754289296,2536543158,0,284141586,,Avenue du Maréchal Foch,residential,30,False,12.356,"LINESTRING (2.4403718 48.8156429, 2.4405398 48.8156324)",,,,,,
5754289296,1272118626,0,284141586,,Avenue du Maréchal Foch,residential,30,False,82.57,"LINESTRING (2.4403718 48.8156429, 2.4392613 48.8157721)",,,,,,
5754289299,301138854,0,284141586,,Avenue du Maréchal Foch,residential,30,False,6.594,"LINESTRING (2.4389659 48.8157797, 2.4390554 48.8157863)",,,,,,
5754289299,6793580914,0,284141586,,Avenue du Maréchal Foch,residential,30,False,45.064,"LINESTRING (2.4389659 48.8157797, 2.4383664 48.815688)",,,,,,
5754289309,344505634,0,62228862,,Rue du Maréchal Juin,residential,30,False,28.28,"LINESTRING (2.4262541 48.8156507, 2.4258713 48.8156845)",,,,,,
5754784435,582051157,0,596598620,2,Rue Clément Viénot,residential,50,False,3.876,"LINESTRING (2.4515024 48.846467, 2.4515118 48.8465013)",,,,,,
5754784435,2368260861,0,596598620,2,Rue Clément Viénot,residential,50,False,8.656,"LINESTRING (2.4515024 48.846467, 2.4514813 48.8463904)",,,,,,
5761578542,243896556,0,24566646,,Rue Massue,residential,30,True,18.561,"LINESTRING (2.4238703 48.8479758, 2.4241205 48.8479483)",,,,,,
5761578543,243896888,0,268101174,,Rue Massue,residential,30,True,24.476,"LINESTRING (2.4243481 48.8479337, 2.424681 48.8479122)",C 9,,,,,
5761578545,391320058,0,234708970,,Rue des Laitières,residential,30,True,31.849,"LINESTRING (2.4243248 48.8480261, 2.4247159 48.8481518)",,,,,,
5761579353,1958744786,0,24566646,,Rue Massue,residential,30,True,34.325,"LINESTRING (2.4230492 48.8480497, 2.4235138 48.8480071)",,,,,,
5761579354,243896637,0,24566646,,Rue Massue,residential,30,True,8.359,"LINESTRING (2.4228487 48.8480693, 2.4229618 48.8480587)",,,,,,
5766048145,247277950,0,233270146,,Rue Jules Ferry,residential,,True,9.028,"LINESTRING (2.4170185 48.8589899, 2.4170064 48.8589091)",,,,,,
5773501335,1757366862,0,760041310,,Rue Henry Farman,residential,50,False,6.151,"LINESTRING (2.2760733 48.8334793, 2.2761572 48.8334761)",,,,,,
5773501335,5773501336,0,760041310,,Rue Henry Farman,residential,50,False,4.762,"LINESTRING (2.2760733 48.8334793, 2.2760103 48.83349)",,,,,,
5773501336,5773501335,0,760041310,,Rue Henry Farman,residential,50,False,4.762,"LINESTRING (2.2760103 48.83349, 2.2760733 48.8334793)",,,,,,
5773501336,1757366859,0,760041310,,Rue Henry Farman,residential,50,False,6.33,"LINESTRING (2.2760103 48.83349, 2.2759394 48.8335226)",,,,,,
5773501859,1757366862,0,760041310,,Rue Henry Farman,residential,50,False,3.504,"LINESTRING (2.2762046 48.8334805, 2.2761572 48.8334761)",,,,,,
5833405409,1834850125,0,41066421,4,Avenue de la République,secondary,,False,5.386,"LINESTRING (2.4186446 48.8608534, 2.4185854 48.8608822)",D 37,,,,,
5833405409,5442504695,0,41066421,4,Avenue de la République,secondary,,False,4.697,"LINESTRING (2.4186446 48.8608534, 2.4187021 48.8608346)",D 37,,,,,
5833405431,49783038,0,23303157,,Avenue de la République,secondary,,False,12.138,"LINESTRING (2.4205688 48.8603759, 2.4204132 48.8604138)",D 37,,,,,
5833405431,5909925818,0,23303157,,Avenue de la République,secondary,,False,6.241,"LINESTRING (2.4205688 48.8603759, 2.4206488 48.8603564)",D 37,,,,,
5833405432,5909925819,0,41066421,4,Avenue de la République,secondary,,False,3.617,"LINESTRING (2.42032 48.8604367, 2.4202737 48.8604481)",D 37,,,,,
5833405432,49783038,0,41066421,4,Avenue de la République,secondary,,False,7.278,"LINESTRING (2.42032 48.8604367, 2.4204132 48.8604138)",D 37,,,,,
5834766482,4018380897,0,23037335,2,Rue de la Noue,residential,50,True,37.11,"LINESTRING (2.4281755 48.8650559, 2.4282813 48.8647295)",,,,,,
5836940011,249488990,0,29065533,1,Rue des Cailloux,residential,30,True,3.13,"LINESTRING (2.3056546 48.8962361, 2.3056913 48.8962506)",,,,,,
5864973814,6528646895,0,635375811,,Avenue Gabriel Péri,primary,,True,6.746,"LINESTRING (2.4372139 48.8580324, 2.4371329 48.8580614)",D 37bis,,,,,
5873865364,813461049,0,84068305,,Boulevard Malesherbes,secondary,50,False,2.986,"LINESTRING (2.3216333 48.8723629, 2.3216166 48.8723874)",,,,,,
5873865364,5879376452,0,84068305,,Boulevard Malesherbes,secondary,50,False,8.186,"LINESTRING (2.3216333 48.8723629, 2.32168 48.872296)",,,,,,
5876626496,473139262,0,688336307,,,primary,,True,43.283,"LINESTRING (2.2685002 48.8927497, 2.2681671 48.8930715)",D 908,,,,,
5879035383,331502484,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,14.197,"LINESTRING (2.4441707 48.9016063, 2.4443399 48.901669)",D 40,,,,,
5879035595,254437795,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,10.904,"LINESTRING (2.4449309 48.9018815, 2.4450569 48.901934)",D 40,,,,,
5879035596,254437794,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,11.714,"LINESTRING (2.4446529 48.9017792, 2.4447942 48.9018289)",D 40,,,,,
5879035600,254437796,0,110390793,2,Avenue du Président Salvador Allende,primary,,True,6.162,"LINESTRING (2.4452594 48.902058, 2.4453144 48.9021)",D 40,,,,,
5879376452,5873865364,0,84068305,,Boulevard Malesherbes,secondary,50,False,8.186,"LINESTRING (2.32168 48.872296, 2.3216333 48.8723629)",,,,,,
5879376452,2712550037,0,84068305,,Boulevard Malesherbes,secondary,50,False,7.492,"LINESTRING (2.32168 48.872296, 2.3217254 48.8722356)",,,,,,
5879376453,6335961817,0,84068305,,Boulevard Malesherbes,secondary,50,False,21.65,"LINESTRING (2.320302 48.8742867, 2.3201707 48.8744612)",,,,,,
5879376453,3263832099,0,84068305,,Boulevard Malesherbes,secondary,50,False,48.86,"LINESTRING (2.320302 48.8742867, 2.3205731 48.8738851)",,,,,,
5894405730,867319337,0,333513250,2,Boulevard Macdonald,primary,50,False,8.846,"LINESTRING (2.3889352 48.8976145, 2.3890562 48.8976134)",,,,,,
5894405730,867319341,0,333513250,2,Boulevard Macdonald,primary,50,False,41.167,"LINESTRING (2.3889352 48.8976145, 2.3883721 48.8976196)",,,,,,
5894405731,867319337,0,24614988,,,residential,,False,7.964,"LINESTRING (2.3890589 48.8975418, 2.3890562 48.8976134)",,,,,,
5894405731,5894405732,0,24614988,,,residential,,False,10.377,"LINESTRING (2.3890589 48.8975418, 2.3890623 48.8974485)",,,,,,
5894405732,5894405731,0,24614988,,,residential,,False,10.377,"LINESTRING (2.3890623 48.8974485, 2.3890589 48.8975418)",,,,,,
5894405732,2282801719,0,24614988,,,residential,,False,3.059,"LINESTRING (2.3890623 48.8974485, 2.3890633 48.897421)",,,,,,
5894405757,867319341,0,333513250,2,Boulevard Macdonald,primary,50,False,5.936,"LINESTRING (2.3882909 48.8976204, 2.3883721 48.8976196)",,,,,,
5894405757,2825143883,0,333513250,2,Boulevard Macdonald,primary,50,False,10.601,"LINESTRING (2.3882909 48.8976204, 2.3881459 48.8976217)",,,,,,
5894405759,2825143883,0,24677639,2,Boulevard Macdonald,primary,50,False,15.629,"LINESTRING (2.3879322 48.897626, 2.3881459 48.8976217)",,,,,,
5894405759,130053838,0,24677639,2,Boulevard Macdonald,primary,50,False,5.846,"LINESTRING (2.3879322 48.897626, 2.3878524 48.8976295)",,,,,,
5894405760,1673534644,0,583999369,3,Boulevard Macdonald,primary,50,False,8.431,"LINESTRING (2.3859842 48.8976214, 2.3858689 48.8976232)",,,,,,
5894405760,2825143884,0,583999369,3,Boulevard Macdonald,primary,50,False,56.999,"LINESTRING (2.3859842 48.8976214, 2.3867635 48.8976385)",,,,,,
5894790252,243896884,0,22736848,,Rue Massue,residential,30,True,8.226,"LINESTRING (2.4272015 48.8476756, 2.4273128 48.8476652)",C 9,,,,,
5894790277,3342252700,0,515928046,1,Avenue de la République,residential,50,True,2.913,"LINESTRING (2.4307592 48.8474841, 2.43079 48.8475007)",,,,,,
5904976363,2496157433,0,4216831,,Carrefour de l'Odéon,tertiary,50,False,3.109,"LINESTRING (2.3387436 48.8524199, 2.3387378 48.8523922)",,,,,,
5904976363,24983568,0,682020605,,Carrefour de l'Odéon,tertiary,50,False,6.114,"LINESTRING (2.3387436 48.8524199, 2.3387535 48.8524745)",,,,,,
5909925812,253086755,0,288988174,,Boulevard Chanzy,secondary,50,False,24.408,"LINESTRING (2.4270508 48.858779, 2.4267397 48.8588583)",D 37,,,,,
5909925812,2925347026,0,288988174,,Boulevard Chanzy,secondary,50,False,3.113,"LINESTRING (2.4270508 48.858779, 2.4270911 48.85877)",D 37,,,,,
5909925813,247278461,0,752067186,,Boulevard Chanzy,secondary,50,False,9.284,"LINESTRING (2.4235341 48.8596496, 2.4234155 48.8596793)",D 37,,,,,
5909925813,5909925814,0,752067186,,Boulevard Chanzy,secondary,50,False,9.294,"LINESTRING (2.4235341 48.8596496, 2.4236528 48.8596198)",D 37,,,,,
5909925814,5909925813,0,752067186,,Boulevard Chanzy,secondary,50,False,9.294,"LINESTRING (2.4236528 48.8596198, 2.4235341 48.8596496)",D 37,,,,,
5909925814,253086756,0,752067186,,Boulevard Chanzy,secondary,50,False,46.196,"LINESTRING (2.4236528 48.8596198, 2.4242429 48.8594719)",D 37,,,,,
5909925815,540019451,0,23303157,,Avenue de la République,secondary,,False,101.883,"LINESTRING (2.4227411 48.8598375, 2.4214396 48.8601636)",D 37,,,,,
5909925815,456386111,0,23303157,,Avenue de la République,secondary,,False,9.896,"LINESTRING (2.4227411 48.8598375, 2.4228675 48.8598058)",D 37,,,,,
5909925816,2416347148,0,41066415,2,Avenue de la République,secondary,50,True,6.632,"LINESTRING (2.41593 48.8624024, 2.4159967 48.862362)",D 37,,,,,
5909925818,5833405431,0,23303157,,Avenue de la République,secondary,,False,6.241,"LINESTRING (2.4206488 48.8603564, 2.4205688 48.8603759)",D 37,,,,,
5909925818,6049770045,0,23303157,,Avenue de la République,secondary,,False,10.952,"LINESTRING (2.4206488 48.8603564, 2.4207892 48.8603222)",D 37,,,,,
5909925819,5442504695,0,41066421,4,Avenue de la République,secondary,,False,122.74,"LINESTRING (2.4202737 48.8604481, 2.4187021 48.8608346)",D 37,,,,,
5909925819,5833405432,0,41066421,4,Avenue de la République,secondary,,False,3.617,"LINESTRING (2.4202737 48.8604481, 2.42032 48.8604367)",D 37,,,,,
5917362865,2841627133,0,44774301,3,Avenue Gambetta,secondary,,False,28.834,"LINESTRING (2.4155156 48.8690206, 2.4152943 48.868806)",D 20b,,,,,
5917362865,2841476306,0,44774301,3,Avenue Gambetta,secondary,,False,13.369,"LINESTRING (2.4155156 48.8690206, 2.4156182 48.8691201)",D 20b,,,,,
5917362868,291982299,0,233270144,4,Avenue de la République,secondary,50,False,19.291,"LINESTRING (2.4155834 48.8626432, 2.4153869 48.8627589)",D 37,,,,,
5917362868,2416347214,0,233270144,4,Avenue de la République,secondary,50,False,21.613,"LINESTRING (2.4155834 48.8626432, 2.4158036 48.8625136)",D 37,,,,,
5919049816,288332338,0,565913605,,Avenue Gambetta,secondary,,False,53.243,"LINESTRING (2.4169118 48.8703195, 2.4164979 48.8699256)",D 20b,,,,,
5919049816,212620393,0,565913605,,Avenue Gambetta,secondary,,False,71.188,"LINESTRING (2.4169118 48.8703195, 2.4174651 48.8708462)",D 20b,,,,,
5953175151,1615612224,0,216606507,,Avenue de Verdun,primary,50,False,26.13,"LINESTRING (2.2522746 48.8184076, 2.251951 48.8183085)",D 989,,,,,
5953175151,30624053,0,216606507,,Avenue de Verdun,primary,50,False,48.896,"LINESTRING (2.2522746 48.8184076, 2.2528801 48.8185931)",D 989,,,,,
5966990258,278185798,0,35031084,,Rue de l'Alma,secondary,,True,9.318,"LINESTRING (2.2555627 48.8968628, 2.2554359 48.8968542)",,,,,,
5966993162,410873279,0,35031085,,Rue de l'Alma,secondary,50,True,16.361,"LINESTRING (2.2552317 48.8967821, 2.2554539 48.8967997)",,,,,,
5967105469,3126276706,0,102905807,,Rue de Bezons,secondary,,True,2.692,"LINESTRING (2.2502659 48.8949797, 2.2502411 48.8949976)",D 6,,,,,
5993645087,576006456,0,635536013,,Boulevard Chanzy,secondary,,True,9.13,"LINESTRING (2.4357062 48.8579684, 2.435738 48.857889)",D 37,,,,,
5993674457,5864973814,0,45329922,,Rue de Vincennes,unclassified,,True,6.43,"LINESTRING (2.4372113 48.8579746, 2.4372139 48.8580324)",,,,,,
6008675937,4642386039,0,484611593,,Avenue Édouard Vaillant,secondary,50,False,10.83,"LINESTRING (2.3999423 48.8971142, 2.3998404 48.8971849)",D 20,,,,,
6008675937,4773607323,0,484611593,,Avenue Édouard Vaillant,secondary,50,False,31.056,"LINESTRING (2.3999423 48.8971142, 2.4002336 48.8969109)",D 20,,,,,
6008675953,6008675969,0,278087027,,Rue du Général Compans,residential,20,True,43.314,"LINESTRING (2.3982902 48.8970527, 2.3985128 48.8966917)",,,,,,
6008675964,4530613490,0,278087027,,Rue du Général Compans,residential,20,True,4.283,"LINESTRING (2.3986728 48.8965325, 2.3987306 48.8965262)",,,,,,
6008675965,6008675964,0,278087027,,Rue du Général Compans,residential,20,True,2.785,"LINESTRING (2.3986365 48.8965401, 2.3986728 48.8965325)",,,,,,
6008675966,6008675965,0,278087027,,Rue du Général Compans,residential,20,True,2.578,"LINESTRING (2.3986069 48.8965527, 2.3986365 48.8965401)",,,,,,
6008675967,6008675966,0,278087027,,Rue du Général Compans,residential,20,True,2.687,"LINESTRING (2.3985854 48.8965723, 2.3986069 48.8965527)",,,,,,
6008675969,6008675967,0,278087027,,Rue du Général Compans,residential,20,True,14.298,"LINESTRING (2.3985128 48.8966917, 2.3985854 48.8965723)",,,,,,
6010640311,203464052,0,680305210,,,tertiary,,True,6.196,"LINESTRING (2.2304258 48.889815, 2.2303838 48.8898634)",,,,,roundabout,
6017906975,2296563580,0,4409679,1,Rue Ledru-Rollin,residential,30,True,3.23,"LINESTRING (2.2285579 48.8702017, 2.2285979 48.870214)",,,,,,
6027785354,4937451005,0,4409682,,Rue de Verdun,tertiary,30,True,23.847,"LINESTRING (2.2294511 48.8731721, 2.2292854 48.8729874)",D 4,,,,,
6039202613,1054432238,0,32555211,,Avenue Pierre Grenier,secondary,50,False,2.24,"LINESTRING (2.2529895 48.8319691, 2.2530023 48.8319874)",D 101,,,,,
6039202613,1054432198,0,32555211,,Avenue Pierre Grenier,secondary,50,False,3.421,"LINESTRING (2.2529895 48.8319691, 2.2529698 48.8319412)",D 101,,,,,
6039202617,112413017,0,32555211,,Avenue Pierre Grenier,secondary,50,False,8.536,"LINESTRING (2.2530212 48.8320094, 2.2530784 48.8320763)",D 101,,,,,
6039202617,1054432238,0,32555211,,Avenue Pierre Grenier,secondary,50,False,2.81,"LINESTRING (2.2530212 48.8320094, 2.2530023 48.8319874)",D 101,,,,,
6044579466,368337,0,4039136,,Boulevard de Courcelles,primary,50,False,8.791,"LINESTRING (2.3048654 48.8795243, 2.3049796 48.879549)",,,,,,
6044579466,4937397544,0,4039136,,Boulevard de Courcelles,primary,50,False,100.037,"LINESTRING (2.3048654 48.8795243, 2.3035656 48.8792438)",,,,,,
6044585531,4937397544,0,4039136,,Boulevard de Courcelles,primary,50,False,16.77,"LINESTRING (2.3033477 48.8791968, 2.3035656 48.8792438)",,,,,,
6044585531,31960431,0,4039136,,Boulevard de Courcelles,primary,50,False,17.94,"LINESTRING (2.3033477 48.8791968, 2.3031146 48.8791465)",,,,,,
6044587089,31960431,0,4039136,,Boulevard de Courcelles,primary,50,False,11.702,"LINESTRING (2.3029625 48.8791138, 2.3031146 48.8791465)",,,,,,
6044587089,4948291638,0,4039136,,Boulevard de Courcelles,primary,50,False,17.631,"LINESTRING (2.3029625 48.8791138, 2.3027333 48.8790646)",,,,,,
6049770044,2925347020,0,288988174,,Boulevard Chanzy,secondary,50,False,31.18,"LINESTRING (2.4279711 48.8586566, 2.4275456 48.8586727)",D 37,,,,,
6049770044,2925347015,0,288988174,,Boulevard Chanzy,secondary,50,False,9.563,"LINESTRING (2.4279711 48.8586566, 2.4281016 48.8586516)",D 37,,,,,
6049770045,5909925818,0,23303157,,Avenue de la République,secondary,,False,10.952,"LINESTRING (2.4207892 48.8603222, 2.4206488 48.8603564)",D 37,,,,,
6049770045,540019451,0,23303157,,Avenue de la République,secondary,,False,50.743,"LINESTRING (2.4207892 48.8603222, 2.4214396 48.8601636)",D 37,,,,,
6049770046,3847043679,0,41066421,4,Avenue de la République,secondary,,False,29.522,"LINESTRING (2.4168128 48.861916, 2.4165146 48.8620949)",D 37,,,,,
6049770046,1834850125,0,41066421,4,Avenue de la République,secondary,,False,173.289,"LINESTRING (2.4168128 48.861916, 2.4185854 48.8608822)",D 37,,,,,
6049770047,6206634533,0,163070533,2,Rue Belgrand,primary,50,False,39.656,"LINESTRING (2.4078673 48.8645359, 2.4073261 48.8645568)",,,,,,
6049770047,1748446266,0,163070533,2,Rue Belgrand,primary,50,False,21.387,"LINESTRING (2.4078673 48.8645359, 2.4081591 48.8645238)",,,,,,
6049770048,3120496433,0,163070533,2,Rue Belgrand,primary,50,False,17.254,"LINESTRING (2.4050634 48.864645, 2.4048278 48.8646525)",,,,,,
6049770048,6809887369,0,163070533,2,Rue Belgrand,primary,50,False,28.793,"LINESTRING (2.4050634 48.864645, 2.4054565 48.8646316)",,,,,,
6052773456,249499114,0,173216792,1,Rue Gaston Paymal,residential,30,True,6.253,"LINESTRING (2.3109422 48.901702, 2.3109931 48.9016568)",,,,,,
6058395408,27252238,0,519905875,,Boulevard Malesherbes,secondary,50,False,13.445,"LINESTRING (2.3096108 48.8832603, 2.3094959 48.8833547)",,,,,,
6058395408,2700086464,0,519905875,,Boulevard Malesherbes,secondary,50,False,51.642,"LINESTRING (2.3096108 48.8832603, 2.3100521 48.8828977)",,,,,,
6066759124,5523544241,0,37775878,,Boulevard Malesherbes,secondary,50,False,106.311,"LINESTRING (2.3175564 48.8767518, 2.3166506 48.8774996)",,,,,,
6066759124,27235211,0,37775878,,Boulevard Malesherbes,secondary,50,False,15.628,"LINESTRING (2.3175564 48.8767518, 2.3176896 48.8766419)",,,,,,
6066759534,27235211,0,37775878,,Boulevard Malesherbes,secondary,50,False,16.325,"LINESTRING (2.3178295 48.8765275, 2.3176896 48.8766419)",,,,,,
6066759534,3263832102,0,37775878,,Boulevard Malesherbes,secondary,50,False,112.69,"LINESTRING (2.3178295 48.8765275, 2.3187962 48.8757383)",,,,,,
6088222351,318378369,0,4472332,,Avenue de la Porte des Ternes,tertiary,50,False,30.018,"LINESTRING (2.2810625 48.8816679, 2.2806741 48.8817553)",,,,,,
6102997556,2638039455,0,37101590,2,Rue des Réservoirs,unclassified,30,False,8.038,"LINESTRING (2.4636368 48.8168038, 2.4637461 48.8168106)",,,,,,
6123781054,2722937377,0,27619127,,Boulevard Malesherbes,secondary,50,False,64.962,"LINESTRING (2.3086214 48.8840752, 2.3080602 48.8845281)",,,,,,
