u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,bridge,service,width,access,tunnel,ref,junction,area
1250617100,2974370062,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,11.895,"LINESTRING (12.6714046 41.9047739, 12.67154 41.904738)",,,,,,,,
1250617100,2974370063,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,8.907,"LINESTRING (12.6714046 41.9047739, 12.6713053 41.9048048)",,,,,,,,
1250617102,2974370063,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,7.803,"LINESTRING (12.6712232 41.9048393, 12.6713053 41.9048048)",,,,,,,,
1250617102,2974370061,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,11.274,"LINESTRING (12.6712232 41.9048393, 12.6711109 41.9048967)",,,,,,,,
1250617110,2974370061,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,12.332,"LINESTRING (12.671002 41.9049724, 12.6711109 41.9048967)",,,,,,,,
1250617110,2974370060,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,16.221,"LINESTRING (12.671002 41.9049724, 12.6708797 41.9050864)",,,,,,,,
1250617112,2974370064,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,10.273,"LINESTRING (12.6721183 41.9046497, 12.6720054 41.9046881)",,,,,,,,
1250617112,2974370065,0,143690709,False,2,Via Piero Corti,unclassified,30,11.099,"LINESTRING (12.6721183 41.9046497, 12.6722202 41.9045848)",,,,,,,,
1250617114,2974370064,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,9.887,"LINESTRING (12.6718874 41.904702, 12.6720054 41.9046881)",,,,,,,,
1250617114,1250617098,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,11.241,"LINESTRING (12.6718874 41.904702, 12.6717519 41.904709)",,,,,,,,
1250617116,6039841264,0,641308788,False,2,Via Piero Corti,residential,30,14.265,"LINESTRING (12.6718786 41.9050516, 12.6719664 41.9049412)",,,,,,,,
1250617121,7163108574,0,143690709,False,2,Via Piero Corti,unclassified,30,4.223,"LINESTRING (12.6733355 41.9023968, 12.6732951 41.9023736)",,,,,,,,
1250617121,7163108575,0,143690709,False,2,Via Piero Corti,unclassified,30,4.437,"LINESTRING (12.6733355 41.9023968, 12.6733719 41.9024261)",,,,,,,,
1250617123,1719169470,0,143690709,False,2,Via Piero Corti,unclassified,30,68.291,"LINESTRING (12.6727876 41.9037625, 12.6731267 41.9032026)",,,,,,,,
1250617123,1613705706,0,143690709,False,2,Via Piero Corti,unclassified,30,72.091,"LINESTRING (12.6727876 41.9037625, 12.6724259 41.9043523)",,,,,,,,
1250617125,7163108578,0,143690709,False,2,Via Piero Corti,unclassified,30,4.459,"LINESTRING (12.6734497 41.9026198, 12.6734458 41.9025798)",,,,,,,,
1250617125,7163108579,0,143690709,False,2,Via Piero Corti,unclassified,30,4.943,"LINESTRING (12.6734497 41.9026198, 12.6734447 41.9026641)",,,,,,,,
1250617131,7163108577,0,143690709,False,2,Via Piero Corti,unclassified,30,4.421,"LINESTRING (12.6734379 41.9025397, 12.6734231 41.9025015)",,,,,,,,
1250617131,7163108578,0,143690709,False,2,Via Piero Corti,unclassified,30,4.507,"LINESTRING (12.6734379 41.9025397, 12.6734458 41.9025798)",,,,,,,,
1250617132,7163108575,0,143690709,False,2,Via Piero Corti,unclassified,30,4.934,"LINESTRING (12.6734042 41.9024634, 12.6733719 41.9024261)",,,,,,,,
1250617132,7163108577,0,143690709,False,2,Via Piero Corti,unclassified,30,4.516,"LINESTRING (12.6734042 41.9024634, 12.6734231 41.9025015)",,,,,,,,
1250617135,2941873648,0,290680772,False,2,Via Don Ruggero Caputo,unclassified,30,9.004,"LINESTRING (12.6683384 41.9088339, 12.668447 41.9088389)",,,,,,,,
1250617135,2941873649,0,290680772,False,2,Via Don Ruggero Caputo,unclassified,30,7.613,"LINESTRING (12.6683384 41.9088339, 12.6682472 41.9088429)",,,,,,,,
1250617136,2941873679,0,109189729,False,2,Via Padre Giuseppe Petrilli,unclassified,30,8.233,"LINESTRING (12.6696183 41.9085936, 12.6696652 41.9085283)",,,,,,,,
1250617136,2941873677,0,109189729,False,2,Via Padre Giuseppe Petrilli,unclassified,30,11.03,"LINESTRING (12.6696183 41.9085936, 12.6695351 41.9086711)",,,,,,,,
1250617147,2941873650,0,290680772,False,2,Via Don Ruggero Caputo,unclassified,30,9.428,"LINESTRING (12.6679752 41.9089376, 12.6680702 41.9088908)",,,,,,,,
1250617147,2941873651,0,290680772,False,2,Via Don Ruggero Caputo,unclassified,30,9.754,"LINESTRING (12.6679752 41.9089376, 12.6678929 41.9090004)",,,,,,,,
1250617149,2941873651,0,290680772,False,2,Via Don Ruggero Caputo,unclassified,30,10.945,"LINESTRING (12.6678233 41.9090841, 12.6678929 41.9090004)",,,,,,,,
1250617149,5428790991,0,290680772,False,2,Via Don Ruggero Caputo,unclassified,30,9.603,"LINESTRING (12.6678233 41.9090841, 12.6677761 41.909163)",,,,,,,,
1250617151,2941873654,0,290680772,False,2,Via Don Ruggero Caputo,unclassified,30,7.005,"LINESTRING (12.6673103 41.9096047, 12.6673928 41.9095906)",,,,,,,,
1250617151,2941873655,0,290680772,False,2,Via Don Ruggero Caputo,unclassified,30,23.508,"LINESTRING (12.6673103 41.9096047, 12.6670268 41.9096182)",,,,,,,,
1250617153,1250617155,0,290680772,False,2,Via Don Ruggero Caputo,unclassified,30,26.382,"LINESTRING (12.6675975 41.9094596, 12.6677282 41.9092432)",,,,,,,,
1250617153,2941873653,0,290680772,False,2,Via Don Ruggero Caputo,unclassified,30,7.8,"LINESTRING (12.6675975 41.9094596, 12.6675437 41.9095172)",,,,,,,,
1250617155,5428790971,0,290680772,False,2,Via Don Ruggero Caputo,unclassified,30,6.072,"LINESTRING (12.6677282 41.9092432, 12.667758 41.9091933)",,,,,,,,
1250617155,1250617153,0,290680772,False,2,Via Don Ruggero Caputo,unclassified,30,26.382,"LINESTRING (12.6677282 41.9092432, 12.6675975 41.9094596)",,,,,,,,
1250617157,1250617159,0,109189726,False,2,Via Maria Luigia Tancredi,unclassified,30,29.564,"LINESTRING (12.6673469 41.9102872, 12.6673255 41.9105526)",,,,,,,,
1250617157,2975337367,0,109189726,False,2,Via Maria Luigia Tancredi,unclassified,30,5.199,"LINESTRING (12.6673469 41.9102872, 12.6673674 41.910243)",,,,,,,,
1250617159,1250617157,0,109189726,False,2,Via Maria Luigia Tancredi,unclassified,30,29.564,"LINESTRING (12.6673255 41.9105526, 12.6673469 41.9102872)",,,,,,,,
1250617161,1250617173,0,109189738,False,2,Via Alberto Marvelli,unclassified,30,13.882,"LINESTRING (12.668885 41.9106185, 12.6687686 41.9107084)",,,,,,,,
1250617161,1250617171,0,109189738,False,2,Via Alberto Marvelli,unclassified,30,43.979,"LINESTRING (12.668885 41.9106185, 12.6689023 41.9102232)",,,,,,,,
1250617169,2975337366,0,109189726,False,2,Via Maria Luigia Tancredi,unclassified,30,5.27,"LINESTRING (12.6675159 41.9101814, 12.6674533 41.9101901)",,,,,,,,
1250617169,1250617171,0,109189726,False,2,Via Maria Luigia Tancredi,unclassified,30,114.819,"LINESTRING (12.6675159 41.9101814, 12.6689023 41.9102232)",,,,,,,,
1250617171,1250617169,0,109189726,False,2,Via Maria Luigia Tancredi,unclassified,30,114.819,"LINESTRING (12.6689023 41.9102232, 12.6675159 41.9101814)",,,,,,,,
1250617171,1250617161,0,109189738,False,2,Via Alberto Marvelli,unclassified,30,43.979,"LINESTRING (12.6689023 41.9102232, 12.668885 41.9106185)",,,,,,,,
1250617171,5428790994,0,109189738,False,2,Via Alberto Marvelli,unclassified,30,131.465,"LINESTRING (12.6689023 41.9102232, 12.6689846 41.9090425)",,,,,,,,
1250617173,1250617161,0,109189738,False,2,Via Alberto Marvelli,unclassified,30,13.882,"LINESTRING (12.6687686 41.9107084, 12.668885 41.9106185)",,,,,,,,
1250625969,1613705709,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,37.558,"LINESTRING (12.6702859 41.9059137, 12.6705023 41.9056168)",,,,,,,,
1250625969,1250625970,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,26.18,"LINESTRING (12.6702859 41.9059137, 12.6701392 41.9061223)",,,,,,,,
1250625970,1250625969,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,26.18,"LINESTRING (12.6701392 41.9061223, 12.6702859 41.9059137)",,,,,,,,
1250625970,1613705713,0,109189723,False,2,Via Monsignor Pietro Orsi,unclassified,30,31.096,"LINESTRING (12.6701392 41.9061223, 12.6699692 41.9063717)",,,,,,,,
1251911115,6155551786,0,212079246,False,,Via Ettore Scandale,residential,30,29.078,"LINESTRING (12.3364 41.8443424, 12.3360939 41.8442144)",,,5,,,,,
1251911115,282017735,0,212079246,False,,Via Ettore Scandale,residential,30,64.506,"LINESTRING (12.3364 41.8443424, 12.3370791 41.8446263)",,,5,,,,,
1251911147,6155551728,0,212079246,False,,Via Ettore Scandale,residential,30,2.755,"LINESTRING (12.3425714 41.8468645, 12.3425392 41.8468583)",,,5,,,,,
1251911147,6155551729,0,212079246,False,,Via Ettore Scandale,residential,30,2.501,"LINESTRING (12.3425714 41.8468645, 12.3426001 41.8468715)",,,5,,,,,
1251911257,282017730,0,212079246,False,,Via Ettore Scandale,residential,30,12.228,"LINESTRING (12.3428366 41.8470025, 12.3427274 41.8469285)",,,5,,,,,
1251911257,2219752472,0,212079246,False,,Via Ettore Scandale,residential,30,8.912,"LINESTRING (12.3428366 41.8470025, 12.342911 41.8470604)",,,5,,,,,
1251911346,6155551733,0,212079246,False,,Via Ettore Scandale,residential,30,19.986,"LINESTRING (12.3424122 41.8468552, 12.3421712 41.8468639)",,,5,,,,,
1251911346,6155551727,0,212079246,False,,Via Ettore Scandale,residential,30,3.754,"LINESTRING (12.3424122 41.8468552, 12.3424575 41.8468542)",,,5,,,,,
1251911642,282017735,0,212079246,False,,Via Ettore Scandale,residential,30,222.671,"LINESTRING (12.339388 41.8456518, 12.3370791 41.8446263)",,,5,,,,,
1251911642,2219752462,0,212079246,False,,Via Ettore Scandale,residential,30,131.173,"LINESTRING (12.339388 41.8456518, 12.3407418 41.8462638)",,,5,,,,,
1252279787,1398913823,0,109373561,False,4,Via Angelo Emo,secondary,30,30.646,"LINESTRING (12.4442902 41.9034373, 12.4446105 41.9035756)",,,,,,,,
1253931353,1270469096,0,111535870,False,,Via dell'Isola Farnese,residential,10,6.224,"LINESTRING (12.3933724 42.0194504, 12.3934384 42.0194234)",,,,,,,,
1253931372,1270451199,0,102564537,False,,Via dell'Isola Farnese,residential,30,5.451,"LINESTRING (12.3927076 42.0190577, 12.392652 42.0190841)",,,,,,,,
1253931372,1184436777,0,130541711,False,,Via dell'Isola Farnese,residential,30,10.849,"LINESTRING (12.3927076 42.0190577, 12.3928123 42.0189988)",,,,,,,,
1257320703,25419080,0,108565606,False,2,Via del Corso,unclassified,30,4.816,"LINESTRING (12.4812642 41.898929, 12.4812471 41.8989704)",,,,,,,,
1257320703,666941123,0,108565606,False,2,Via del Corso,unclassified,30,20.429,"LINESTRING (12.4812642 41.898929, 12.4813313 41.8987522)",,,,,,,,
1258152348,1250617081,0,143690708,False,2,Via Don Tonino Bello,unclassified,30,12.95,"LINESTRING (12.6681015 41.9060871, 12.6680715 41.9059728)",,,,,,,,
1258152348,1613705711,0,169694920,False,2,Via Don Tonino Bello,unclassified,30,17.548,"LINESTRING (12.6681015 41.9060871, 12.6681496 41.9062408)",,,,,,,,
1264657861,264249786,0,204592840,False,2,Via Appia Antica,residential,15,55.397,"LINESTRING (12.5216959 41.8511467, 12.5212629 41.8515264)",,,,,,,,
1264657861,4296672524,0,204592840,False,2,Via Appia Antica,residential,15,2.082,"LINESTRING (12.5216959 41.8511467, 12.5217118 41.8511322)",,,,,,,,
1264657862,4296672524,0,204592840,False,2,Via Appia Antica,residential,15,101.799,"LINESTRING (12.522491 41.8504242, 12.5217118 41.8511322)",,,,,,,,
1264657862,1702469161,0,204592840,False,2,Via Appia Antica,residential,15,89.514,"LINESTRING (12.522491 41.8504242, 12.5232044 41.8498195)",,,,,,,,
1270451027,1184436106,0,130541711,False,,Via dell'Isola Farnese,residential,30,8.643,"LINESTRING (12.3946255 42.0186535, 12.3945372 42.0186118)",,,,,,,,
1270451089,1184497229,0,111535870,False,,Via dell'Isola Farnese,residential,10,4.871,"LINESTRING (12.3937595 42.0192922, 12.3937079 42.0193134)",,,,,,,,
1270451138,1184432403,0,130541711,False,,Via dell'Isola Farnese,residential,30,11.087,"LINESTRING (12.3940891 42.0185857, 12.3942205 42.0185654)",,,,,,,,
1270451138,630875531,0,130541711,False,,Via dell'Isola Farnese,residential,30,11.579,"LINESTRING (12.3940891 42.0185857, 12.3939544 42.0186145)",,,,,,,,
1270451184,1184436106,0,130541711,False,,Via dell'Isola Farnese,residential,30,7.102,"LINESTRING (12.3944563 42.0185902, 12.3945372 42.0186118)",,,,,,,,
1270451184,1184433524,0,130541711,False,,Via dell'Isola Farnese,residential,30,8.068,"LINESTRING (12.3944563 42.0185902, 12.3943625 42.01857)",,,,,,,,
1270451199,1253931372,0,102564537,False,,Via dell'Isola Farnese,residential,30,5.451,"LINESTRING (12.392652 42.0190841, 12.3927076 42.0190577)",,,,,,,,
1270451199,630875529,0,102564537,False,,Via dell'Isola Farnese,residential,30,6.377,"LINESTRING (12.392652 42.0190841, 12.3925794 42.0191036)",,,,,,,,
1270451240,1270451263,0,130541711,False,,Via dell'Isola Farnese,residential,30,48.674,"LINESTRING (12.3932027 42.0188282, 12.3937498 42.0186657)",,,,,,,,
1270451240,741550743,0,130541711,False,,Via dell'Isola Farnese,residential,30,22.959,"LINESTRING (12.3932027 42.0188282, 12.3929594 42.018928)",,,,,,,,
1270451263,630875531,0,130541711,False,,Via dell'Isola Farnese,residential,30,17.835,"LINESTRING (12.3937498 42.0186657, 12.3939544 42.0186145)",,,,,,,,
1270451263,1270451240,0,130541711,False,,Via dell'Isola Farnese,residential,30,48.674,"LINESTRING (12.3937498 42.0186657, 12.3932027 42.0188282)",,,,,,,,
1270469096,1253931353,0,111535870,False,,Via dell'Isola Farnese,residential,10,6.224,"LINESTRING (12.3934384 42.0194234, 12.3933724 42.0194504)",,,,,,,,
1270469096,1184497229,0,111535870,False,,Via dell'Isola Farnese,residential,10,25.402,"LINESTRING (12.3934384 42.0194234, 12.3937079 42.0193134)",,,,,,,,
1273620405,370221481,0,225219124,False,,,service,20,50.91,"LINESTRING (12.5111238 41.8593213, 12.5106852 41.8596421)",,,5,,,,,
1273620405,402543089,0,225219124,False,,,service,20,7.598,"LINESTRING (12.5111238 41.8593213, 12.5111841 41.8592698)",,,5,,,,,
1280631603,1221999832,0,23591310,True,1,Viale Manzoni,secondary,30,45.624,"LINESTRING (12.5039252 41.8895075, 12.5044347 41.889664)",,,,,,,,
1280631606,255463424,0,23591330,True,1,Via Labicana,secondary,30,35.273,"LINESTRING (12.5029687 41.8893364, 12.5033626 41.8894574)",,,,,,,,
1280631622,6578644356,0,112715264,True,1,Via Labicana,secondary,30,35.861,"LINESTRING (12.5030199 41.8892315, 12.5034196 41.8893559)",,,,,,,,
1281437016,1995425263,0,188913993,True,1,Vicolo dei Serpenti,residential,30,13.845,"LINESTRING (12.4895237 41.8978679, 12.4896595 41.8979406)",,,,,,,,
1281437016,2412635499,0,265925293,True,1,Via dei Serpenti,residential,30,7.306,"LINESTRING (12.4895237 41.8978679, 12.4895722 41.897813)",,,,,,,,
1281437017,1281437016,0,122185784,True,2,Via dei Serpenti,residential,30,34.227,"LINESTRING (12.4892364 41.8980893, 12.4895237 41.8978679)",,,,,,,,
1282030436,270296192,0,142373633,True,3,Via Cristoforo Colombo,primary,30,15.416,"LINESTRING (12.4983474 41.860424, 12.4983583 41.8605624)",,,,,,,,
1286703882,3135802256,0,104994560,True,1,Via del Mascherino,residential,30,33.374,"LINESTRING (12.4586316 41.9035467, 12.4586651 41.9038458)",,,,,,,,
1288869011,6428408768,0,685876044,False,1,Via Ruinaglia,service,30,35.386,"LINESTRING (12.4961714 41.8975393, 12.4958241 41.8977249)",,alley,,,,,,
1288869013,1288873196,0,52722357,True,1,Via Urbana,residential,30,60.722,"LINESTRING (12.495528 41.8978831, 12.4951189 41.8974298)",,,,,,,,
1288869013,6428408768,0,113686881,False,1,Via Ruinaglia,service,30,30.167,"LINESTRING (12.495528 41.8978831, 12.4958241 41.8977249)",,alley,,,,,,
1288873196,122571273,0,52722357,True,1,Via Urbana,residential,30,34.222,"LINESTRING (12.4951189 41.8974298, 12.4948943 41.8971714)",,,,,,,,
1288873196,1288873203,0,113687408,True,1,Via Caprareccia,residential,30,46.89,"LINESTRING (12.4951189 41.8974298, 12.4946445 41.8976603)",,,,,,,,
1288873197,4897545228,0,23694979,True,1,Via Panisperna,tertiary,30,23.953,"LINESTRING (12.4940392 41.8970178, 12.4937577 41.8969678)",,,,,,,,
1288873203,1288873197,0,113687408,True,1,Via Caprareccia,residential,30,87.258,"LINESTRING (12.4946445 41.8976603, 12.4940392 41.8970178)",,,,,,,,
1291472971,2064747895,0,113952842,False,2,Via Germana Stefanini,tertiary,30,19.546,"LINESTRING (12.448993 41.9706304, 12.4492204 41.9705823)",,,,,,,,
1291472971,1613506989,0,113952842,False,2,Via Germana Stefanini,tertiary,30,32.692,"LINESTRING (12.448993 41.9706304, 12.4486096 41.9707024)",,,,,,,,
1291472974,300147934,0,113952842,False,2,Via Germana Stefanini,tertiary,30,30.191,"LINESTRING (12.4502202 41.9693207, 12.4503319 41.9690622)",,,,,,,,
1291472974,1291472981,0,113952842,False,2,Via Germana Stefanini,tertiary,30,87.699,"LINESTRING (12.4502202 41.9693207, 12.4497839 41.9700396)",,,,,,,,
1291472979,1613507007,0,196106996,False,2,Via Germana Stefanini,tertiary,30,81.621,"LINESTRING (12.4475769 41.9718984, 12.4479303 41.971213)",,,,,,,,
1291472979,1613507008,0,196106996,False,2,Via Germana Stefanini,tertiary,30,97.933,"LINESTRING (12.4475769 41.9718984, 12.4471724 41.9727262)",,,,,,,,
1291472981,1291472974,0,113952842,False,2,Via Germana Stefanini,tertiary,30,87.699,"LINESTRING (12.4497839 41.9700396, 12.4502202 41.9693207)",,,,,,,,
1291472981,1613506981,0,113952842,False,2,Via Germana Stefanini,tertiary,30,39.817,"LINESTRING (12.4497839 41.9700396, 12.4495919 41.970368)",,,,,,,,
1334521495,5730657119,0,15449659,True,1,Via Ulpiano,residential,30,13.525,"LINESTRING (12.4711252 41.9051149, 12.4711938 41.9050045)",,,,,,,,
1334521533,5730657089,0,15449659,True,1,Via Ulpiano,residential,30,9.946,"LINESTRING (12.4715307 41.9044617, 12.4715808 41.9043804)",,,,,,,,
1334528595,4228363208,0,118709094,False,4,Via Cola di Rienzo,secondary,30,11.38,"LINESTRING (12.4627936 41.9073702, 12.4626625 41.9073393)",,,,,,,,
1334528595,4228363209,0,118709096,False,4,Via Cola di Rienzo,secondary,30,11.973,"LINESTRING (12.4627936 41.9073702, 12.4629311 41.9074037)",,,,,,,,
1340367004,7260289425,0,119237138,True,2,Via Casilina Vecchia,tertiary,30,15.217,"LINESTRING (12.522232 41.8878836, 12.5220703 41.8879487)",,,,,,,,
1340367015,1201781172,0,119237141,False,2,Via Casilina Vecchia,tertiary,30,10.669,"LINESTRING (12.5231258 41.8875233, 12.5230096 41.8875648)",,,,,,,,
1340594354,7652608152,0,23646381,False,2,Via delle Sette Chiese,secondary,30,5.609,"LINESTRING (12.5033813 41.8592889, 12.5034481 41.8592806)",,,,,,,,
1340594354,7653348284,0,23646381,False,2,Via delle Sette Chiese,secondary,30,25.917,"LINESTRING (12.5033813 41.8592889, 12.5030702 41.8593142)",,,,,,,,
1342954491,1380956219,0,119550688,True,,Via Bucimazza,service,30,37.581,"LINESTRING (12.4821538 41.890579, 12.4826074 41.8905934)",,alley,,,,,,
1342954492,1381888128,0,124077478,True,1,Via dei Fienili,service,30,36.95,"LINESTRING (12.4834497 41.8906258, 12.4830275 41.8907337)",,alley,,,,,,
1343092523,7084655717,0,27530377,False,,Via Giacomo Delitala,unclassified,30,54.202,"LINESTRING (12.5915639 41.844806, 12.5916859 41.8443271)",,,,,,,,
1343092523,7084655712,0,27530377,False,,Via Giacomo Delitala,unclassified,30,27.149,"LINESTRING (12.5915639 41.844806, 12.5914794 41.8450419)",,,,,,,,
1343092562,7084655712,0,27530377,False,,Via Giacomo Delitala,unclassified,30,11.186,"LINESTRING (12.5914446 41.8451391, 12.5914794 41.8450419)",,,,,,,,
1343092562,7084655710,0,27530377,False,,Via Giacomo Delitala,unclassified,30,5.609,"LINESTRING (12.5914446 41.8451391, 12.5914222 41.8451867)",,,,,,,,
1343092574,7084655706,0,27530377,False,,Via Giacomo Delitala,unclassified,30,5.363,"LINESTRING (12.5910981 41.8456549, 12.5911287 41.8456124)",,,,,,,,
1343092574,7084655705,0,27530377,False,,Via Giacomo Delitala,unclassified,30,8.486,"LINESTRING (12.5910981 41.8456549, 12.5910549 41.8457241)",,,,,,,,
1343092581,2268600905,0,27530377,False,,Via Giacomo Delitala,unclassified,30,108.654,"LINESTRING (12.5917464 41.8440898, 12.5919987 41.8431309)",,,,,,,,
1343092581,7084655717,0,27530377,False,,Via Giacomo Delitala,unclassified,30,26.858,"LINESTRING (12.5917464 41.8440898, 12.5916859 41.8443271)",,,,,,,,
1349204948,3588053797,0,24240388,False,2,Via Appia Antica,residential,15,5.318,"LINESTRING (12.5198497 41.8527947, 12.5198907 41.8527579)",,,,,,,,
1349204948,3588048183,0,24240388,False,2,Via Appia Antica,residential,15,124.975,"LINESTRING (12.5198497 41.8527947, 12.5188861 41.8536596)",,,,,,,,
1355615188,384977192,0,33652939,True,1,Vicolo della Frusta,residential,30,4.945,"LINESTRING (12.4671312 41.8894722, 12.4671279 41.8895166)",,,,,,,,
1355615195,249361716,0,151214187,False,2,Via Garibaldi,residential,30,20.704,"LINESTRING (12.4670663 41.8891309, 12.4668762 41.8892519)",,,,,,,,
1355615195,1001105819,0,151214187,False,2,Via Garibaldi,residential,30,23.347,"LINESTRING (12.4670663 41.8891309, 12.4672748 41.8889895)",,,,,,,,
1355620890,1833917667,0,27806639,False,,Vicolo dell'Atleta,residential,30,5.248,"LINESTRING (12.4771003 41.8882046, 12.4770682 41.8881639)",,,,,,,,
1355620890,305313785,0,27806639,False,,Vicolo dell'Atleta,residential,30,17.228,"LINESTRING (12.4771003 41.8882046, 12.4772066 41.8883378)",,,,,,,,
1355620892,305313780,0,27806636,True,1,Piazza dei Ponziani,residential,30,5.856,"LINESTRING (12.4777546 41.8885614, 12.4777102 41.8886024)",,,,,,,,
1355620893,1355620895,0,27806618,True,,Via dei Vascellari,residential,30,14.427,"LINESTRING (12.478318 41.8887265, 12.4782282 41.8886153)",,,,,,,,
1355620895,305313566,0,27806618,True,,Via dei Vascellari,residential,30,12.232,"LINESTRING (12.4782282 41.8886153, 12.4781521 41.888521)",,,,,,,,
1355621654,1355620893,0,27806618,True,,Via dei Vascellari,residential,30,4.64,"LINESTRING (12.4783652 41.888749, 12.478318 41.8887265)",,,,,,,,
1355621656,305313431,0,33685209,True,1,Via Pietro Peretti,residential,30,6.771,"LINESTRING (12.4785337 41.8885699, 12.4786054 41.8885992)",,,,,,,,
1355627666,2126702083,0,200307285,True,1,Piazza in Piscinula,residential,30,22.262,"LINESTRING (12.4769726 41.8890802, 12.4770669 41.8888927)",,,,,,,,
1355629626,305309013,0,27806169,True,1,Vicolo della Luce,residential,30,7.801,"LINESTRING (12.4756939 41.8897736, 12.47576 41.8898236)",,,,,,,,
1355629629,305310133,0,33686043,False,2,Via dei Salumi,residential,30,23.973,"LINESTRING (12.4764605 41.8885333, 12.4761931 41.8886161)",,,,,,,,
1355629629,305314107,0,33686043,False,2,Via dei Salumi,residential,30,32.172,"LINESTRING (12.4764605 41.8885333, 12.476831 41.8884459)",,,,,,,,
1359829338,7237344356,0,775788273,True,1,,unclassified,30,69.898,"LINESTRING (12.6457759 41.8618744, 12.6461588 41.8613142)",,,,,,,,
1361341566,5921427535,0,627258463,True,,,service,20,12.814,"LINESTRING (12.6408857 41.9115747, 12.6409524 41.9114707)",,,,,,,,
1361341614,248510841,0,121677303,True,2,Via di Casal Bianco,residential,30,50.275,"LINESTRING (12.6212851 41.9382916, 12.6218574 41.9384439)",,,,,,,,
1362651142,1362651145,0,154072338,False,2,Via Ischia di Castro,tertiary,30,28.075,"LINESTRING (12.450637 41.968613, 12.4504914 41.9688411)",,,,,,,,
1362651142,916559371,0,202277888,False,2,Via Ischia di Castro,tertiary,30,20.049,"LINESTRING (12.450637 41.968613, 12.450736 41.9684484)",,,,,,,,
1362651145,1362651147,0,121805903,False,2,Via Ischia di Castro,tertiary,30,6.582,"LINESTRING (12.4504914 41.9688411, 12.4504579 41.9688948)",,,,,,,,
1362651145,1362651142,0,154072338,False,2,Via Ischia di Castro,tertiary,30,28.075,"LINESTRING (12.4504914 41.9688411, 12.450637 41.968613)",,,,,,,,
1362651147,1362651145,0,121805903,False,2,Via Ischia di Castro,tertiary,30,6.582,"LINESTRING (12.4504579 41.9688948, 12.4504914 41.9688411)",,,,,,,,
1362651147,2115870859,0,121805904,False,2,Via Ischia di Castro,tertiary,30,8.569,"LINESTRING (12.4504579 41.9688948, 12.4504099 41.9689631)",,,,,,,,
1365283547,2119998738,0,122109238,False,4,Piazza del Colosseo,service,30,10.638,"LINESTRING (12.4942052 41.8905086, 12.4940813 41.890534)",,,,,,,,
1367619111,3071836313,0,122930011,True,2,Via Tiburtina,primary,30,20.84,"LINESTRING (12.5454217 41.9088656, 12.5451734 41.9088343)",,,,,,,,
1369028020,308582332,0,143964684,False,2,Via di Tragliatella,tertiary,30,28.19,"LINESTRING (12.2648245 42.0184165, 12.2651483 42.0184965)",,,,,,,,
1369028020,1426511197,0,143964684,False,2,Via di Tragliatella,tertiary,30,12.347,"LINESTRING (12.2648245 42.0184165, 12.2646784 42.0183931)",,,,,,,,
1380956219,1342954492,0,119550688,True,,Via Bucimazza,service,30,69.815,"LINESTRING (12.4826074 41.8905934, 12.4834497 41.8906258)",,alley,,,,,,
1381888128,32650391,0,124077478,True,1,Via dei Fienili,service,30,35.617,"LINESTRING (12.4830275 41.8907337, 12.4826591 41.8908992)",,alley,,,,,,
1381888178,1342954491,0,366796440,True,1,Via dei Fienili,service,30,52.213,"LINESTRING (12.4825073 41.8909679, 12.4821538 41.890579)",,alley,,,,,,
1387917856,256174251,0,23646381,False,2,Via delle Sette Chiese,secondary,30,40.738,"LINESTRING (12.5043211 41.8591598, 12.5038368 41.859224)",,,,,,,,
1391607846,764699097,0,124199246,False,1,Via Trionfale,tertiary,30,8.992,"LINESTRING (12.4478916 41.9215996, 12.4478961 41.9215188)",,,,,,,,
1391607846,224245351,0,204472898,False,2,Via Trionfale,tertiary,30,15.247,"LINESTRING (12.4478916 41.9215996, 12.4478839 41.9217366)",,,,,,,,
1392753711,502525826,0,28867489,True,1,Via delle Botteghe Oscure,tertiary,30,42.81,"LINESTRING (12.4789549 41.8949257, 12.4794717 41.8949412)",,,,,,,,
1393831278,1596513532,0,309115057,True,2,Via Tiburtina,primary,30,4.474,"LINESTRING (12.5348444 41.9082983, 12.5347904 41.9082964)",,,,,,,,
1394266706,32633041,0,165913043,True,1,Via Florida,tertiary,30,7.726,"LINESTRING (12.4773327 41.8948609, 12.477426 41.8948629)",,,,,,,,
1396502529,32641667,0,4951467,False,2,Viale Giorgio Washington,service,30,21.125,"LINESTRING (12.4769772 41.9121731, 12.4767555 41.9120789)",,,,,,,,
