u,v,key,osmid,lanes,name,highway,maxspeed,oneway,length,geometry,ref,width,tunnel,bridge,est_width,access
5324202182,5324202172,0,551304017,,Pumptrack Jugenhaus Weilimdorf,cycleway,,True,38.762,"LINESTRING (9.1049694 48.8079827, 9.1050512 48.8079896, 9.1050874 48.8079796, 9.105105999999999 48.8079496, 9.105102499999999 48.8079265, 9.1050582 48.8078742, 9.105022 48.8078304, 9.1049589 48.8077681, 9.104921600000001 48.8077543)",,,,,,
5517266282,1739293498,0,"[155604035, 197974595, 197974596, 161978119, 574872057]",,,path,,False,246.24499999999998,"LINESTRING (9.135720600000001 48.7717084, 9.1357166 48.7718357, 9.1357176 48.7719065, 9.135725799999999 48.7719548, 9.1357549 48.772066, 9.1357856 48.7721562, 9.135851799999999 48.7723858, 9.135956200000001 48.772748, 9.136056699999999 48.7730861, 9.136093000000001 48.7732876, 9.136108399999999 48.7735613, 9.136102899999999 48.7737391, 9.136068 48.7737785, 9.1360282 48.7737893, 9.1359896 48.7737847, 9.135979300000001 48.7738133, 9.135965000000001 48.7738436)",,,,,,
5517266282,5517266284,0,574872057,,,path,,False,13.865,"LINESTRING (9.135720600000001 48.7717084, 9.135809099999999 48.7716951, 9.135880200000001 48.7716863, 9.1359057 48.7716827)",,,,,,
5517334507,5181704179,0,574876696,,,cycleway,,False,11.831,"LINESTRING (9.136719899999999 48.774685, 9.136560100000001 48.7747002)",,,,,,
5569637925,1595479074,0,582339263,,,cycleway,,True,9.458,"LINESTRING (9.175713699999999 48.820054, 9.1756426 48.8200813, 9.1755996 48.8200936)",,,,,,
5570986106,2865148605,0,370930223,,,cycleway,,True,13.137,"LINESTRING (9.1824102 48.8108782, 9.182473999999999 48.8109121, 9.1825498 48.8109524)",,3,,,,
5860350415,3437695174,0,620256353,,,cycleway,,True,15.402,"LINESTRING (9.2528138 48.8100722, 9.2526069 48.8100971)",,,,,,
5980872534,5980872533,0,633593796,,,cycleway,,True,11.305,"LINESTRING (9.190734300000001 48.8279031, 9.1907716 48.8279104, 9.1908843 48.8279271)",,,,,,
5980872534,90394875,0,"[67153297, 67154054]",,,path,,False,15.350000000000001,"LINESTRING (9.190734300000001 48.8279031, 9.1908257 48.8278665, 9.190794800000001 48.8278337, 9.1907719 48.8278089)",,3,,,,
5980872534,811155809,0,67153297,,,path,,False,332.54699999999997,"LINESTRING (9.190734300000001 48.8279031, 9.1901188 48.8281494, 9.1882146 48.8288825, 9.1880431 48.8289487, 9.18759 48.8291149, 9.187335900000001 48.8292388, 9.1869706 48.8294302, 9.186889799999999 48.8294851)",,3,,,,
7488929018,36743151,0,808489775,,,cycleway,,True,14.852,"LINESTRING (9.1681881 48.8364549, 9.1679852 48.8364528)",,,,,,
7711358408,5362308765,0,"[23174346, 825911059]",,,path,,True,110.41,"LINESTRING (9.129928400000001 48.7211918, 9.1300262 48.7211911, 9.1304699 48.7211385, 9.130516 48.7211335, 9.130933199999999 48.7210884, 9.1310135 48.7210736, 9.131076 48.721051, 9.1311137 48.721031, 9.1311746 48.7211253, 9.1311716 48.7211986, 9.131170900000001 48.7212101)",,,,,,
551516,3530814442,0,236861547,,,path,,True,78.627,"LINESTRING (9.112674699999999 48.728975, 9.112644400000001 48.7291849, 9.1126019 48.7294487, 9.112589099999999 48.7296267, 9.112602799999999 48.7296787)",,,,,,
590231,3022276737,0,43025158,,,path,,False,9.873,"LINESTRING (9.175229 48.7995052, 9.175223000000001 48.7995939)",,,,,,
590231,3022275626,0,43025158,,,path,,False,10.232,"LINESTRING (9.175229 48.7995052, 9.175231500000001 48.7994132)",,,,,,
590409,20963998,0,101997471,,,path,,False,62.643,"LINESTRING (9.1870818 48.7816564, 9.1871656 48.7816427, 9.1871293 48.7816011, 9.1871206 48.7815626, 9.187129799999999 48.7815301, 9.187138300000001 48.7814969, 9.187090100000001 48.7814203, 9.1870327 48.7812977, 9.186991300000001 48.7812134, 9.186975800000001 48.7811614)",,,,,,
590954,26240203,0,53772133,,,path,,False,9.211,"LINESTRING (9.140014799999999 48.7187227, 9.140083199999999 48.718688, 9.1401127 48.7186709)",,,,,,
659811,102980851,0,29174774,,Bismarckstraße,path,,False,186.36399999999998,"LINESTRING (9.1568436 48.7739798, 9.1568837 48.7740371, 9.1569322 48.7740621, 9.156942900000001 48.7740678, 9.157235999999999 48.774227, 9.1582893 48.7747403, 9.1585439 48.7748657, 9.1585386 48.7749245, 9.1586908 48.7749939, 9.158773 48.775018)",,4,,,,
3213211,4315787106,0,"[432575529, 432379967]",,Tübinger Straße,residential,30,True,146.883,"LINESTRING (9.1695499 48.7663637, 9.1696226 48.766455, 9.170193899999999 48.7671594, 9.1703624 48.7673671, 9.1704934 48.7675291)",,"['4', '9.5']",,,,
3213211,3213220,0,"[32812908, 432575532]",,Tübinger Straße,residential,30,False,210.161,"LINESTRING (9.1695499 48.7663637, 9.169486600000001 48.7662844, 9.169455599999999 48.7662462, 9.1688413 48.7654766, 9.1687844 48.7654054, 9.1687464 48.7653578, 9.168374699999999 48.7648926, 9.1683325 48.7648542, 9.1682737 48.7648219, 9.1681943 48.7648113, 9.1681498 48.7648114, 9.168078899999999 48.7648145)",,11,,,,
3213220,3213211,0,"[32812908, 432575532]",,Tübinger Straße,residential,30,False,210.161,"LINESTRING (9.168078899999999 48.7648145, 9.1681498 48.7648114, 9.1681943 48.7648113, 9.1682737 48.7648219, 9.1683325 48.7648542, 9.168374699999999 48.7648926, 9.1687464 48.7653578, 9.1687844 48.7654054, 9.1688413 48.7654766, 9.169455599999999 48.7662462, 9.169486600000001 48.7662844, 9.1695499 48.7663637)",,11,,,,
12620806,649192672,0,228119184,,Poppenweilerstraße,path,,False,9.471,"LINESTRING (9.1589201 48.8499946, 9.1588469 48.8500047, 9.158811699999999 48.8500095, 9.1587934 48.850012)",,,,,,
18353247,3771294214,0,"[231339122, 25204988, 421428205]",,,path,,False,561.1940000000001,"LINESTRING (9.224479499999999 48.8391524, 9.2245171 48.8391229, 9.2246404 48.8391286, 9.2249505 48.8391331, 9.225353699999999 48.8391422, 9.225729599999999 48.8391489, 9.2257982 48.8391499, 9.2261053 48.8391572, 9.226416800000001 48.8391765, 9.2268732 48.8392279, 9.2270615 48.8392519, 9.227657199999999 48.8393518, 9.228056199999999 48.8394411, 9.228203799999999 48.8394783, 9.2286196 48.8396038, 9.229051 48.8397607, 9.229216900000001 48.8398298, 9.229497500000001 48.8399523, 9.229747700000001 48.8400647, 9.2307551 48.8405222, 9.2310879 48.8406788, 9.2313975 48.8408366, 9.231435100000001 48.8408558)",,2.1,,,,
18353274,3771294214,0,421428206,,,path,,False,16.241,"LINESTRING (9.2316082 48.8409472, 9.231435100000001 48.8408558)",,2.1,,,,
18353274,630394076,0,"[340500484, 49565543]",,,path,,False,28.741,"LINESTRING (9.2316082 48.8409472, 9.2316088 48.8409281, 9.2316176 48.8408886, 9.231643500000001 48.8408477, 9.2317485 48.8407088)",,2,,yes,,
18353274,676043451,0,"[26743744, 357730882, 340622948, 159453821]",,,path,,False,1139.5819999999999,"LINESTRING (9.2316082 48.8409472, 9.231989499999999 48.8411384, 9.2320519 48.84117, 9.2321901 48.8412384, 9.232923899999999 48.8416529, 9.2337483 48.8421073, 9.234719399999999 48.8425376, 9.2356927 48.8429306, 9.236742 48.8433087, 9.236823299999999 48.8433375, 9.2374537 48.843566, 9.2377588 48.8436784, 9.2394444 48.8442779, 9.240524799999999 48.8447362, 9.242130899999999 48.8455545, 9.242785599999999 48.8460187, 9.243351499999999 48.8464343, 9.2436969 48.8467061, 9.2438459 48.8468276, 9.2440394 48.846987)",,"['2.3', '5', '3.5']",,,,
20276021,20276217,0,371030564,,John-Cranko-Weg,path,,False,20.172,"LINESTRING (9.182892499999999 48.781919, 9.183152099999999 48.7818586)",,8,,,,
20276022,20276025,0,23781959,,,path,,False,38.45,"LINESTRING (9.1840598 48.7816541, 9.1841572 48.781572, 9.1842141 48.781458, 9.184230299999999 48.7813369)",,7,,,,
20276022,20276025,1,"[23781960, 59997763]",,"['Walter-Erich-Schäfer-Weg', 'John-Cranko-Weg']",path,,False,61.717,"LINESTRING (9.1840598 48.7816541, 9.1844035 48.7816448, 9.1842837 48.7814318, 9.184230299999999 48.7813369)",,3,,,,
20276022,5293252118,0,35827618,,,path,,False,62.46600000000001,"LINESTRING (9.1840598 48.7816541, 9.1841116 48.7817319, 9.1841762 48.781764, 9.184237599999999 48.7817759, 9.1844582 48.7817843, 9.1848157 48.7817755)",,,,,,
20276022,20276217,0,371030564,,John-Cranko-Weg,path,,False,70.32900000000001,"LINESTRING (9.1840598 48.7816541, 9.1838619 48.7817061, 9.183757 48.7817322, 9.1835591 48.7817746, 9.183525400000001 48.7817817, 9.183362499999999 48.7818125, 9.183193299999999 48.7818489, 9.183152099999999 48.7818586)",,8,,,,
20276025,20276022,0,23781959,,,path,,False,38.45,"LINESTRING (9.184230299999999 48.7813369, 9.1842141 48.781458, 9.1841572 48.781572, 9.1840598 48.7816541)",,7,,,,
20276025,20276022,1,"[23781960, 59997763]",,"['Walter-Erich-Schäfer-Weg', 'John-Cranko-Weg']",path,,False,61.717,"LINESTRING (9.184230299999999 48.7813369, 9.1842837 48.7814318, 9.1844035 48.7816448, 9.1840598 48.7816541)",,3,,,,
20276025,20276026,0,358243846,,Walter-Erich-Schäfer-Weg,path,,False,23.016,"LINESTRING (9.184230299999999 48.7813369, 9.1841884 48.7812623, 9.1841212 48.7811428)",,,,,,
20276026,257682152,0,397585628,,Walter-Erich-Schäfer-Weg,path,,False,98.188,"LINESTRING (9.1841212 48.7811428, 9.183950100000001 48.780267)",,,,,,
20276026,20866423,0,150035040,,,path,,False,95.23899999999999,"LINESTRING (9.1841212 48.7811428, 9.1839233 48.7808615, 9.1838531 48.7807618, 9.1836983 48.7807269, 9.183500199999999 48.7804252)",,,,,,
20276026,20276025,0,358243846,,Walter-Erich-Schäfer-Weg,path,,False,23.016,"LINESTRING (9.1841212 48.7811428, 9.1841884 48.7812623, 9.184230299999999 48.7813369)",,,,,,
20276026,2512656289,0,374362981,,,path,,False,24.167,"LINESTRING (9.1841212 48.7811428, 9.1843416 48.7810966, 9.1843945 48.7811173, 9.184413599999999 48.7811382)",,,,,,
20276027,3719248049,0,204311116,,,path,,False,13.41,"LINESTRING (9.183752800000001 48.7798066, 9.1839201 48.7797577)",,,,,,
20276027,20276030,0,358243845,,,path,,False,34.445,"LINESTRING (9.183752800000001 48.7798066, 9.183797 48.7794982)",,,,,,
20276027,698867529,0,547852023,,,path,,False,19.247,"LINESTRING (9.183752800000001 48.7798066, 9.1835127 48.7798768)",,,,,,
20276027,2907944927,0,700470952,,,path,,False,30.145,"LINESTRING (9.183752800000001 48.7798066, 9.183592600000001 48.7795569)",,,,,,
20276027,257682152,0,23781957,,,path,,False,53.688,"LINESTRING (9.183752800000001 48.7798066, 9.183907400000001 48.7800479, 9.183939499999999 48.7802125, 9.183950100000001 48.780267)",,,,,,
20276030,20276027,0,358243845,,,path,,False,34.445,"LINESTRING (9.183797 48.7794982, 9.183752800000001 48.7798066)",,,,,,
20276030,2907944927,0,547852024,,,path,,False,16.337,"LINESTRING (9.183797 48.7794982, 9.183592600000001 48.7795569)",,,,,,
20276030,3738264855,0,"[358243845, 150035038]",,,path,,False,77.376,"LINESTRING (9.183797 48.7794982, 9.1838105 48.7794037, 9.1839317 48.7793684, 9.184302300000001 48.7792604, 9.184661 48.7791901)",,,,,,
20276175,425999320,0,360783793,,Wilhelm-Keil-Weg,path,,False,5.231,"LINESTRING (9.183110299999999 48.7771319, 9.1831371 48.7771755)",,3,,,,
20276175,1393831402,0,360790702,,Wilhelm-Keil-Weg,path,,False,20.98,"LINESTRING (9.183110299999999 48.7771319, 9.182997800000001 48.7769584)",,3,,,,
20276175,20276183,0,125508419,,,path,,False,60.620999999999995,"LINESTRING (9.183110299999999 48.7771319, 9.182417299999999 48.7770783, 9.1823932 48.7770765, 9.1822886 48.7770686)",,,,,,
20276183,418861162,0,27660363,,,path,,False,9.745,"LINESTRING (9.1822886 48.7770686, 9.1824142 48.7770398)",,1.6,,,,
20276183,20276175,0,125508419,,,path,,False,60.620999999999995,"LINESTRING (9.1822886 48.7770686, 9.1823932 48.7770765, 9.182417299999999 48.7770783, 9.183110299999999 48.7771319)",,,,,,
20276183,20276185,0,360790695,,Wilhelm-Keil-Weg,path,,False,33.935,"LINESTRING (9.1822886 48.7770686, 9.1820276 48.7771515, 9.18187 48.7771991)",,3,,,,
20276185,20276191,0,3933628,,Leopoldo-Retti-Weg,path,,False,71.895,"LINESTRING (9.18187 48.7771991, 9.1819059 48.7772617, 9.182086200000001 48.7773486, 9.1826151 48.7776046)",,4.5,,,,
20276185,20849992,0,"[23553288, 361458012, 36603141, 317404980]",,Leopoldo-Retti-Weg,path,,False,156.1,"LINESTRING (9.18187 48.7771991, 9.1817876 48.7771411, 9.181747400000001 48.7770898, 9.1817229 48.7770625, 9.181680399999999 48.7769995, 9.1816312 48.7769266, 9.1815886 48.7768635, 9.1815715 48.7768383, 9.181562899999999 48.7768255, 9.1815458 48.7768026, 9.1815377 48.7767913, 9.1813433 48.7765111, 9.1811033 48.7761322, 9.1810983 48.7761172, 9.181135100000001 48.776086, 9.181145799999999 48.7760383, 9.181191699999999 48.7759266)",,"['4', '8', '4.5']",,,,
20276185,20276183,0,360790695,,Wilhelm-Keil-Weg,path,,False,33.935,"LINESTRING (9.18187 48.7771991, 9.1820276 48.7771515, 9.1822886 48.7770686)",,3,,,,
20276191,425986229,0,360783791,,,path,,False,15.516,"LINESTRING (9.1826151 48.7776046, 9.1828235 48.7776293)",,3,,,,
20276191,20276185,0,3933628,,Leopoldo-Retti-Weg,path,,False,71.895,"LINESTRING (9.1826151 48.7776046, 9.182086200000001 48.7773486, 9.1819059 48.7772617, 9.18187 48.7771991)",,4.5,,,,
20276191,20276195,0,"[370301708, 27660405]",,"['Leopoldo-Retti-Weg', 'Wilhelm-Keil-Weg']",path,,False,28.357,"LINESTRING (9.1826151 48.7776046, 9.1826945 48.7777207, 9.1827741 48.7778371)",,4.5,,,,
20276195,425986232,0,25421856,,,path,,False,15.568,"LINESTRING (9.1827741 48.7778371, 9.1828833 48.777717)",,3,,,,
20276195,20276191,0,"[370301708, 27660405]",,"['Leopoldo-Retti-Weg', 'Wilhelm-Keil-Weg']",path,,False,28.357,"LINESTRING (9.1827741 48.7778371, 9.1826945 48.7777207, 9.1826151 48.7776046)",,4.5,,,,
20276195,20276200,0,"[360783792, 361458019, 287146303]",,Wilhelm-Keil-Weg,path,,False,91.913,"LINESTRING (9.1827741 48.7778371, 9.182681499999999 48.7784174, 9.182649 48.7785834, 9.182629199999999 48.7785985, 9.182561099999999 48.7786316)",,"['3', '4.5']",,,,
20276200,20276201,0,3933634,,,path,,False,25.425,"LINESTRING (9.182561099999999 48.7786316, 9.182245 48.7787259)",,,,,,
20276200,255038162,0,368703928,,,path,,False,15.354,"LINESTRING (9.182561099999999 48.7786316, 9.182658099999999 48.778754)",,1.5,,,,
20276200,20276195,0,"[360783792, 361458019, 287146303]",,Wilhelm-Keil-Weg,path,,False,91.91300000000001,"LINESTRING (9.182561099999999 48.7786316, 9.182629199999999 48.7785985, 9.182649 48.7785834, 9.182681499999999 48.7784174, 9.1827741 48.7778371)",,"['3', '4.5']",,,,
20276201,20276200,0,3933634,,,path,,False,25.425,"LINESTRING (9.182245 48.7787259, 9.182561099999999 48.7786316)",,,,,,
20276201,3719247726,0,3990459,,,path,,False,11.911,"LINESTRING (9.182245 48.7787259, 9.182312 48.7788235)",,14,,,,
20276201,20276204,0,3933634,,,path,,False,56.21,"LINESTRING (9.182245 48.7787259, 9.1818882 48.7788329, 9.1815461 48.7789343)",,,,,,
20276204,3719247745,0,3933631,,,path,,False,11.294,"LINESTRING (9.1815461 48.7789343, 9.181609099999999 48.779027)",,14,,,,
20276204,257682144,0,3933634,,,path,,False,21.003,"LINESTRING (9.1815461 48.7789343, 9.1812849 48.7790121)",,,,,,
20276204,20276201,0,3933634,,,path,,False,56.21,"LINESTRING (9.1815461 48.7789343, 9.1818882 48.7788329, 9.182245 48.7787259)",,,,,,
20276205,255038163,0,23781961,,,path,,False,56.277,"LINESTRING (9.181633 48.7790609, 9.1823344 48.7788547)",,2.5,,,,
20276205,257682144,0,23781955,,,path,,False,36.230000000000004,"LINESTRING (9.181633 48.7790609, 9.1815497 48.7790853, 9.181372700000001 48.7791374, 9.1812849 48.7790121)",,2.5,,,,
20276205,20276207,0,368703920,,Wolfgang-Windgassen-Weg,path,,False,44.769999999999996,"LINESTRING (9.181633 48.7790609, 9.1817159 48.7791821, 9.181784800000001 48.7792821, 9.181851999999999 48.779379, 9.181885599999999 48.7794275)",,14,,,,
20276207,20276241,0,100052014,,,path,,False,56.166,"LINESTRING (9.181885599999999 48.7794275, 9.182582399999999 48.779217)",,10,,,,
20276207,20276205,0,368703920,,Wolfgang-Windgassen-Weg,path,,False,44.769999999999996,"LINESTRING (9.181885599999999 48.7794275, 9.181851999999999 48.779379, 9.181784800000001 48.7792821, 9.1817159 48.7791821, 9.181633 48.7790609)",,14,,,,
20276207,303788993,0,"[375108506, 370104940, 3933630]",,Wolfgang-Windgassen-Weg,path,,False,232.939,"LINESTRING (9.181885599999999 48.7794275, 9.1818785 48.7794838, 9.1819214 48.7795888, 9.181991099999999 48.7797235, 9.182043999999999 48.7798599, 9.1820995 48.7800015, 9.182085900000001 48.7800567, 9.181788900000001 48.7801648, 9.1816373 48.7802139, 9.181245199999999 48.7802621, 9.1816862 48.7805989, 9.1820222 48.7809342)",,6,,,,
20276215,1496010259,0,9412367,,,path,,False,10.339,"LINESTRING (9.182451199999999 48.7813542, 9.1823961 48.7814398)",,6,,,,
20276215,3738264872,0,370104920,,,path,,False,45.32,"LINESTRING (9.182451199999999 48.7813542, 9.182109199999999 48.7810146)",,2.5,,,,
20276215,20866423,0,"[36947743, 150035015]",,Putlitzweg,path,,False,128.91,"LINESTRING (9.182451199999999 48.7813542, 9.182490899999999 48.7812992, 9.1828912 48.7809596, 9.183040200000001 48.7808285, 9.1833671 48.7805341, 9.183500199999999 48.7804252)",,7,,,,
20276217,20276021,0,371030564,,John-Cranko-Weg,path,,False,20.172,"LINESTRING (9.183152099999999 48.7818586, 9.182892499999999 48.781919)",,8,,,,
20276217,1496010259,0,370104940,,,path,,False,84.59800000000001,"LINESTRING (9.183152099999999 48.7818586, 9.183104200000001 48.7817843, 9.1830196 48.7817003, 9.1828354 48.7816579, 9.1827215 48.7815157, 9.182682 48.7815327, 9.1825785 48.7815715, 9.1825185 48.7815083, 9.1823961 48.7814398)",,,,,,
20276217,20276022,0,371030564,,John-Cranko-Weg,path,,False,70.32900000000001,"LINESTRING (9.183152099999999 48.7818586, 9.183193299999999 48.7818489, 9.183362499999999 48.7818125, 9.183525400000001 48.7817817, 9.1835591 48.7817746, 9.183757 48.7817322, 9.1838619 48.7817061, 9.1840598 48.7816541)",,8,,,,
20276241,20276207,0,100052014,,,path,,False,56.166,"LINESTRING (9.182582399999999 48.779217, 9.181885599999999 48.7794275)",,10,,,,
20276241,1156618939,0,287146302,,Walter-Erich-Schäfer-Weg,path,,False,11.395,"LINESTRING (9.182582399999999 48.779217, 9.1825174 48.7791239)",,,,,,
20276241,20866419,0,287146302,,Walter-Erich-Schäfer-Weg,path,,False,73.767,"LINESTRING (9.182582399999999 48.779217, 9.1829736 48.779517, 9.183305600000001 48.7796201, 9.1833429 48.7796286)",,,,,,
20296593,20966637,0,221622849,,,path,,False,28.852,"LINESTRING (9.190168999999999 48.7882812, 9.190379399999999 48.7884154, 9.190454600000001 48.7884598)",,3.5,,,,
20296593,20296597,0,338891198,,,path,,False,63.297000000000004,"LINESTRING (9.190168999999999 48.7882812, 9.190114700000001 48.7883994, 9.190003600000001 48.7885656, 9.189856600000001 48.7887288, 9.189778199999999 48.7887823)",,3.5,,,,
20296593,444833637,0,"[477299708, 35825575]",,,"['cycleway', 'path']",,False,23.805,"LINESTRING (9.190168999999999 48.7882812, 9.1901774 48.7882182, 9.190161 48.7881424, 9.1902551 48.7881015)",,"['3.5', '2.5']",,,,
20296597,20296593,0,338891198,,,path,,False,63.297,"LINESTRING (9.189778199999999 48.7887823, 9.189856600000001 48.7887288, 9.190003600000001 48.7885656, 9.190114700000001 48.7883994, 9.190168999999999 48.7882812)",,3.5,,,,
20296597,429620884,0,"[338891204, 59996374]",,,path,,False,113.023,"LINESTRING (9.189778199999999 48.7887823, 9.1896849 48.7889374, 9.189072299999999 48.7891157, 9.1890021 48.7891311, 9.1889211 48.789144, 9.1888653 48.7891476, 9.1887703 48.7891441, 9.1886238 48.7891236, 9.1884721 48.789087)",,"['3', '2']",,,,
20296597,20956165,0,358213718,,,path,,False,84.306,"LINESTRING (9.189778199999999 48.7887823, 9.189386499999999 48.7888606, 9.189292500000001 48.7888649, 9.189175199999999 48.7888453, 9.1890793 48.7888024, 9.188992799999999 48.7887496, 9.1888325 48.7885885)",,3.2,,,,
20296603,20956171,0,35825574,,,path,,False,39.313,"LINESTRING (9.188335500000001 48.7883787, 9.1886192 48.7886788)",,4,,,,
20296603,20956165,0,35825576,,,path,,False,44.96,"LINESTRING (9.188335500000001 48.7883787, 9.1887214 48.7884805, 9.1888325 48.7885885)",,3,,,,
